Batch_ID,Flour_kg_mean,Flour_kg_std,Flour_kg_max,Flour_kg_cv,Flour_kg_num_valleys,Sugar_kg_max,Sugar_kg_median,Sugar_kg_range,Sugar_kg_kurtosis,Yeast_kg_max,Yeast_kg_skewness,Yeast_kg_trend_slope,Yeast_kg_num_peaks,Salt_kg_min,Water_Temp_C_trend_pvalue,Water_Temp_C_num_valleys,Mixer_Speed_RPM_max,Mixing_Temp_C_num_valleys,Fermentation_Temp_C_std,Fermentation_Temp_C_iqr,Fermentation_Temp_C_cv,Fermentation_Temp_C_trend_pvalue,Oven_Temp_C_std,Oven_Temp_C_min,Oven_Temp_C_range,Oven_Temp_C_skewness,Oven_Temp_C_cv,Oven_Humidity_pct_min,Oven_Humidity_pct_range,Oven_Humidity_pct_trend_r2,Fermentation_Temp_C_Oven_Temp_C_correlation,Flour_kg_deviation_std,Flour_kg_max_deviation,Flour_kg_out_of_tolerance_ratio,Sugar_kg_max_deviation,Mixer_Speed_RPM_max_deviation,Mixer_Speed_RPM_critical_deviation_ratio,Fermentation_Temp_C_deviation_std,Oven_Temp_C_deviation_std,Oven_Temp_C_max_deviation,Oven_Temp_C_out_of_tolerance_ratio,Flour_kg_stability,Flour_kg_mean_change_rate,Flour_kg_change_rate_std,Flour_kg_volatility,Mixing_Temp_C_change_rate_std,Fermentation_Temp_C_stability,Fermentation_Temp_C_change_rate_std,Fermentation_Temp_C_volatility,Oven_Temp_C_volatility,Final_Weight,Quality_Score
11,9.97860111554717,0.29871314667022014,10.68330668,0.0299353730258653,14,5.410301893,5.00162294,0.7693494080000001,-0.759334614585534,2.257691975,-0.2320183598629372,-0.00018897603862280159,17,0.91046745,6.284492033146387e-24,10,170.8677494,9,0.18454698137501022,0.25524457999999584,0.004985126801980093,0.7051844162992134,0.9979478618994835,178.0968568,4.2144310999999846,0.3582334867516279,0.00554545091291216,42.98153757,4.228142400000003,0.0037257858008822413,0.11577850049419759,2.987131466702202,6.892639529999993,0.1320754716981132,8.206037859999995,13.920189999999991,0.09433962264150944,0.49877562533786546,0.5544154788330463,1.2840488333333313,0.05660377358490566,0.7962778023993459,0.03081856832691057,0.023802217282862664,0.0299353730258653,0.008602954543085647,0.8522963541524898,0.004210106633890075,0.004985126801980093,0.00554545091291216,44.86,95.79
12,9.95018679530909,0.2785430945832363,10.54776753,0.02799375532472943,15,5.375644477,4.967798367,0.7256399839999998,-0.7858782050174966,2.232256588,-0.18765881730242254,-0.0009152567637806653,15,0.886994059,9.563363655506575e-30,8,170.0017416,9,0.18390049535456454,0.2471858700000027,0.004966351955042887,0.9990106266872825,0.8171498027425501,177.8588643,4.051010600000012,0.22430827672338016,0.004543785850207456,43.13573016,3.0614979399999953,0.007768489352081214,-0.0036646822744009814,2.7854309458323625,5.886547879999995,0.03636363636363636,7.512889539999996,13.97062326666666,0.05454545454545454,0.49702836582314747,0.45397211263475007,1.189519833333337,0.01818181818181818,0.7896464560008315,0.03222371268899547,0.02420821749381392,0.02799375532472943,0.012289775158932622,0.8593774324366432,0.004110375332990383,0.004966351955042887,0.004543785850207456,43.8,96.05
13,10.090158767603773,0.2601285604958803,10.65604195,0.02578042293358839,14,5.455190937,5.02535412,0.8399095079999999,0.22280728509475756,2.264570159,0.48779374149057947,-0.0005794030719238833,12,0.897481394,3.825223792342691e-25,9,171.8847806,9,0.1839804915605426,0.230423370000004,0.004970329377431057,0.606921337921094,1.009532715443121,178.0846321,4.613408399999997,0.28654812639070215,0.005604809148914215,42.79582661,4.905039860000002,0.01465424496845809,0.11226881189318133,2.601285604958804,6.560419500000006,0.07547169811320754,9.103818740000005,14.589853733333333,0.1509433962264151,0.49724457178525033,0.5608515085795116,1.4989113888888836,0.03773584905660377,0.7958916262521564,0.030010085588597784,0.02086176248582268,0.02578042293358839,0.010617072633612234,0.8575299627238394,0.004379879681036598,0.004970329377431057,0.005604809148914215,45.88,95.8
14,10.030754594526316,0.3005844759790454,10.78461807,0.029966287495765413,16,5.408608449,4.962837557,0.8798249250000003,0.10229056491776412,2.201090304,0.012404171557987188,-0.00021979657207674326,12,0.867245899,1.6795129362053916e-27,12,171.8057243,12,0.20967890670469055,0.2882108500000058,0.005668703539854882,0.3874599626019405,0.9254698602517983,177.7826911,4.852186700000004,0.2349352561577807,0.005139177615360556,42.38673146,4.995360419999997,0.0335697385756873,0.18291171470556675,3.0058447597904543,7.846180700000005,0.07017543859649122,9.424329520000008,14.537149533333338,0.10526315789473684,0.566699747850515,0.5141499223621101,1.463820999999999,0.05263157894736842,0.7834636124174618,0.033595746697068066,0.023482602260268305,0.029966287495765413,0.009438363455278492,0.8343247963464946,0.004836138950916975,0.005668703539854882,0.005139177615360556,47.51,94.3
15,9.977746612571428,0.2820994427233643,10.72762378,0.028272860965213736,19,5.476396474,5.0069944060000005,0.8321528200000001,-0.2511861076045001,2.182534147,0.14571119943049882,-0.00043034653434723173,12,0.871012938,1.134229638464146e-24,12,171.3676938,11,0.20398175662175816,0.28142236999999426,0.005506188718238606,0.15721506301271232,0.8131381324027034,178.0745337,3.476844,-0.19697166486551557,0.004516156681513469,42.8798778,4.249935689999994,0.01138003306089433,-0.054542548829946455,2.8209944272336434,7.2762378000000005,0.08928571428571429,9.527929480000008,14.24512920000001,0.07142857142857142,0.5513020449236706,0.4517434068903907,1.069703500000006,0.0,0.7804859980081749,0.034287280088700516,0.024493069626839965,0.028272860965213736,0.0114992576675177,0.8405206674955475,0.00453130490308001,0.005506188718238606,0.004516156681513469,45.66,95.13
16,10.024514238142858,0.2821980904842659,10.71642351,0.0281507995081212,15,5.427673448,5.0070108575,0.7278257450000005,-0.3498717313394981,2.188811088,0.16529106542070107,-0.00027920200533151023,13,0.883506503,2.629198509660824e-26,11,171.4218896,12,0.2065307645802462,0.2729775425000014,0.005578123765742056,0.7545085392088677,0.9945594336424328,177.4397832,5.224890500000015,0.015006193107931883,0.0055266120193704004,42.45260766,4.30521924,0.0011678101069300746,0.3751965635730437,2.8219809048426594,7.164235100000002,0.05357142857142857,8.553468960000004,14.281259733333323,0.16071428571428573,0.558191255622287,0.5525330186902404,1.4803742777777826,0.10714285714285714,0.7833899227860587,0.03302379193477998,0.02508006051881937,0.0281507995081212,0.00957111891555587,0.8337951605574873,0.0045219434025165995,0.005578123765742056,0.0055266120193704004,47.2,92.41
17,9.992703524678571,0.26343106175459663,10.62188245,0.026362341392798427,16,5.339482445,4.9721949615,0.7418787179999997,-0.7730901639944516,2.183791761,-0.37686180616275605,-8.707418680792789e-05,14,0.892249654,1.2260222522598489e-29,10,171.1991382,12,0.1660857602945182,0.28268540999999914,0.004486209985218546,0.5117811724889747,0.9296272899984487,178.1484437,4.3683480999999915,0.21940739020155758,0.005156906295025117,43.46287878,3.7505314,0.004076402025810848,0.08133705126863335,2.6343106175459665,7.860471560000004,0.05357142857142857,8.047925459999998,14.132758799999994,0.07142857142857142,0.4488804332284275,0.5164596055546937,1.3982176666666628,0.05357142857142857,0.8136525837290571,0.026315632521645402,0.016834586421080745,0.026362341392798427,0.011635765763445076,0.8560341158832948,0.0037910927123193613,0.004486209985218546,0.005156906295025117,44.16,93.98
18,9.991181579277779,0.3171875748883557,10.71910718,0.03174675311138564,17,5.463470753,4.990346228,0.9496572820000004,0.5979489629611838,2.207027803,-0.10909841510026085,-0.0015519402282065955,16,0.896210762,3.9865878567790914e-25,12,171.6965288,9,0.1885883743632921,0.2241778624999995,0.005099114582173365,0.3378081444880102,0.9519660145350499,177.9044136,4.0422848999999985,-0.06484586384736421,0.005290152869878838,43.25128696,4.207397409999999,0.018793495603114576,-0.16791434713079798,3.1718757488835565,7.257303900000007,0.09259259259259259,9.723730580000005,14.464352533333342,0.09259259259259259,0.5096983090899786,0.5288700080750277,1.1642146666666677,0.018518518518518517,0.7640758895705138,0.03762495093226066,0.027662167399506252,0.03174675311138564,0.011544417570159069,0.8459585324557276,0.004671205599783842,0.005099114582173365,0.005290152869878838,45.03,93.27
19,9.959650693358489,0.28714173712543367,10.51546049,0.028830502792323007,14,5.379410669,4.985896261,0.7327331270000004,-0.6708989969284795,2.19249558,0.1262362448508087,-0.0005773432704402529,15,0.890691382,1.016503588910874e-24,10,171.1877284,8,0.17793627925732022,0.235832809999998,0.004807903288173108,0.130894893559548,0.8107089116000636,177.6019652,4.823797799999994,0.13752948685516547,0.004502829999741989,42.75826039,4.716824520000003,0.0029475842187378924,0.16741696786261337,2.871417371254337,6.075108940000007,0.07547169811320754,7.588213380000005,14.125152266666666,0.09433962264150944,0.48090886285762224,0.4503938397778132,1.347646111111105,0.03773584905660377,0.788840974444423,0.03321273395511161,0.021108457794291244,0.028830502792323007,0.010860757569844039,0.8509980508742632,0.004304087976776411,0.004807903288173108,0.004502829999741989,44.47,94.14
20,9.915874644367346,0.2664270934985899,10.524185,0.026868743611027014,15,5.401701147,5.034147422,0.8706956009999995,-0.2899092638443701,2.213805521,-0.20867207023355747,-7.569258499999885e-05,15,0.878595846,5.052287174458857e-23,10,170.5302237,11,0.19697619964294705,0.21516866999999706,0.005326824342743181,0.901623247610451,1.0441846131389543,177.7106449,4.1876557999999875,-0.0016059383778724006,0.005803975223103555,43.79411526,2.714900120000003,0.037014331078050425,0.05517912644897033,2.664270934985899,6.332042540000008,0.10204081632653061,9.379889079999995,14.286729200000007,0.12244897959183673,0.5323681071431001,0.5801025628549746,1.2718639444444413,0.02040816326530612,0.7996313872760706,0.02950237086694919,0.026098738486673143,0.026868743611027014,0.0105461990973279,0.8387907605255119,0.005241275948276234,0.005326824342743181,0.005803975223103555,46.02,92.51
21,10.041586341634614,0.2671065622141644,10.64637447,0.02660003640128872,19,5.288329237,5.0011960545,0.6339607010000003,-0.5051535296111926,2.162946185,0.018815745047387696,0.00027788099568855183,12,0.896138956,9.885528143788297e-28,9,170.9048402,11,0.2037567557135568,0.2862678174999971,0.005504266253748764,0.3250824928915358,1.114076011193394,177.5537418,4.96867229999998,-0.09826159100698918,0.006190557767501598,42.68583602,4.229446749999994,1.365805855016926e-05,-0.00793036071180429,2.6710656221416444,6.463744699999996,0.057692307692307696,6.912629280000004,13.93656013333333,0.07692307692307693,0.5506939343609644,0.6189311173296633,1.4013411666666622,0.07692307692307693,0.7886157935943677,0.0365767214408278,0.02084969161581354,0.02660003640128872,0.01251065740988763,0.83720465096114,0.004678364251876709,0.005504266253748764,0.006190557767501598,45.78,93.24
22,9.959057344607842,0.2812429449931538,10.55930468,0.028239916215105222,16,5.317516183,4.927942898,0.7542421630000007,-0.5793350275166178,2.163664372,0.24132837257221496,0.0001027399951131242,13,0.885256865,2.418931946842799e-27,8,170.4049559,8,0.1644808899272295,0.21332684500000454,0.004445885856231283,0.7572015748480141,0.9078809331206188,178.5128222,3.8555713000000083,0.46173712914836224,0.0050409566542698415,43.21263342,4.374564819999996,0.001100561380340351,0.09235051106514809,2.8124294499315377,6.216808010000001,0.0784313725490196,8.734519600000006,13.685255666666668,0.09803921568627451,0.44454294574926895,0.5043782961781216,1.3157741666666647,0.0392156862745098,0.7837792491765488,0.036703582275498234,0.02275796241474094,0.028239916215105222,0.015316842910047581,0.8642237977451642,0.003320594243858038,0.004445885856231283,0.0050409566542698415,44.5,97.07
23,9.987055214458332,0.2818968195601704,10.73551379,0.028226220192721706,13,5.429506627,4.9770320115,0.7670583670000006,0.8308068230131345,2.22051873,0.19264567901760993,-0.0005536160845636127,13,0.931881998,5.275091352400052e-22,9,170.8251542,9,0.19593402287504624,0.27211049499999973,0.005296864230095569,0.27353230482682334,1.0271815721833915,177.9684542,4.157987600000013,-0.09561036143626957,0.0057077335449545515,43.52432125,3.8307468799999995,0.043915410405096965,-0.2004860244370531,2.8189681956017036,7.355137900000005,0.08333333333333333,8.590132540000006,13.883436133333324,0.0625,0.5295514131758006,0.570656428990773,1.1813565555555607,0.041666666666666664,0.788608374392278,0.03421838977608185,0.029551952962146643,0.028226220192721706,0.013065167862454413,0.8369501930109756,0.004209768371967385,0.005296864230095569,0.0057077335449545515,45.01,95.35
24,10.117010640456522,0.28137069352583355,10.77649879,0.027811643530419074,15,5.39427013,5.0399491655,0.821254508,-0.5580895807854831,2.166658934,0.1174673352712903,-0.0014696781126734516,12,0.912663532,8.766289172248907e-24,7,171.6529328,11,0.17819233591187436,0.28397254749999945,0.004818233232259063,0.2109199452477918,1.0400298947346125,178.2367491,3.5724111000000107,-0.1589167547902595,0.005775272255449438,42.75607649,4.143108830000003,0.012230269000150569,-0.25800959299423526,2.8137069352583355,7.764987899999998,0.10869565217391304,8.539687560000004,14.435288533333335,0.043478260869565216,0.4816009078699308,0.5777943859636736,1.0050890000000046,0.0,0.7856947758438632,0.0353513156699657,0.02404732761106967,0.027811643530419074,0.012781653841259108,0.8528097607899747,0.004458549110001269,0.004818233232259063,0.005775272255449438,45.36,95.0
25,9.981374131458333,0.22826476570536605,10.52368238,0.022869072203790374,12,5.393047745,4.9731445455,0.8124305809999992,-0.12229749412494861,2.144544012,-0.3908387078713095,-0.001289414710269214,15,0.904336274,9.91840434121073e-20,7,170.4861436,9,0.15868096498476586,0.19263137000000086,0.004284996415482451,0.9105417423652545,0.8266066580449344,178.1356751,3.1638109000000156,0.09603347420830012,0.0045984943083031225,42.84043332,4.181522829999999,0.01630768831823709,-0.18341196664094572,2.2826476570536607,6.095470669999994,0.041666666666666664,8.387656719999992,13.862940666666665,0.08333333333333333,0.42886747293179966,0.45922592113607463,1.0357360555555633,0.0,0.8287028691853624,0.02280420383812696,0.020409902993427778,0.022869072203790374,0.01075531413500525,0.8725635883673222,0.0035035815328627092,0.004284996415482451,0.0045984943083031225,43.32,92.27
