Batch_ID,Flour_kg_skewness,Flour_kg_num_peaks,Sugar_kg_kurtosis,Yeast_kg_mean,Yeast_kg_std,Yeast_kg_max,Yeast_kg_q75,Yeast_kg_cv,Yeast_kg_num_peaks,Salt_kg_std,Salt_kg_range,Salt_kg_q75,Salt_kg_kurtosis,Salt_kg_cv,Salt_kg_trend_pvalue,Salt_kg_num_valleys,Water_Temp_C_std,Water_Temp_C_q25,Water_Temp_C_iqr,Water_Temp_C_kurtosis,Water_Temp_C_cv,Mixer_Speed_RPM_min,Mixing_Temp_C_q25,Fermentation_Temp_C_trend_r2,Fermentation_Temp_C_trend_pvalue,Oven_Temp_C_trend_r2,Oven_Temp_C_trend_pvalue,Oven_Humidity_pct_max,Oven_Humidity_pct_iqr,Oven_Humidity_pct_kurtosis,Water_Temp_C_Mixing_Temp_C_correlation,Water_Temp_C_Fermentation_Temp_C_diff_std,Water_Temp_C_Oven_Temp_C_diff_std,Yeast_kg_mean_deviation,Yeast_kg_deviation_std,Yeast_kg_out_of_tolerance_ratio,Yeast_kg_max_consecutive_oot,Salt_kg_deviation_std,Salt_kg_max_deviation,Water_Temp_C_deviation_std,Oven_Humidity_pct_max_consecutive_oot,Yeast_kg_stability,Yeast_kg_mean_change_rate,Yeast_kg_change_rate_std,Yeast_kg_volatility,Salt_kg_stability,Salt_kg_mean_change_rate,Salt_kg_volatility,Water_Temp_C_volatility,Oven_Humidity_pct_mean_change_rate,Final_Weight,Quality_Score
11,0.3061914420437523,13,-0.759334614585534,2.030013470509434,0.1138279287532835,2.257691975,2.105257964,0.05607249922569148,17,0.0482060237745945,0.19591683299999996,1.034972505,-0.46644389551998344,0.048099337132436436,0.850619040477465,18,0.9145745544899974,25.62468498,1.5875465299999973,-1.1108941190886041,0.03462261388298982,129.119715,36.17168561,0.0028301915077184213,0.7051844162992134,0.03077386140186272,0.2089606258079397,47.20967997,1.518021520000005,-0.8545303271053615,0.9090491747381076,0.9167484058488784,1.3989785867340256,1.5006735254716976,5.691396437664175,0.20754716981132076,3,4.8206023774594495,10.63842829999999,3.451224733924518,1,0.9010938400678762,0.07131370965015887,0.053433572758378525,0.05607249922569148,0.9542857281039473,0.06296478904774568,0.048099337132436436,0.03462261388298982,0.02977522946026343,46.63,91.07
12,0.21521750155147112,14,-0.7858782050174966,2.0342968865999995,0.11178421538660968,2.232256588,2.1242622349999998,0.054949804093462014,15,0.04491304697162144,0.18534708300000002,1.031854196,-0.800782177577275,0.04505130633779518,0.8296200893433759,17,0.8985960897847094,25.713166395000002,1.5299828149999968,-0.9768985849237355,0.03396402689464808,129.0440651,36.4726472,2.928609599104152e-08,0.9990106266872825,0.02690006509411531,0.23148853005856387,46.1972281,1.3520491099999958,-0.7344760278393827,0.9210979967912183,0.9113970550813477,1.105798346964474,1.7148443300000002,5.589210769330484,0.2727272727272727,3,4.4913046971621435,11.300594100000005,3.3909286406970174,0,0.9034116188387543,0.062314222477449936,0.0426066713374262,0.054949804093462014,0.9563470716629879,0.060007730356061835,0.04505130633779518,0.03396402689464808,0.019270090791286585,45.83,92.48
13,0.1105260517682731,14,0.22280728509475756,2.0007818402075475,0.09593596922866693,2.264570159,2.061942457,0.04794924029234251,12,0.046390156856781925,0.19490160600000006,1.032840291,-0.7454175738511086,0.04659006843474052,0.8767058906028216,15,0.8260756328507428,25.73788827,1.3477897200000015,-1.0462774590571715,0.0313163612726199,129.9263494,36.21567491,0.005227247490708336,0.606921337921094,0.11701936805462099,0.01217105213238367,47.70086647,1.5598849399999963,-0.3881986340817565,0.8989987286252257,0.8195723223222533,1.4575275172064062,0.0390920103773584,4.7967984614333465,0.11320754716981132,1,4.639015685678192,10.251860599999995,3.1172665390594068,1,0.9214643677622251,0.0523554177627518,0.0404270487184163,0.04794924029234251,0.9575422287763161,0.05505286715679826,0.04659006843474052,0.0313163612726199,0.02564421337414253,44.67,92.63
14,0.4064197077758341,14,0.10229056491776412,2.0320554245438593,0.07679427066976661,2.201090304,2.082491898,0.03779142524471488,12,0.04373136473220767,0.22351023199999998,1.030616244,0.4885187575624874,0.043665717904110696,0.7944861427195906,17,0.9140995080358352,25.72038894,1.4507125500000022,-1.0814948332989867,0.03451166216265934,129.4946853,36.57553006,0.013610369408571282,0.3874599626019405,0.02798637026730323,0.21356321133423095,47.38209188,1.355083459999996,-0.003080586616066139,0.8971457540453416,0.9092326403859832,1.3653704172288497,1.6027712271929826,3.83971353348833,0.07017543859649122,1,4.373136473220766,13.275410099999995,3.449432105795604,1,0.9368888829189648,0.0353346182477648,0.026870427971359086,0.03779142524471488,0.962148852030966,0.04469815939766971,0.043665717904110696,0.03451166216265934,0.02691868320920578,44.37,91.31
15,-0.07290776377173525,17,-0.2511861076045001,2.001098698517857,0.0885942529904785,2.182534147,2.05908411525,0.04427280526247762,12,0.04336399639600656,0.23078920399999991,1.02076753425,-0.06721412718908226,0.04396759412831595,0.3150226691101573,18,0.8249822938427486,25.9121628675,1.3364049624999979,-0.8572038508662319,0.031164393403310155,129.2292818,36.24712402,0.03670503486682548,0.15721506301271232,0.00010013320850079341,0.9416502863188561,47.12981349,1.54924501,-0.550105965200395,0.9047172376652529,0.8068412293231851,1.1954131413307945,0.05493492589285687,4.429712649523926,0.07142857142857142,1,4.336399639600657,12.8987062,3.1131407314820705,1,0.9307022268763095,0.042574366835252196,0.030429346008985916,0.04427280526247762,0.9622065575071153,0.05021246668027668,0.04396759412831595,0.031164393403310155,0.02749279469157268,43.92,92.5
16,0.10830775758198434,15,-0.3498717313394981,1.9957377691071427,0.10128110594798416,2.188811088,2.077134884,0.050748704321658206,13,0.04922947514390717,0.22187315400000007,1.0312195532500001,-0.35394191209868753,0.04925235164048946,0.541117284213869,16,0.8869576397373092,25.7260335225,1.4828542999999996,-0.9405733120353901,0.033510097278162614,129.278113,36.488478445,0.0018259370751065802,0.7545085392088677,0.08855233566071465,0.02592290617315838,46.7578269,1.3735245924999973,-0.3691030927045307,0.9132341957419992,0.8897837943943966,1.5087148463191271,-0.21311154464285703,5.064055297399208,0.14285714285714285,2,4.922947514390716,11.6493497,3.3470099612728648,1,0.9128631350978,0.056082163574107516,0.04100410294327762,0.050748704321658206,0.9578899470893227,0.052826731255554614,0.04925235164048946,0.033510097278162614,0.027202365971924145,44.63,93.28
17,-0.36676305908391127,15,-0.7730901639944516,2.0001606712857143,0.0880014468610274,2.183791761,2.052670895,0.04399718888806047,14,0.045094464684173746,0.22365545899999995,1.01588588375,0.2807267932984714,0.045476752667467396,0.5759302004796871,13,0.9193205883302518,25.6161079575,1.4869237350000013,-1.0152690718143045,0.034767344873817545,128.8284672,36.594150635000005,0.008012625478272415,0.5117811724889747,0.0023003016005251563,0.7255749920183706,47.21341018,1.1839448749999946,-0.44706444277477786,0.8981674539111729,0.9341176618414805,1.2692869371312008,0.00803356428571446,4.40007234305137,0.10714285714285714,1,4.509446468417375,11.590511299999996,3.4691342955858553,1,0.9233241842562387,0.04892032124577038,0.037545532618479295,0.04399718888806047,0.9606482853530638,0.045434021231382474,0.045476752667467396,0.034767344873817545,0.021910769708185465,43.3,95.49
18,-0.07498169955155998,17,0.5979489629611838,1.9985256928703703,0.09394570168292442,2.207027803,2.0594708455,0.04700750258956915,16,0.04464680443540211,0.22152480799999996,1.023642799,0.07733264640909931,0.04519894529534326,0.20090767345312147,12,0.8439181831366173,25.78322919,1.3142418549999988,-1.086164010156581,0.031858312230331975,128.9604177,36.650008757500004,0.017680195507381667,0.3378081444880102,0.004330731941103656,0.6363645379737148,47.45868437,1.1154016699999971,-0.11511118466547465,0.8758362926299682,0.8396279249106706,1.253836335890178,-0.07371535648148048,4.697285084146221,0.09259259259259259,2,4.46468044354021,11.773557,3.1845969174966697,1,0.9167407600706093,0.056124360988376185,0.045839791135402805,0.04700750258956915,0.9622992567057223,0.0438443571506866,0.04519894529534326,0.031858312230331975,0.020955726665409027,44.3,97.37
19,0.042104519611898324,14,-0.6708989969284795,2.0113393588490567,0.0728320011841427,2.19249558,2.059277155,0.03621069754525122,15,0.04428298193714329,0.22396890600000008,1.030664051,0.11067242467755767,0.04432551184257306,0.059397875023223544,14,0.8372349614294191,25.7232763,1.5400326200000016,-1.0564720577562927,0.03161758112361672,129.3229252,36.44934682,0.044175948587662696,0.130894893559548,0.0006424305863065632,0.8570331648391663,47.47508491,1.655253529999996,-0.6568919840762248,0.9288888594733048,0.8780337378677933,1.1802151698322956,0.5669679424528293,3.641600059207135,0.05660377358490566,1,4.42829819371433,11.466028800000005,3.159377212941204,1,0.9341673142103624,0.044360261099264976,0.03358767475471617,0.03621069754525122,0.9615821378027511,0.0467221344751569,0.04432551184257306,0.03161758112361672,0.032671430958532754,43.78,95.67
20,0.23772909389382996,14,-0.2899092638443701,2.005017630102041,0.08608323432081359,2.213805521,2.068439352,0.04293390393601306,15,0.04535275100759095,0.20900937600000014,1.025117511,-0.08249514169708494,0.045495627941771054,0.5240154663287337,15,0.832017249738845,25.8746871,1.1711625800000007,-0.8140440056702278,0.031413685220954495,128.5699062,36.8235674,0.00032852242665397103,0.901623247610451,0.07512055378576016,0.056687649787599256,46.50901538,1.2812493899999993,-1.097444601329851,0.8812224214640119,0.8416774767782166,1.1339766619457594,0.2508815051020402,4.30416171604068,0.08163265306122448,1,4.535275100759096,12.140415400000004,3.1396877348635663,0,0.9313676321086566,0.045749443747459394,0.0431861177234628,0.04293390393601306,0.9607350728179644,0.05045344490833631,0.045495627941771054,0.031413685220954495,0.020875491135442136,45.02,93.16
21,0.050293968275694434,20,-0.5051535296111926,1.9834676704423078,0.0988104371355246,2.162946185,2.0576305982500003,0.0498170142160624,12,0.046695526151325925,0.20555569000000007,1.0465683095,-0.297347222719643,0.046294479872119494,0.9787764453114357,15,0.9193612927878946,25.89602778,1.408716482500001,-0.7603350666091897,0.034605486071171955,129.6521637,36.6180279875,0.019371981799410288,0.3250824928915358,0.004658399415457165,0.6306781699680074,46.91528277,1.5859477449999986,-0.7925451932018244,0.9133284255691879,0.9602890030273752,1.3838840291372962,-0.826616477884615,4.940521856776231,0.09615384615384616,2,4.669552615132592,10.386104399999995,3.4692878973128094,1,0.9251045505283879,0.04711433184881004,0.03857953465500717,0.0498170142160624,0.9568254647020169,0.051889359092140465,0.046294479872119494,0.034605486071171955,0.02726559706629843,44.49,93.92
22,0.07366534750673884,16,-0.5793350275166178,2.0027018096274514,0.08223360470135146,2.163664372,2.058401999,0.041061332399079824,13,0.04345541281400663,0.2252095529999999,1.034187529,0.21151536978220387,0.04338192304273823,0.9482620743369824,16,0.8719695122248968,25.76159229,1.4630059300000013,-0.9829683183980205,0.03298542144490774,129.4721165,36.712556504999995,0.001968641935788046,0.7572015748480141,0.0047702030939249076,0.6301025714064643,47.58719824,1.012592335000008,-0.14380808518518462,0.9105187350077562,0.8785722733009798,1.1982230309159758,0.13509048137254917,4.111680235067573,0.09803921568627451,2,4.3455412814006635,11.4743135,3.2904509895279124,1,0.9293416881943385,0.04726807370237895,0.033059890877026536,0.041061332399079824,0.9608692945178432,0.05179011234470301,0.04338192304273823,0.03298542144490774,0.023838315146080872,44.29,95.74
23,-0.12065128166035304,13,0.8308068230131345,1.98510733175,0.08373233799178394,2.22051873,2.0443797742500003,0.0421802572851154,13,0.03794279786502353,0.15879119499999994,1.0271435805000002,-0.6645647383269893,0.03791960121731182,0.5272924234082743,13,0.7969232308617602,26.045821822500002,1.0823274824999984,-0.6865317639510904,0.02995581071507815,129.8940181,36.604615270000004,0.02600416393056473,0.27353230482682334,0.01261475194458496,0.4472295031396476,47.35506813,1.4066435900000016,-0.5332034717294794,0.8209710902020719,0.8501860748138755,1.1979452390842924,-0.7446334125000003,4.186616899589197,0.0625,1,3.794279786502353,9.067319299999998,3.0072574749500385,1,0.930282019580576,0.04577303889943684,0.04546001215191937,0.0421802572851154,0.9645025311170996,0.04093254437849343,0.03791960121731182,0.02995581071507815,0.02491244360619166,43.92,92.13
24,0.08882851485022704,12,-0.5580895807854831,1.9990486261521745,0.08204582490979398,2.166658934,2.04236247125,0.041042435804934926,12,0.03978263171074141,0.17062042200000005,1.022346025,-0.2644755137358099,0.03974275188524094,0.6465854513604159,12,0.8175091690639819,25.870185012500002,1.3706196224999978,-1.1597308220674818,0.03071474164551345,128.7151126,36.88553861,0.03533627552295295,0.2109199452477918,0.012316619719508788,0.46278862741974647,46.89918532,1.609517959999991,-0.6683439969668084,0.9017775222812713,0.7910682450838258,1.378225671855259,-0.047568692391304596,4.102291245489699,0.06521739130434782,1,3.9782631710741416,8.733646799999995,3.0849402606187994,1,0.9262631070502788,0.04659209021379049,0.033391744970743015,0.041042435804934926,0.9643105309798498,0.04039368662737264,0.03974275188524094,0.03071474164551345,0.02553948550605085,44.79,96.07
25,0.054619542754540146,13,-0.12229749412494861,1.9884371298749999,0.08689260400525883,2.144544012,2.05423728225,0.04369894461321048,15,0.04134227794419387,0.21899312599999998,1.023438635,0.9306606939959767,0.04120051999827775,0.40413765657983247,13,0.7826761763202111,26.0857326875,1.041557025000003,-0.3734637549511901,0.029442360519493196,129.205589,36.766945235,0.00027738866818453217,0.9105417423652545,0.00913910078214831,0.5180520627285,47.02195615,0.9375655999999992,0.7345274199246421,0.8934590279817116,0.7702129662355887,1.1978618610534624,-0.5781435062500009,4.344630200262942,0.0625,1,4.134227794419386,12.332940000000004,2.953495004981929,1,0.9220248749102944,0.05036429169417108,0.04061899715696561,0.04369894461321048,0.9624794706403641,0.04609097351570746,0.04120051999827775,0.029442360519493196,0.02160048523513201,43.81,91.39
