Batch_ID,Flour_kg_mean,Flour_kg_q75,Flour_kg_kurtosis,Sugar_kg_min,Yeast_kg_trend_slope,Yeast_kg_num_peaks,Yeast_kg_num_valleys,Salt_kg_mean,Salt_kg_min,Salt_kg_max,Salt_kg_skewness,Salt_kg_trend_r2,Mixer_Speed_RPM_min,Mixing_Temp_C_num_valleys,Fermentation_Temp_C_mean,Fermentation_Temp_C_min,Fermentation_Temp_C_max,Fermentation_Temp_C_median,Fermentation_Temp_C_q25,Oven_Temp_C_std,Oven_Temp_C_min,Oven_Temp_C_range,Oven_Temp_C_skewness,Oven_Temp_C_cv,Oven_Temp_C_num_peaks,Oven_Temp_C_num_valleys,Oven_Humidity_pct_range,Oven_Humidity_pct_q75,Oven_Humidity_pct_trend_r2,Oven_Humidity_pct_trend_pvalue,batch_duration,Water_Temp_C_Oven_Temp_C_correlation,Fermentation_Temp_C_Oven_Temp_C_correlation,Flour_kg_mean_deviation,Yeast_kg_max_deviation,Salt_kg_mean_deviation,Water_Temp_C_max_consecutive_oot,Mixer_Speed_RPM_critical_deviation_ratio,Fermentation_Temp_C_mean_deviation,Oven_Temp_C_deviation_std,Oven_Temp_C_max_deviation,Oven_Temp_C_out_of_tolerance_ratio,Oven_Temp_C_max_consecutive_oot,Oven_Humidity_pct_max_deviation,Oven_Humidity_pct_max_consecutive_oot,Flour_kg_mean_change_rate,Yeast_kg_mean_change_rate,Mixer_Speed_RPM_change_rate_std,Oven_Temp_C_change_rate_std,Oven_Temp_C_volatility,Final_Weight,Quality_Score
11,9.97860111554717,10.15873119,0.03954710232285841,4.640952485,-0.00018897603862280159,17,17,1.0022180480754717,0.91046745,1.106384283,0.2983722323070635,0.0007020488098804553,129.119715,9,37.019515993396226,36.61802097,37.41728434,36.99509578,36.89623396,0.9979478618994835,178.0968568,4.2144310999999846,0.3582334867516279,0.00554545091291216,17,16,4.228142400000003,45.60959246,0.0037257858008822413,0.6641568081222615,57,-0.08898447983188415,0.11577850049419759,-0.21398884452830255,12.88459875000001,0.22180480754717088,2,0.09433962264150944,0.05274592809790928,0.5544154788330463,1.2840488333333313,0.05660377358490566,1,4.910399933333341,1,0.03081856832691057,0.07131370965015887,0.00798264008723632,0.00443993770545232,0.00554545091291216,46.62,89.43
12,9.95018679530909,10.198638615,-0.8193658280757847,4.650004493,-0.0009152567637806653,15,16,0.9969310686545454,0.886994059,1.072341142,-0.16910256090686,0.0008815941410426126,129.0440651,9,37.02929172545454,36.62926175,37.42642929,37.03629558,36.903019295,0.8171498027425501,177.8588643,4.051010600000012,0.22430827672338016,0.004543785850207456,14,14,3.0614979399999953,45.75163857,0.007768489352081214,0.5222441143303469,58,0.15646082277797482,-0.0036646822744009814,-0.4981320469090908,11.612829399999992,-0.30689313454545447,3,0.05454545454545454,0.07916682555282571,0.45397211263475007,1.189519833333337,0.01818181818181818,1,4.142821866666663,0,0.03222371268899547,0.062314222477449936,0.008214573395517441,0.0038316678703751283,0.004543785850207456,44.85,92.99
13,10.090158767603773,10.32678347,-0.5422807974604815,4.615281429,-0.0005794030719238833,12,15,0.995709137490566,0.897481394,1.092383,-0.17743187053443088,0.0004765046811555821,129.9263494,9,37.01575440773585,36.5394136,37.39843505,37.01835167,36.88982399,1.009532715443121,178.0846321,4.613408399999997,0.28654812639070215,0.005604809148914215,14,14,4.905039860000002,45.76012081,0.01465424496845809,0.38788532419554755,59,-0.2780038281726298,0.11226881189318133,0.9015876760377364,13.22850794999999,-0.4290862509433974,1,0.1509433962264151,0.04257948036716007,0.5608515085795116,1.4989113888888836,0.03773584905660377,1,6.001925488888891,1,0.030010085588597784,0.0523554177627518,0.007473080459532192,0.004644524053111278,0.005604809148914215,43.6,92.97
14,10.030754594526316,10.19650094,-0.10224820897676556,4.528783524,-0.00021979657207674326,12,17,1.001503395140351,0.867245899,1.090756131,-0.14813341976651478,0.0012442144599606243,129.4946853,12,36.988864425614025,36.60171146,37.45617883,36.96763535,36.84481036,0.9254698602517983,177.7826911,4.852186700000004,0.2349352561577807,0.005139177615360556,16,16,4.995360419999997,45.69285787,0.0335697385756873,0.172498885844407,58,-0.12143076216643059,0.18291171470556675,0.30754594526315815,10.054515200000003,0.15033951403508666,1,0.10526315789473684,-0.030096146989094474,0.5141499223621101,1.463820999999999,0.05263157894736842,1,5.807263422222222,1,0.033595746697068066,0.0353346182477648,0.008516065463147638,0.004892415882624547,0.005139177615360556,43.73,94.62
15,9.977746612571428,10.148407679999998,0.4200871865371507,4.644243654,-0.00043034653434723173,12,15,0.9862717589107143,0.871012938,1.101802142,0.022510297066392845,0.018691169067851156,129.2292818,11,37.045907261785715,36.66325446,37.48521712,37.042184385,36.904132735000005,0.8131381324027034,178.0745337,3.476844,-0.19697166486551557,0.004516156681513469,16,17,4.249935689999994,45.8617403725,0.01138003306089433,0.4339025864526703,58,-0.08437766317213388,-0.054542548829946455,-0.22253387428571397,9.126707350000007,-1.3728241089285704,1,0.07142857142857142,0.12407368050193097,0.4517434068903907,1.069703500000006,0.0,0,4.732918866666659,1,0.034287280088700516,0.042574366835252196,0.007688802422819264,0.003902641421157489,0.004516156681513469,45.78,97.28
16,10.024514238142858,10.210178492499999,-0.24720564526960542,4.699847703,-0.00027920200533151023,13,17,0.9995355247857144,0.883506503,1.105379657,0.007585631023324853,0.006956152833784737,129.278113,12,37.025131254464284,36.52272417,37.40637628,37.03261201,36.892311925,0.9945594336424328,177.4397832,5.224890500000015,0.015006193107931883,0.0055266120193704004,13,16,4.30521924,45.4626782325,0.0011678101069300746,0.8025608456356204,58,-0.30707645730193434,0.3751965635730437,0.24514238142857106,9.916327950000003,-0.0464475214285701,1,0.16071428571428573,0.06792230936293403,0.5525330186902404,1.4803742777777826,0.10714285714285714,1,5.660871866666671,1,0.03302379193477998,0.056082163574107516,0.009295423030268597,0.004352402619466116,0.0055266120193704004,44.09,92.41
17,9.992703524678571,10.182417967500001,0.36703206689077783,4.597603727,-8.707418680792789e-05,14,14,0.9915937713035714,0.892249654,1.115905113,0.036922379700743656,0.005830512516849222,128.8284672,12,37.02139686767857,36.67648909,37.36163674,37.0278354,36.875737525000005,0.9296272899984487,178.1484437,4.3683480999999915,0.21940739020155758,0.005156906295025117,14,16,3.7505314,45.59043763,0.004076402025810848,0.6401519743084059,58,0.04035415502861938,0.08133705126863335,-0.07296475321428599,11.653863900000005,-0.8406228696428568,2,0.07142857142857142,0.05782937210424791,0.5164596055546937,1.3982176666666628,0.05357142857142857,2,4.918689288888882,1,0.026315632521645402,0.04892032124577038,0.007324717351338492,0.004382296388289453,0.005156906295025117,44.22,95.24
18,9.991181579277779,10.19211538,-0.40872393412023555,4.513813471,-0.0015519402282065955,16,15,0.9877842092037037,0.896210762,1.11773557,0.5559399267370307,0.031261038437128484,128.9604177,9,36.984533554629635,36.66038161,37.43241864,36.947948569999994,36.863420935,0.9519660145350499,177.9044136,4.0422848999999985,-0.06484586384736421,0.005290152869878838,15,17,4.207397409999999,45.6182442075,0.018793495603114576,0.3229068017265777,56,0.010374440985442962,-0.16791434713079798,-0.08818420722222263,11.138997799999995,-1.2215790796296284,1,0.09259259259259259,-0.04180120370370331,0.5288700080750277,1.1642146666666677,0.018518518518518517,1,5.4637430444444455,1,0.03762495093226066,0.056124360988376185,0.006864285089394092,0.004026270714828827,0.005290152869878838,44.89,93.17
19,9.959650693358489,10.18920396,-0.8602945296859521,4.646677542,-0.0005773432704402529,15,16,0.9990405095471697,0.890691382,1.114660288,0.03371187982955959,0.06795206825894502,129.3229252,8,37.009121979433964,36.53719978,37.39413568,37.02384253,36.88606775,0.8107089116000636,177.6019652,4.823797799999994,0.13752948685516547,0.004502829999741989,17,19,4.716824520000003,45.91250796,0.0029475842187378924,0.6994156360915028,56,-0.04529124733169996,0.16741696786261337,-0.4034930664150942,9.624779000000006,-0.09594904528301958,1,0.09433962264150944,0.024653998470169483,0.4503938397778132,1.347646111111105,0.03773584905660377,1,5.500188688888888,1,0.03321273395511161,0.044360261099264976,0.007283181330231682,0.0040403514771210555,0.004502829999741989,45.41,96.96
20,9.915874644367346,10.03958967,0.0034478136811531,4.531005546,-7.569258499999885e-05,15,13,0.9968595458367348,0.878595846,1.087605222,-0.1078687649054383,0.008692245747309028,128.5699062,11,36.97816690938775,36.51846903,37.41425109,36.97862717,36.84613377,1.0441846131389543,177.7106449,4.1876557999999875,-0.0016059383778724006,0.005803975223103555,15,16,2.714900120000003,45.69390177,0.037014331078050425,0.18537598814034778,55,0.270426174613885,0.05517912644897033,-0.8412535563265321,10.69027604999999,-0.3140454163265311,1,0.12244897959183673,-0.05900835300606759,0.5801025628549746,1.2718639444444413,0.02040816326530612,1,3.3533675111111134,0,0.02950237086694919,0.045749443747459394,0.010692326141454532,0.004398527074184207,0.005803975223103555,44.9,93.88
21,10.041586341634614,10.2026906375,-0.36498305659846064,4.654368536,0.00027788099568855183,12,11,1.008662939519231,0.896138956,1.101694646,-0.4060499687215167,1.429644689346934e-05,129.6521637,11,37.017968666538465,36.64800961,37.49140089,36.999282455,36.847935435000004,1.114076011193394,177.5537418,4.96867229999998,-0.09826159100698918,0.006190557767501598,15,15,4.229446749999994,45.8349598725,1.365805855016926e-05,0.9792556051638804,59,0.06526990077568072,-0.00793036071180429,0.41586341634615387,11.183225750000004,0.8662939519230785,4,0.07692307692307693,0.04856396361746505,0.6189311173296633,1.4013411666666622,0.07692307692307693,1,5.142586622222215,1,0.0365767214408278,0.04711433184881004,0.008475049517579802,0.004827252712319826,0.006190557767501598,44.55,92.76
22,9.959057344607842,10.09758973,-0.3845580317573738,4.56327402,0.0001027399951131242,13,15,1.0016940182941176,0.885256865,1.110466418,-0.2802975249057936,8.680876702683098e-05,129.4721165,8,36.99620171235294,36.57251951,37.30924061,37.02006459,36.900952325,0.9078809331206188,178.5128222,3.8555713000000083,0.46173712914836224,0.0050409566542698415,16,14,4.374564819999996,45.576468070000004,0.001100561380340351,0.8172332512517576,57,0.07587081029924846,0.09235051106514809,-0.4094265539215689,8.216013850000003,0.16940182941176318,2,0.09803921568627451,-0.010265642289349496,0.5043782961781216,1.3157741666666647,0.0392156862745098,1,5.74932942222222,1,0.036703582275498234,0.04726807370237895,0.008394284578458743,0.004372795631551285,0.0050409566542698415,44.18,90.79
23,9.987055214458332,10.1514261625,0.0863064385652903,4.66244826,-0.0005536160845636127,13,13,1.000611732375,0.931881998,1.090673193,0.14118183264519424,0.008743516145841795,129.8940181,9,36.99056920541667,36.59174108,37.44239964,36.984474614999996,36.869667495,1.0271815721833915,177.9684542,4.157987600000013,-0.09561036143626957,0.0057077335449545515,12,13,3.8307468799999995,45.535839625,0.043915410405096965,0.1528513870985628,57,0.1371772007279808,-0.2004860244370531,-0.12944785541666748,11.025936500000011,0.06117323750000022,2,0.0625,-0.025488634009009192,0.570656428990773,1.1813565555555607,0.041666666666666664,1,5.233484733333332,1,0.03421838977608185,0.04577303889943684,0.011370539909859565,0.004528554228171507,0.0057077335449545515,44.46,94.17
24,10.117010640456522,10.280409577499999,-0.2169946266950511,4.573015622,-0.0014696781126734516,12,12,1.0010034490217392,0.912663532,1.083283954,0.016158203915428156,0.004820925005282897,128.7151126,11,36.982920361521735,36.607421,37.33049063,36.961973575,36.844655832499996,1.0400298947346125,178.2367491,3.5724111000000107,-0.1589167547902595,0.005775272255449438,15,14,4.143108830000003,45.651850839999994,0.012230269000150569,0.46437105579822224,55,-0.11275356504451832,-0.25800959299423526,1.1701064045652168,9.115270600000002,0.10034490217391312,1,0.043478260869565216,-0.046161185076381256,0.5777943859636736,1.0050890000000046,0.0,0,4.986496688888893,1,0.0353513156699657,0.04659209021379049,0.009022228898101265,0.004467450944053567,0.005775272255449438,44.86,91.97
25,9.981374131458333,10.143998629999999,0.014537283376317323,4.580617164,-0.001289414710269214,15,14,1.0034406834166667,0.904336274,1.1233294,0.2195014243932298,0.015178757746287339,129.205589,9,37.031761429583334,36.66729561,37.42572644,37.040830185,36.921418285,0.8266066580449344,178.1356751,3.1638109000000156,0.09603347420830012,0.0045984943083031225,14,14,4.181522829999999,45.6620304375,0.01630768831823709,0.3870552931169581,58,-0.13102841649135924,-0.18341196664094572,-0.18625868541666626,10.3820123,0.3440683416666661,2,0.08333333333333333,0.08584170157657563,0.45922592113607463,1.0357360555555633,0.0,0,4.799037066666661,1,0.02280420383812696,0.05036429169417108,0.008731232645829198,0.004105169189205141,0.0045984943083031225,45.7,94.1
