Batch_ID,Flour_kg_mean,Flour_kg_min,Flour_kg_median,Flour_kg_q25,Salt_kg_std,Salt_kg_q75,Salt_kg_skewness,Salt_kg_cv,Water_Temp_C_num_peaks,Mixer_Speed_RPM_std,Mixer_Speed_RPM_q25,Mixer_Speed_RPM_iqr,Mixer_Speed_RPM_trend_slope,Mixing_Temp_C_max,Mixing_Temp_C_range,Mixing_Temp_C_num_valleys,Fermentation_Temp_C_mean,Fermentation_Temp_C_std,Fermentation_Temp_C_min,Fermentation_Temp_C_q25,Fermentation_Temp_C_cv,Oven_Temp_C_std,Oven_Temp_C_median,Oven_Temp_C_range,Oven_Temp_C_cv,Oven_Temp_C_trend_r2,Oven_Temp_C_trend_pvalue,Oven_Temp_C_num_peaks,Oven_Humidity_pct_num_peaks,time_steps,avg_time_step,Water_Temp_C_Oven_Temp_C_diff_std,Mixing_Temp_C_Oven_Temp_C_diff_std,Fermentation_Temp_C_Oven_Temp_C_diff_std,rpm_per_kg_flour,Flour_kg_mean_deviation,Salt_kg_deviation_std,Water_Temp_C_max_deviation,Mixer_Speed_RPM_deviation_std,Mixing_Temp_C_max_deviation,Fermentation_Temp_C_mean_deviation,Fermentation_Temp_C_deviation_std,Oven_Temp_C_deviation_std,Yeast_kg_change_rate_std,Salt_kg_volatility,Mixer_Speed_RPM_mean_change_rate,Fermentation_Temp_C_volatility,Oven_Temp_C_mean_change_rate,Oven_Temp_C_change_rate_std,Oven_Temp_C_volatility,Final_Weight,Quality_Score
11,9.97860111554717,9.310736047,9.947453064,9.77472989,0.0482060237745945,1.034972505,0.2983722323070635,0.048099337132436436,9,15.002021095804375,134.9513562,29.962373500000012,-0.7824726501209484,40.85130508,6.296437940000004,9,37.019515993396226,0.18454698137501022,36.61802097,36.89623396,0.004985126801980093,0.9979478618994835,180.0538852,4.2144310999999846,0.00554545091291216,0.03077386140186272,0.2089606258079397,17,16,53,1.0754716981132075,1.3989785867340256,2.0800153241129515,0.9842172232328777,15.099178187124574,-0.21398884452830255,4.8206023774594495,7.06803505660378,10.001347397202917,9.06613910526316,0.05274592809790928,0.49877562533786546,0.5544154788330463,0.053433572758378525,0.048099337132436436,0.01171197809694242,0.004985126801980093,0.0067421616226390445,0.00443993770545232,0.00554545091291216,43.42,94.54
12,9.95018679530909,9.411345212,9.888080864,9.767019186999999,0.04491304697162144,1.031854196,-0.16910256090686,0.04505130633779518,9,14.427995253569888,136.00684719999998,28.431961200000018,-0.7490301445093792,41.03395796,6.553601830000005,9,37.02929172545454,0.18390049535456454,36.62926175,36.903019295,0.004966351955042887,0.8171498027425501,179.7467787,4.051010600000012,0.004543785850207456,0.02690006509411531,0.23148853005856387,14,15,55,1.0545454545454545,1.105798346964474,1.8384987987120986,0.8305895910671878,15.126788630016128,-0.4981320469090908,4.4913046971621435,6.642225358490565,9.618663502379922,9.262220710526323,0.07916682555282571,0.49702836582314747,0.45397211263475007,0.0426066713374262,0.04505130633779518,0.010864461284455021,0.004966351955042887,0.005015286493600562,0.0038316678703751283,0.004543785850207456,43.65,96.05
13,10.090158767603773,9.53542509,10.06108874,9.949910073,0.046390156856781925,1.032840291,-0.17743187053443088,0.04659006843474052,8,14.571603409724727,137.1239733,27.851328500000022,-0.7727531634333169,41.08577538,6.672766709999998,9,37.01575440773585,0.1839804915605426,36.5394136,36.88982399,0.004970329377431057,1.009532715443121,180.1041334,4.613408399999997,0.005604809148914215,0.11701936805462099,0.01217105213238367,14,14,53,1.1132075471698113,1.4575275172064062,2.273825135514132,0.9961022206450969,14.988017943564909,0.9015876760377364,4.639015685678192,5.76694573584905,9.714402273149817,9.439450868421044,0.04257948036716007,0.49724457178525033,0.5608515085795116,0.0404270487184163,0.04659006843474052,0.011170978284585251,0.004970329377431057,0.005785086350038747,0.004644524053111278,0.005604809148914215,45.34,95.02
14,10.030754594526316,9.526645328,10.00885258,9.811146403,0.04373136473220767,1.030616244,-0.14813341976651478,0.043665717904110696,13,14.501355781865662,135.6488388,27.8890873,-0.7142750319808143,41.62377608,6.863303359999996,12,36.988864425614025,0.20967890670469055,36.60171146,36.84481036,0.005668703539854882,0.9254698602517983,180.0377265,4.852186700000004,0.005139177615360556,0.02798637026730323,0.21356321133423095,16,17,57,1.0175438596491229,1.3653704172288497,2.16109218155639,0.902728637498784,14.967422186446393,0.30754594526315815,4.373136473220766,7.314995735849054,9.667570521243775,9.53625284210526,-0.030096146989094474,0.566699747850515,0.5141499223621101,0.026870427971359086,0.043665717904110696,0.010292611564924736,0.005668703539854882,0.0059451270972739004,0.004892415882624547,0.005139177615360556,46.48,92.84
15,9.977746612571428,9.275047818,10.007134615,9.789206029999999,0.04336399639600656,1.02076753425,0.022510297066392845,0.04396759412831595,10,14.506850444799786,137.29543725000002,28.665879649999965,-0.7390096848257007,41.18277673,6.6039778600000005,11,37.045907261785715,0.20398175662175816,36.66325446,36.904132735000005,0.005506188718238606,0.8131381324027034,180.0478877,3.476844,0.004516156681513469,0.00010013320850079341,0.9416502863188561,16,17,56,1.0357142857142858,1.1954131413307945,2.0668824711995244,0.8414407172853522,15.103788122014684,-0.22253387428571397,4.336399639600657,6.6676883773584965,9.671233629866524,9.003160868421052,0.12407368050193097,0.5513020449236706,0.4517434068903907,0.030429346008985916,0.04396759412831595,0.011386710937326383,0.005506188718238606,0.005679775027131029,0.003902641421157489,0.004516156681513469,44.06,95.88
16,10.024514238142858,9.463858424,10.043265545,9.83441467675,0.04922947514390717,1.0312195532500001,0.007585631023324853,0.04925235164048946,11,15.022762754143034,135.324849275,28.224935975000022,-0.7494368084654818,41.18992343,6.320578959999999,12,37.025131254464284,0.2065307645802462,36.52272417,36.892311925,0.005578123765742056,0.9945594336424328,179.94685375,5.224890500000015,0.0055266120193704004,0.08855233566071465,0.02592290617315838,13,17,56,1.0357142857142858,1.5087148463191271,2.1433381286366027,0.9284366976404262,14.91676966079987,0.24514238142857106,4.922947514390716,7.727474264150939,10.015175169428689,8.394535342105264,0.06792230936293403,0.558191255622287,0.5525330186902404,0.04100410294327762,0.04925235164048946,0.010961872365817636,0.005578123765742056,0.005573150343697529,0.004352402619466116,0.0055266120193704004,45.61,96.97
17,9.992703524678571,9.213952844,9.9998995075,9.838791834,0.045094464684173746,1.01588588375,0.036922379700743656,0.045476752667467396,10,14.628574744888681,135.27261075,29.270513024999985,-0.7300418226520847,41.35662584,6.424378439999998,12,37.02139686767857,0.1660857602945182,36.67648909,36.875737525000005,0.004486209985218546,0.9296272899984487,180.11020765,4.3683480999999915,0.005156906295025117,0.0023003016005251563,0.7255749920183706,14,15,56,1.0357142857142858,1.2692869371312008,2.007900228356004,0.9226041995451789,15.07257381199925,-0.07296475321428599,4.509446468417375,6.59021275471698,9.752383163259122,8.83322589473684,0.05782937210424791,0.4488804332284275,0.5164596055546937,0.037545532618479295,0.045476752667467396,0.010610560816893407,0.004486209985218546,0.005597280132030634,0.004382296388289453,0.005156906295025117,43.88,95.47
18,9.991181579277779,9.27426961,10.007513209999999,9.713532078,0.04464680443540211,1.023642799,0.5559399267370307,0.04519894529534326,13,15.002993531102682,134.526053725,30.41732562499999,-0.804799806239756,41.02616784,6.403604960000003,9,36.984533554629635,0.1885883743632921,36.66038161,36.863420935,0.005099114582173365,0.9519660145350499,179.85665905000002,4.0422848999999985,0.005290152869878838,0.004330731941103656,0.6363645379737148,15,12,54,1.037037037037037,1.253836335890178,1.7674737504760896,0.9917352293250684,15.069746865136748,-0.08818420722222263,4.46468044354021,5.743022679245286,10.001995687401788,8.88799242105264,-0.04180120370370331,0.5096983090899786,0.5288700080750277,0.045839791135402805,0.04519894529534326,0.012178472250466898,0.005099114582173365,0.006218133384204869,0.004026270714828827,0.005290152869878838,43.63,92.78
19,9.959650693358489,9.392489106,9.926684429,9.782344509,0.04428298193714329,1.030664051,0.03371187982955959,0.04432551184257306,11,15.059393937893853,134.0459934,31.30370160000001,-0.8053035020883728,41.18122321,6.406494209999998,8,37.009121979433964,0.17793627925732022,36.53719978,36.88606775,0.004807903288173108,0.8107089116000636,180.0385131,4.823797799999994,0.004502829999741989,0.0006424305863065632,0.8570331648391663,17,16,53,1.0566037735849056,1.1802151698322956,1.9041683551555089,0.7927937855629722,15.104984345839306,-0.4034930664150942,4.42829819371433,5.933046867924527,10.039595958595902,8.487555263157894,0.024653998470169483,0.48090886285762224,0.4503938397778132,0.03358767475471617,0.04432551184257306,0.010577539962642253,0.004807903288173108,0.0053144370875024705,0.0040403514771210555,0.004502829999741989,43.89,94.96
20,9.915874644367346,9.366795746,9.876357394,9.76923142,0.04535275100759095,1.025117511,-0.1078687649054383,0.045495627941771054,10,14.847189276749399,134.7658633,30.560279699999995,-0.8968284365510205,41.24397155,6.179665279999995,11,36.97816690938775,0.19697619964294705,36.51846903,36.84613377,0.005326824342743181,1.0441846131389543,179.7835462,4.1876557999999875,0.005803975223103555,0.07512055378576016,0.056687649787599256,15,14,49,1.1224489795918366,1.1339766619457594,1.5035048625335612,1.0410776351259456,15.178898946998759,-0.8412535563265321,4.535275100759096,6.500673660377354,9.898126184499601,8.536767236842099,-0.05900835300606759,0.5323681071431001,0.5801025628549746,0.0431861177234628,0.045495627941771054,0.01186434693167335,0.005326824342743181,0.007558629006738531,0.004398527074184207,0.005803975223103555,45.64,95.69
21,10.041586341634614,9.417396326,10.038099155000001,9.8735921115,0.046695526151325925,1.0465683095,-0.4060499687215167,0.046294479872119494,10,14.377427269864038,135.153290625,29.20348067499998,-0.8097137382310254,41.04815696,6.034122570000001,11,37.017968666538465,0.2037567557135568,36.64800961,36.847935435000004,0.005504266253748764,1.114076011193394,179.97478495000001,4.96867229999998,0.006190557767501598,0.004658399415457165,0.6306781699680074,15,15,52,1.1346153846153846,1.3838840291372962,1.9835392030164791,1.123185809619644,14.948615360159108,0.41586341634615387,4.669552615132592,7.117087924528301,9.584951513242693,8.021465684210527,0.04856396361746505,0.5506939343609644,0.6189311173296633,0.03857953465500717,0.046294479872119494,0.01178905915160377,0.005504266253748764,0.007602553681056663,0.004827252712319826,0.006190557767501598,46.06,95.14
22,9.959057344607842,9.378319199,9.957375924,9.808866498,0.04345541281400663,1.034187529,-0.2802975249057936,0.04338192304273823,9,14.466704360563906,135.76107115,28.393357750000007,-0.8153143065791855,40.82756154,6.440240750000001,8,36.99620171235294,0.1644808899272295,36.57251951,36.900952325,0.004445885856231283,0.9078809331206188,180.1356032,3.8555713000000083,0.0050409566542698415,0.0047702030939249076,0.6301025714064643,16,12,51,1.1176470588235294,1.1982230309159758,1.6645190827603598,0.8986485065835218,15.109459409564996,-0.4094265539215689,4.3455412814006635,6.7881059245282955,9.644469573709271,9.507050552631586,-0.010265642289349496,0.44454294574926895,0.5043782961781216,0.033059890877026536,0.04338192304273823,0.010897570206372314,0.004445885856231283,0.006140041404246539,0.004372795631551285,0.0050409566542698415,44.2,94.85
23,9.987055214458332,9.389036817,10.026590385,9.84047884775,0.03794279786502353,1.0271435805000002,0.14118183264519424,0.03791960121731182,6,14.959618695126434,134.26316805,29.44885742500003,-0.9233816412451152,40.903565,6.005909639999999,9,36.99056920541667,0.19593402287504624,36.59174108,36.869667495,0.005296864230095569,1.0271815721833915,179.83569305,4.157987600000013,0.0057077335449545515,0.01261475194458496,0.4472295031396476,12,13,48,1.1875,1.1979452390842924,1.796986428220053,1.0722543346734192,15.008168322238797,-0.12944785541666748,3.794279786502353,6.273566377358492,9.973079130084288,8.16406484210526,-0.025488634009009192,0.5295514131758006,0.570656428990773,0.04546001215191937,0.03791960121731182,0.011671302607662477,0.005296864230095569,0.00655351757379345,0.004528554228171507,0.0057077335449545515,43.32,95.84
24,10.117010640456522,9.553436608,10.12066943,9.961876665,0.03978263171074141,1.022346025,0.016158203915428156,0.03974275188524094,9,14.917935546423122,134.784062425,30.526084824999998,-1.0005680210669132,41.52892952,6.72325901,11,36.982920361521735,0.17819233591187436,36.607421,36.844655832499996,0.004818233232259063,1.0400298947346125,180.15566925000002,3.5724111000000107,0.005775272255449438,0.012316619719508788,0.46278862741974647,15,13,46,1.1956521739130435,1.378225671855259,1.9316914599780908,1.0875488579962531,14.819421335743998,1.1701064045652168,3.9782631710741416,5.81921747169811,9.945290364282082,9.286656631578943,-0.046161185076381256,0.4816009078699308,0.5777943859636736,0.033391744970743015,0.03974275188524094,0.012180243479124152,0.004818233232259063,0.006983540699021657,0.004467450944053567,0.005775272255449438,45.51,93.55
25,9.981374131458333,9.390452933,10.008496444999999,9.7934641625,0.04134227794419387,1.023438635,0.2195014243932298,0.04120051999827775,9,15.09673671018708,132.97413202500002,31.79449787499999,-0.9253347617238388,40.70306046,5.501473860000004,9,37.031761429583334,0.15868096498476586,36.66729561,36.921418285,0.004284996415482451,0.8266066580449344,179.78027029999998,3.1638109000000156,0.0045984943083031225,0.00913910078214831,0.5180520627285,14,14,48,1.2083333333333333,1.1978618610534624,1.8496967246692722,0.86070399787836,14.997432417133075,-0.18625868541666626,4.134227794419386,6.623069094339618,10.06449114012472,7.364245789473688,0.08584170157657563,0.42886747293179966,0.45922592113607463,0.04061899715696561,0.04120051999827775,0.012897187796894052,0.004284996415482451,0.005460569181571393,0.004105169189205141,0.0045984943083031225,43.74,94.43
