Batch_ID,Flour_kg_q75,Sugar_kg_mean,Sugar_kg_max,Sugar_kg_median,Sugar_kg_q25,Sugar_kg_q75,Sugar_kg_num_peaks,Yeast_kg_max,Yeast_kg_skewness,Yeast_kg_trend_slope,Yeast_kg_trend_r2,Salt_kg_median,Salt_kg_q75,Water_Temp_C_trend_r2,Water_Temp_C_trend_pvalue,Mixer_Speed_RPM_std,Mixer_Speed_RPM_iqr,Mixer_Speed_RPM_kurtosis,Mixer_Speed_RPM_cv,Mixer_Speed_RPM_trend_slope,Mixing_Temp_C_max,Mixing_Temp_C_range,Mixing_Temp_C_q75,Mixing_Temp_C_kurtosis,Mixing_Temp_C_num_peaks,Fermentation_Temp_C_kurtosis,Fermentation_Temp_C_num_valleys,Oven_Temp_C_q25,Oven_Temp_C_iqr,Oven_Temp_C_num_valleys,time_steps,avg_time_step,time_consistency,time_regularity,Water_Temp_C_Mixing_Temp_C_correlation,Water_Temp_C_Oven_Temp_C_correlation,rpm_per_kg_flour,Sugar_kg_mean_deviation,Salt_kg_max_consecutive_oot,Mixer_Speed_RPM_deviation_std,Mixer_Speed_RPM_max_deviation,Mixer_Speed_RPM_out_of_tolerance_ratio,Mixing_Temp_C_max_deviation,Sugar_kg_stability,Sugar_kg_mean_change_rate,Water_Temp_C_stability,Water_Temp_C_change_rate_std,Mixer_Speed_RPM_change_rate_std,Mixer_Speed_RPM_volatility,Fermentation_Temp_C_change_rate_std,Final_Weight,Quality_Score
11,10.15873119,5.030602396490566,5.410301893,5.00162294,4.884322576,5.170565303,13,2.257691975,-0.2320183598629372,-0.00018897603862280159,0.0006573613993831554,0.998877414,1.034972505,0.8662279554612696,6.284492033146387e-24,15.002021095804375,29.962373500000012,-1.5761231269647809,0.09956960838857858,-0.7824726501209484,40.85130508,6.296437940000004,39.16174043,-1.1248077614707919,7,-0.3892936720772493,15,179.2500651,1.2791449000000057,16,53,1.0754716981132075,0.29480210993761335,0.7723187908986202,0.9090491747381076,-0.08898447983188415,15.099178187124574,0.6120479298113207,2,10.001347397202917,13.920189999999991,0.7358490566037735,9.06613910526316,0.851317482693347,0.040241846197012016,0.7539289473215354,0.008721169846842194,0.00798264008723632,0.09956960838857858,0.004210106633890075,44.0,92.73
12,10.198638615,5.001211404890909,5.375644477,4.967798367,4.8658488735,5.128657855,14,2.232256588,-0.18765881730242254,-0.0009152567637806653,0.017206573691192,0.99915625,1.031854196,0.9127991743024149,9.563363655506575e-30,14.427995253569888,28.431961200000018,-1.5336647707343467,0.09585792383589654,-0.7490301445093792,41.03395796,6.553601830000005,39.446649545,-0.9305303540438294,14,-0.5837759235159217,15,179.2561369,1.0347529000000009,14,55,1.0545454545454545,0.324998681014523,0.7547177324239459,0.9210979967912183,0.15646082277797482,15.126788630016128,0.024228097818181984,1,9.618663502379922,13.97062326666666,0.6909090909090909,9.262220710526323,0.8518305312627755,0.042889452305663094,0.7943172513058735,0.008272313412601115,0.008214573395517441,0.09585792383589654,0.004110375332990383,45.28,97.3
13,10.32678347,5.023115326207548,5.455190937,5.02535412,4.923780818,5.125787822,17,2.264570159,0.48779374149057947,-0.0005794030719238833,0.00869935462901493,0.995725937,1.032840291,0.8800987361757762,3.825223792342691e-25,14.571603409724727,27.851328500000022,-1.4935823038126033,0.09635297721025811,-0.7727531634333169,41.08577538,6.672766709999998,38.944956,-0.7802588488524758,10,-0.07301173183761422,16,179.5768906,1.0280242999999984,14,53,1.1132075471698113,0.5199425320998375,0.6579196113543029,0.8989987286252257,-0.2780038281726298,14.988017943564909,0.4623065241509434,2,9.714402273149817,14.589853733333333,0.6981132075471698,9.439450868421044,0.8595049200154672,0.03898442604698666,0.7779630240799003,0.008092711748036208,0.007473080459532192,0.09635297721025811,0.004379879681036598,46.49,95.85
14,10.19650094,4.96502966654386,5.408608449,4.962837557,4.876352715,5.084328782,16,2.201090304,0.012404171557987188,-0.00021979657207674326,0.0022568660978397603,0.997924102,1.030616244,0.8849936175062103,1.6795129362053916e-27,14.501355781865662,27.8890873,-1.5379767409389387,0.09658907198505241,-0.7142750319808143,41.62377608,6.863303359999996,39.13218342,-0.9098412230035198,11,-0.6516955467079932,18,179.497065,1.0464606000000174,16,57,1.0175438596491229,0.18557687223952257,0.8434712446026609,0.8971457540453416,-0.12143076216643059,14.967422186446393,-0.699406669122807,1,9.667570521243775,14.537149533333338,0.7192982456140351,9.53625284210526,0.8677245554917635,0.0387288333103894,0.7550310872870141,0.012480512492672709,0.008516065463147638,0.09658907198505241,0.004836138950916975,44.96,94.77
15,10.148407679999998,5.006525149196428,5.476396474,5.0069944060000005,4.833759168249999,5.1229760532499995,15,2.182534147,0.14571119943049882,-0.00043034653434723173,0.006276350017067761,0.9837178795,1.02076753425,0.8594750341595108,1.134229638464146e-24,14.506850444799786,28.665879649999965,-1.521839006849933,0.09626197735129817,-0.7390096848257007,41.18277673,6.6039778600000005,39.615199735,-1.3049108650639838,11,-0.5565396620226655,15,179.46865945,1.2408696750000274,17,56,1.0357142857142858,0.29653648055091064,0.7712856637671239,0.9047172376652529,-0.08437766317213388,15.103788122014684,0.1305029839285716,2,9.671233629866524,14.24512920000001,0.6607142857142857,9.003160868421052,0.8324595934786219,0.049913099371832616,0.7844155559579149,0.00899124875114617,0.007688802422819264,0.09626197735129817,0.00453130490308001,45.08,93.96
16,10.210178492499999,5.016387561803572,5.427673448,5.0070108575,4.88377356975,5.1272903275,14,2.188811088,0.16529106542070107,-0.00027920200533151023,0.0020214445513731974,0.9977971050000001,1.0312195532500001,0.8777174394492872,2.629198509660824e-26,15.022762754143034,28.224935975000022,-1.556491456530283,0.10046428278205242,-0.7494368084654818,41.18992343,6.320578959999999,39.321037775,-1.1433369661380413,11,-0.43119645909897253,13,179.57167385,0.8734882749999997,16,56,1.0357142857142858,0.2965364805509107,0.7712856637671239,0.9132341957419992,-0.30707645730193434,14.91676966079987,0.32775123607143,1,10.015175169428689,14.281259733333323,0.7321428571428571,8.394535342105264,0.8670790338619405,0.035958690828276386,0.7699681290476049,0.010222379083337039,0.009295423030268597,0.10046428278205242,0.0045219434025165995,44.95,96.86
17,10.182417967500001,4.971325448285715,5.339482445,4.9721949615,4.83941747575,5.1226991985,17,2.183791761,-0.37686180616275605,-8.707418680792789e-05,0.0002604239164956859,0.9930778165,1.01588588375,0.907903465311986,1.2260222522598489e-29,14.628574744888681,29.270513024999985,-1.5337596274136358,0.09712512557360199,-0.7300418226520847,41.35662584,6.424378439999998,39.547163139999995,-1.0938449054312138,10,-0.9930661271311876,17,179.706514525,1.169977225000025,16,56,1.0357142857142858,0.22709083630539628,0.8149355943451294,0.8981674539111729,0.04035415502861938,15.07257381199925,-0.5734910342857136,2,9.752383163259122,14.132758799999994,0.7142857142857143,8.83322589473684,0.8578197088968622,0.041904603772244135,0.7950070089344865,0.010001567135979592,0.007324717351338492,0.09712512557360199,0.0037910927123193613,45.61,100.0
18,10.19211538,5.0026296182962975,5.463470753,4.990346228,4.91250674725,5.12072174375,16,2.207027803,-0.10909841510026085,-0.0015519402282065955,0.06754160174128783,0.9771549225,1.023642799,0.8748758790408552,3.9865878567790914e-25,15.002993531102682,30.41732562499999,-1.5905042945477559,0.0996449085289826,-0.804799806239756,41.02616784,6.403604960000003,39.11525619,-0.8756033557402647,9,-0.22785513897830656,17,179.4028732,1.225678400000021,17,54,1.037037037037037,0.23108393799841306,0.8122922971652717,0.8758362926299682,0.010374440985442962,15.069746865136748,0.05259236592592603,1,10.001995687401788,14.464352533333342,0.7222222222222222,8.88799242105264,0.854221805229863,0.04232483988011815,0.7795470715099613,0.00975593988535362,0.006864285089394092,0.0996449085289826,0.004671205599783842,45.21,98.12
19,10.18920396,4.981978599226415,5.379410669,4.985896261,4.848877038,5.09694035,17,2.19249558,0.1262362448508087,-0.0005773432704402529,0.014986910480052164,0.993955656,1.030664051,0.8754265370541299,1.016503588910874e-24,15.059393937893853,31.30370160000001,-1.5540597733558807,0.10010208135486723,-0.8053035020883728,41.18122321,6.406494209999998,39.2404418,-1.1035447306499127,12,-0.1470106963825737,16,179.5601089,0.9305366000000106,19,53,1.0566037735849056,0.2664693550105965,0.7895966815491031,0.9288888594733048,-0.04529124733169996,15.104984345839306,-0.360428015471698,1,10.039595958595902,14.125152266666666,0.6981132075471698,8.487555263157894,0.8572927983649764,0.04343350595405847,0.7706678095659742,0.009261918144239427,0.007283181330231682,0.10010208135486723,0.004304087976776411,45.22,93.58
20,10.03958967,5.008693670102041,5.401701147,5.034147422,4.889084596,5.134032057,14,2.213805521,-0.20867207023355747,-7.569258499999885e-05,0.00015785355275039687,0.988667769,1.025117511,0.8770015481901368,5.052287174458857e-23,14.847189276749399,30.560279699999995,-1.5650846677217256,0.09864451629900173,-0.8968284365510205,41.24397155,6.179665279999995,39.05501246,-0.673085808964025,8,0.28705564505282677,12,179.1055558,1.7080655999999976,16,49,1.1224489795918366,0.40771637064126937,0.7103703706624235,0.8812224214640119,0.270426174613885,15.178898946998759,0.17387340204081636,1,9.898126184499601,14.286729200000007,0.6938775510204082,8.536767236842099,0.843849666242868,0.04289261534285016,0.7748182993388358,0.009113107509947004,0.010692326141454532,0.09864451629900173,0.005241275948276234,45.05,95.35
21,10.2026906375,4.996040047019231,5.288329237,5.0011960545,4.89296161625,5.0802118345,15,2.162946185,0.018815745047387696,0.00027788099568855183,0.0018163938327562306,1.0134832005,1.0465683095,0.9094273392190302,9.885528143788297e-28,14.377427269864038,29.20348067499998,-1.5732502135758217,0.09578067320334707,-0.8097137382310254,41.04815696,6.034122570000001,39.3052864625,-1.0520171164875067,9,-0.44169061642397,19,179.183175175,1.5385637749999717,15,52,1.1346153846153846,0.4590078396360636,0.6853972767202136,0.9133284255691879,0.06526990077568072,14.948615360159108,-0.07919905961538329,1,9.584951513242693,13.93656013333333,0.7115384615384616,8.021465684210527,0.8692838716407348,0.03591048171502344,0.7799899256398486,0.009668636985458522,0.008475049517579802,0.09578067320334707,0.004678364251876709,43.6,98.0
22,10.09758973,4.943853699313726,5.317516183,4.927942898,4.8156231995,5.048520213,12,2.163664372,0.24132837257221496,0.0001027399951131242,0.0003449631455352667,1.003790738,1.034187529,0.9105855405149047,2.418931946842799e-27,14.466704360563906,28.393357750000007,-1.4911016860391868,0.0961396301377647,-0.8153143065791855,40.82756154,6.440240750000001,38.929831095,-0.7396617546583091,8,0.10983758266620658,14,179.41199790000002,1.1482235999999943,14,51,1.1176470588235294,0.4004996878900157,0.7140308624463843,0.9105187350077562,0.07587081029924846,15.109459409564996,-1.1229260137254884,1,9.644469573709271,13.685255666666668,0.6666666666666666,9.507050552631586,0.8520068340787086,0.03871483380223788,0.7817385860796111,0.00901126692907383,0.008394284578458743,0.0961396301377647,0.003320594243858038,43.29,93.73
23,10.1514261625,4.996901696291666,5.429506627,4.9770320115,4.906876406,5.07088241075,13,2.22051873,0.19264567901760993,-0.0005536160845636127,0.008568149480425412,0.9947962345,1.0271435805000002,0.8699424642333129,5.275091352400052e-22,14.959618695126434,29.44885742500003,-1.6217889484051868,0.09980570832522259,-0.9233816412451152,40.903565,6.005909639999999,39.673740769999995,-1.1768260139181546,8,-0.510994072463054,11,179.166950575,1.576940900000011,13,48,1.1875,0.5025962472773495,0.6655147727221894,0.8209710902020719,0.1371772007279808,15.008168322238797,-0.061966074166665365,1,9.973079130084288,13.883436133333324,0.75,8.16406484210526,0.8795434336972341,0.03215459192519993,0.7925738202840779,0.007803433996835453,0.011370539909859565,0.09980570832522259,0.004209768371967385,42.48,97.62
24,10.280409577499999,5.010812642913043,5.39427013,5.0399491655,4.8806712705,5.185452364,13,2.166658934,0.1174673352712903,-0.0014696781126734516,0.05781039339347968,0.998091053,1.022346025,0.9016235374072175,8.766289172248907e-24,14.917935546423122,30.526084824999998,-1.5955072738049132,0.09950050246823391,-1.0005680210669132,41.52892952,6.72325901,38.82732942,-0.5532282662434951,11,-0.845299275695226,14,179.237811625,1.689581099999998,14,46,1.1956521739130435,0.628539361054709,0.6140471786646648,0.9017775222812713,-0.11275356504451832,14.819421335743998,0.21625285826086738,2,9.945290364282082,14.435288533333335,0.717391304347826,9.286656631578943,0.8345744876531606,0.04690682551121477,0.787176800269458,0.0077780182010841244,0.009022228898101265,0.09950050246823391,0.004458549110001269,46.05,90.26
25,10.143998629999999,5.007347880895833,5.393047745,4.9731445455,4.90184355,5.11755684,12,2.144544012,-0.3908387078713095,-0.001289414710269214,0.04315942873522917,1.0083513595,1.023438635,0.8368205693794281,9.91840434121073e-20,15.09673671018708,31.79449787499999,-1.6169966317057105,0.10084998381474655,-0.9253347617238388,40.70306046,5.501473860000004,39.275103040000005,-1.141802020964758,7,0.07558541314542211,13,179.134412075,1.1927766250000218,14,48,1.2083333333333333,0.554009215586874,0.6434968274125379,0.8934590279817116,-0.13102841649135924,14.997432417133075,0.14695761791666614,2,10.06449114012472,13.862940666666665,0.7291666666666666,7.364245789473688,0.856312129846973,0.03762996617757951,0.766622679703146,0.009642588651647587,0.008731232645829198,0.10084998381474655,0.0035035815328627092,44.08,92.87
