Batch_ID,Flour_kg_median,Flour_kg_skewness,Flour_kg_trend_pvalue,Sugar_kg_q75,Sugar_kg_iqr,Sugar_kg_kurtosis,Sugar_kg_num_peaks,Yeast_kg_std,Yeast_kg_q75,Yeast_kg_trend_slope,Salt_kg_max,Salt_kg_range,Salt_kg_kurtosis,Water_Temp_C_mean,Water_Temp_C_q25,Water_Temp_C_kurtosis,Water_Temp_C_trend_slope,Mixer_Speed_RPM_mean,Mixer_Speed_RPM_min,Mixer_Speed_RPM_q75,Mixer_Speed_RPM_skewness,Mixing_Temp_C_trend_slope,Mixing_Temp_C_trend_pvalue,Fermentation_Temp_C_std,Fermentation_Temp_C_range,Fermentation_Temp_C_q75,Fermentation_Temp_C_iqr,Fermentation_Temp_C_cv,Fermentation_Temp_C_num_valleys,Oven_Temp_C_num_valleys,avg_time_step,time_consistency,time_regularity,rpm_per_kg_flour,Yeast_kg_deviation_std,Yeast_kg_out_of_tolerance_ratio,Water_Temp_C_mean_deviation,Mixer_Speed_RPM_mean_deviation,Mixer_Speed_RPM_critical_deviation_ratio,Fermentation_Temp_C_deviation_std,Fermentation_Temp_C_max_deviation,Oven_Temp_C_out_of_tolerance_ratio,Yeast_kg_stability,Salt_kg_mean_change_rate,Mixer_Speed_RPM_stability,Mixer_Speed_RPM_mean_change_rate,Fermentation_Temp_C_stability,Fermentation_Temp_C_mean_change_rate,Fermentation_Temp_C_volatility,Oven_Temp_C_change_rate_std,Final_Weight,Quality_Score
11,9.947453064,0.3061914420437523,0.10981815298923396,5.170565303,0.2862427270000003,-0.759334614585534,13,0.1138279287532835,2.105257964,-0.00018897603862280159,1.106384283,0.19591683299999996,-0.46644389551998344,26.415525921320754,25.62468498,-1.1108941190886041,0.05511769156668278,150.66867630188676,129.119715,164.9137297,-0.09953680172358677,0.10894660345347529,3.329502881375975e-35,0.18454698137501022,0.7992633699999985,37.15147854,0.25524457999999584,0.004985126801980093,15,16,1.0754716981132075,0.29480210993761335,0.7723187908986202,15.099178187124574,5.691396437664175,0.20754716981132076,-0.31877010822356705,0.4457842012578624,0.09433962264150944,0.49877562533786546,1.1277955135135187,0.05660377358490566,0.9010938400678762,0.06296478904774568,0.31038010734346666,0.01171197809694242,0.8522963541524898,0.005764254172107069,0.004985126801980093,0.00443993770545232,43.97,97.76
12,9.888080864,0.21521750155147112,0.8464059494167352,5.128657855,0.2628089815000001,-0.7858782050174966,14,0.11178421538660968,2.1242622349999998,-0.0009152567637806653,1.072341142,0.18534708300000002,-0.800782177577275,26.45728943072727,25.713166395000002,-0.9768985849237355,0.053587982699855694,150.51437248181816,129.0440651,164.4388084,-0.14179897162365954,0.1072398930750361,2.140199389498601e-29,0.18390049535456454,0.7971675400000038,37.150205165,0.2471858700000027,0.004966351955042887,15,14,1.0545454545454545,0.324998681014523,0.7547177324239459,15.126788630016128,5.589210769330484,0.2727272727272727,-0.1611719595197246,0.3429149878787873,0.05454545454545454,0.49702836582314747,1.1525115945945987,0.01818181818181818,0.9034116188387543,0.060007730356061835,0.313855751651174,0.010864461284455021,0.8593774324366432,0.00556742330401331,0.004966351955042887,0.0038316678703751283,43.35,96.49
13,10.06108874,0.1105260517682731,0.857488724953863,5.125787822,0.20200700400000038,0.22280728509475756,17,0.09593596922866693,2.061942457,-0.0005794030719238833,1.092383,0.19490160600000006,-0.7454175738511086,26.378404108301886,25.73788827,-1.0462774590571715,0.05018123191501372,151.23148066226415,129.9263494,164.9753018,-0.07631156337099387,0.10629113265763587,6.391056618363389e-29,0.1839804915605426,0.8590214500000002,37.12024736,0.230423370000004,0.004970329377431057,16,14,1.1132075471698113,0.5199425320998375,0.6579196113543029,14.988017943564909,4.7967984614333465,0.11320754716981132,-0.4588524215023134,0.8209871081761007,0.1509433962264151,0.49724457178525033,1.2448281081080996,0.03773584905660377,0.9214643677622251,0.05505286715679826,0.30138676924176666,0.011170978284585251,0.8575299627238394,0.005715900338917353,0.004970329377431057,0.004644524053111278,43.85,94.02
14,10.00885258,0.4064197077758341,0.4223992064602372,5.084328782,0.2079760669999997,0.10229056491776412,16,0.07679427066976661,2.082491898,-0.00021979657207674326,1.090756131,0.22351023199999998,0.4885187575624874,26.486684522105264,25.72038894,-1.0814948332989867,0.05180870572011927,150.1345388649123,129.4946853,163.5379261,-0.06203609775898056,0.10698140312807881,5.100221005653806e-36,0.20967890670469055,0.8544673700000018,37.13302121,0.2882108500000058,0.005668703539854882,18,16,1.0175438596491229,0.18557687223952257,0.8434712446026609,14.967422186446393,3.83971353348833,0.07017543859649122,-0.05024708639523257,0.0896925766081879,0.10526315789473684,0.566699747850515,1.232915756756754,0.05263157894736842,0.9368888829189648,0.04469815939766971,0.312255731657659,0.010292611564924736,0.8343247963464946,0.006616178358920449,0.005668703539854882,0.004892415882624547,45.14,97.89
15,10.007134615,-0.07290776377173525,0.6562904864957304,5.1229760532499995,0.2892168850000001,-0.2511861076045001,15,0.0885942529904785,2.05908411525,-0.00043034653434723173,1.101802142,0.23078920399999991,-0.06721412718908226,26.471950959107144,25.9121628675,-0.8572038508662319,0.04689434155126453,150.70177077142858,129.2292818,165.96131689999999,-0.06301297610126742,0.11560974355639098,7.621294248127303e-35,0.20398175662175816,0.8219626600000041,37.185555105,0.28142236999999426,0.005506188718238606,15,17,1.0357142857142858,0.29653648055091064,0.7712856637671239,15.103788122014684,4.429712649523926,0.07142857142857142,-0.10584543733153555,0.46784718095238087,0.07142857142857142,0.5513020449236706,1.3113976216216257,0.0,0.9307022268763095,0.05021246668027668,0.30504365914389003,0.011386710937326383,0.8405206674955475,0.00585952784289247,0.005506188718238606,0.003902641421157489,44.36,97.64
16,10.043265545,0.10830775758198434,0.26240111580080305,5.1272903275,0.24351675775000015,-0.3498717313394981,14,0.10128110594798416,2.077134884,-0.00027920200533151023,1.105379657,0.22187315400000007,-0.35394191209868753,26.468369589464285,25.7260335225,-0.9405733120353901,0.05094944109603553,149.53336985178572,129.278113,163.54978525,0.028830178498920767,0.09825864683151062,5.117028559464891e-33,0.2065307645802462,0.883652110000007,37.1652894675,0.2729775425000014,0.005578123765742056,13,16,1.0357142857142858,0.2965364805509107,0.7712856637671239,14.91676966079987,5.064055297399208,0.14285714285714285,-0.11936003975741216,-0.3110867654761918,0.16071428571428573,0.558191255622287,1.2899346756756853,0.10714285714285714,0.9128631350978,0.052826731255554614,0.307809255275189,0.010961872365817636,0.8337951605574873,0.00601838223807049,0.005578123765742056,0.004352402619466116,45.95,94.06
17,9.9998995075,-0.36676305908391127,0.08968167871675539,5.1226991985,0.28328172274999996,-0.7730901639944516,17,0.0880014468610274,2.052670895,-8.707418680792789e-05,1.115905113,0.22365545899999995,0.2807267932984714,26.44207061732143,25.6161079575,-1.0152690718143045,0.05370886872282978,150.61576145714284,128.8284672,164.543123775,-0.0916773077420746,0.10544855659295964,2.8190947034241646e-29,0.1660857602945182,0.6851476500000047,37.158422935000004,0.28268540999999914,0.004486209985218546,17,16,1.0357142857142858,0.22709083630539628,0.8149355943451294,15.07257381199925,4.40007234305137,0.10714285714285714,-0.21860144407008103,0.4105076380952378,0.07142857142857142,0.4488804332284275,0.9773965945945989,0.05357142857142857,0.9233241842562387,0.045434021231382474,0.31246077527732613,0.010610560816893407,0.8560341158832948,0.0056929145458158095,0.004486209985218546,0.004382296388289453,44.26,95.84
18,10.007513209999999,-0.07498169955155998,0.6702532577705385,5.12072174375,0.20821499649999975,0.5979489629611838,16,0.09394570168292442,2.0594708455,-0.0015519402282065955,1.11773557,0.22152480799999996,0.07733264640909931,26.489732947407404,25.78322919,-1.086164010156581,0.05017483628892701,150.56457728333334,128.9604177,164.94337935,-0.06608198692116145,0.09296232572593861,1.0348992230815145e-26,0.1885883743632921,0.7720370299999999,37.0875987975,0.2241778624999995,0.005099114582173365,17,17,1.037037037037037,0.23108393799841306,0.8122922971652717,15.069746865136748,4.697285084146221,0.09259259259259259,-0.03874359468902887,0.3763848555555561,0.09259259259259259,0.5096983090899786,1.1686990270270314,0.018518518518518517,0.9167407600706093,0.0438443571506866,0.3043625481662914,0.012178472250466898,0.8459585324557276,0.005888897237499508,0.005099114582173365,0.004026270714828827,45.11,95.85
19,9.926684429,0.042104519611898324,0.5413466399827884,5.09694035,0.24806331199999931,-0.6708989969284795,17,0.0728320011841427,2.059277155,-0.0005773432704402529,1.114660288,0.22396890600000008,0.11067242467755767,26.480044699056606,25.7232763,-1.0564720577562927,0.050723944349298514,150.44036781320756,129.3229252,165.349695,-0.038576232583069525,0.10853156958151913,2.6884946878982893e-31,0.17793627925732022,0.8569358999999963,37.12190056,0.235832809999998,0.004807903288173108,16,19,1.0566037735849056,0.2664693550105965,0.7895966815491031,15.104984345839306,3.641600059207135,0.05660377358490566,-0.0753030224279103,0.2935785421383648,0.09433962264150944,0.48090886285762224,1.250811405405401,0.03773584905660377,0.9341673142103624,0.0467221344751569,0.3140321902001117,0.010577539962642253,0.8509980508742632,0.006152075593359603,0.004807903288173108,0.0040403514771210555,45.91,93.57
20,9.876357394,0.23772909389382996,0.8585301436365895,5.134032057,0.24494746099999976,-0.2899092638443701,14,0.08608323432081359,2.068439352,-7.569258499999885e-05,1.087605222,0.20900937600000014,-0.08249514169708494,26.485821191836735,25.8746871,-0.8140440056702278,0.05453057676734696,150.5120591979592,128.5699062,165.326143,-0.11259254259563807,0.1046580974642857,9.311980027546047e-27,0.19697619964294705,0.8957820600000019,37.06130244,0.21516866999999706,0.005326824342743181,12,16,1.1224489795918366,0.40771637064126937,0.7103703706624235,15.178898946998759,4.30416171604068,0.08163265306122448,-0.053504936465152586,0.34137279863945724,0.12244897959183673,0.5323681071431001,1.301435054054058,0.02040816326530612,0.9313676321086566,0.05045344490833631,0.27840684455230447,0.01186434693167335,0.8387907605255119,0.005561732386808293,0.005326824342743181,0.004398527074184207,43.69,90.43
21,10.038099155000001,0.050293968275694434,0.32326517868449345,5.0802118345,0.18725021825,-0.5051535296111926,15,0.0988104371355246,2.0576305982500003,0.00027788099568855183,1.101694646,0.20555569000000007,-0.297347222719643,26.56692325884615,25.89602778,-0.7603350666091897,0.057852380553231456,150.1078118269231,129.6521637,164.3567713,0.007921567879812363,0.10755358655254846,1.1400239361419512e-28,0.2037567557135568,0.8433912799999987,37.1342032525,0.2862678174999971,0.005504266253748764,19,15,1.1346153846153846,0.4590078396360636,0.6853972767202136,14.948615360159108,4.940521856776231,0.09615384615384616,0.2525405994194493,0.07187455128204973,0.07692307692307693,0.5506939343609644,1.328110513513517,0.07692307692307693,0.9251045505283879,0.051889359092140465,0.29736739321756406,0.01178905915160377,0.83720465096114,0.006535787424166595,0.005504266253748764,0.004827252712319826,45.51,94.79
22,9.957375924,0.07366534750673884,0.42024496014825174,5.048520213,0.2328970134999997,-0.5793350275166178,12,0.08223360470135146,2.058401999,0.0001027399951131242,1.110466418,0.2252095529999999,0.21151536978220387,26.434996857058824,25.76159229,-0.9829683183980205,0.055971318609954746,150.47597270588236,129.4721165,164.1544289,-0.08467399367422176,0.09985278629592763,4.898744532129184e-26,0.1644808899272295,0.736721100000004,37.11427917,0.21332684500000454,0.004445885856231283,14,14,1.1176470588235294,0.4004996878900157,0.7140308624463843,15.109459409564996,4.111680235067573,0.09803921568627451,-0.2452948790233071,0.31731513725490285,0.09803921568627451,0.44454294574926895,1.1553526756756776,0.0392156862745098,0.9293416881943385,0.05179011234470301,0.30474219366627786,0.010897570206372314,0.8642237977451642,0.005031544476906477,0.004445885856231283,0.004372795631551285,44.17,94.04
23,10.026590385,-0.12065128166035304,0.6569789776035739,5.07088241075,0.16400600475000005,0.8308068230131345,13,0.08373233799178394,2.0443797742500003,-0.0005536160845636127,1.090673193,0.15879119499999994,-0.6645647383269893,26.603293712916667,26.045821822500002,-0.6865317639510904,0.053092566114850186,149.88740570208333,129.8940181,163.71202547500002,0.030593087030738177,0.10622242453430306,2.1425239760295456e-20,0.19593402287504624,0.8506585599999994,37.14177799,0.27211049499999973,0.005296864230095569,11,13,1.1875,0.5025962472773495,0.6655147727221894,15.008168322238797,4.186616899589197,0.0625,0.38978759591194967,-0.07506286527777878,0.0625,0.5295514131758006,1.195674702702697,0.041666666666666664,0.930282019580576,0.04093254437849343,0.2843199812929069,0.011671302607662477,0.8369501930109756,0.006382060007382572,0.005296864230095569,0.004528554228171507,46.47,94.18
24,10.12066943,0.08882851485022704,0.7726968187497838,5.185452364,0.30478109349999993,-0.5580895807854831,13,0.08204582490979398,2.04236247125,-0.0014696781126734516,1.083283954,0.17062042200000005,-0.2644755137358099,26.616182499565213,25.870185012500002,-1.1597308220674818,0.05783197591982734,149.92824333913043,128.7151126,165.31014725,0.030820179690285505,0.11068968226888684,3.604955661367561e-21,0.17819233591187436,0.7230696299999977,37.128628379999995,0.28397254749999945,0.004818233232259063,14,14,1.1956521739130435,0.628539361054709,0.6140471786646648,14.819421335743998,4.102291245489699,0.06521739130434782,0.43842452666119813,-0.04783777391304272,0.043478260869565216,0.4816009078699308,1.0610243243243185,0.0,0.9262631070502788,0.04039368662737264,0.28188296467450696,0.012180243479124152,0.8528097607899747,0.005694007740673511,0.004818233232259063,0.004467450944053567,44.31,94.85
25,10.008496444999999,0.054619542754540146,0.18598957054765725,5.11755684,0.21571329000000006,-0.12229749412494861,12,0.08689260400525883,2.05423728225,-0.001289414710269214,1.1233294,0.21899312599999998,0.9306606939959767,26.58333647541667,26.0857326875,-0.3734637549511901,0.051141122052757275,149.69498396666668,129.205589,164.7686299,0.009628043127068248,0.11459452155178029,9.941666243246842e-28,0.15868096498476586,0.7584308300000018,37.114049655,0.19263137000000086,0.004284996415482451,13,14,1.2083333333333333,0.554009215586874,0.6434968274125379,14.997432417133075,4.344630200262942,0.0625,0.3144772657232706,-0.20334402222222067,0.08333333333333333,0.42886747293179966,1.1506119999999953,0.0,0.9220248749102944,0.04609097351570746,0.2851329542921972,0.012897187796894052,0.8725635883673222,0.004642013673813171,0.004284996415482451,0.004105169189205141,45.56,93.59
