Batch_ID,Flour_kg_mean,Flour_kg_median,Flour_kg_q25,Flour_kg_q75,Yeast_kg_num_peaks,Yeast_kg_num_valleys,Salt_kg_num_peaks,Water_Temp_C_mean,Water_Temp_C_min,Mixer_Speed_RPM_max,Mixer_Speed_RPM_range,Mixer_Speed_RPM_kurtosis,Mixer_Speed_RPM_trend_slope,Mixing_Temp_C_std,Mixing_Temp_C_min,Mixing_Temp_C_max,Mixing_Temp_C_skewness,Mixing_Temp_C_cv,Mixing_Temp_C_num_peaks,Fermentation_Temp_C_q25,Oven_Humidity_pct_std,Oven_Humidity_pct_max,Oven_Humidity_pct_median,Oven_Humidity_pct_range,Oven_Humidity_pct_cv,time_steps,Water_Temp_C_Mixing_Temp_C_diff_std,Water_Temp_C_Fermentation_Temp_C_diff_mean,Mixing_Temp_C_Fermentation_Temp_C_diff_std,Flour_kg_mean_deviation,Sugar_kg_max_consecutive_oot,Salt_kg_max_consecutive_oot,Water_Temp_C_mean_deviation,Mixer_Speed_RPM_max_deviation,Mixer_Speed_RPM_out_of_tolerance_ratio,Mixing_Temp_C_deviation_std,Mixing_Temp_C_max_deviation,Mixing_Temp_C_critical_deviation_ratio,Mixing_Temp_C_max_consecutive_oot,Oven_Humidity_pct_deviation_std,Oven_Humidity_pct_max_deviation,Oven_Humidity_pct_out_of_tolerance_ratio,Oven_Humidity_pct_max_consecutive_oot,Salt_kg_stability,Salt_kg_mean_change_rate,Mixer_Speed_RPM_mean_change_rate,Mixing_Temp_C_volatility,Oven_Humidity_pct_stability,Oven_Humidity_pct_mean_change_rate,Oven_Humidity_pct_volatility,Final_Weight,Quality_Score
12,9.95018679530909,9.888080864,9.767019186999999,10.198638615,15,16,18,26.45728943072727,24.73981028,170.0017416,40.95767649999999,-1.5336647707343467,-0.7490301445093792,1.8009164088909368,34.48035613,41.03395796,-0.19914122109866664,0.04749862985641098,14,36.903019295,0.7860100818421124,46.1972281,45.16561513,3.0614979399999953,0.01744664396426846,55,1.0247483372660644,-10.572002294727268,1.7873302619325797,-0.4981320469090908,1,1,-0.1611719595197246,13.97062326666666,0.6909090909090909,4.739253707607729,9.262220710526323,0.0,7,1.74668907076025,4.142821866666663,0.0,0,0.9563470716629879,0.060007730356061835,0.010864461284455021,0.04749862985641098,0.5727616491214025,0.019270090791286585,0.01744664396426846,43.23,95.34
13,10.090158767603773,10.06108874,9.949910073,10.32678347,12,15,16,26.378404108301886,24.97175938,171.8847806,41.95843120000001,-1.4935823038126033,-0.7727531634333169,1.7163469209763536,34.41300867,41.08577538,-0.030872964492125128,0.0454856120145953,10,36.88982399,1.0627150012988842,47.70086647,44.93246857,4.905039860000002,0.023601454932616287,53,1.0288976784054746,-10.637350299433962,1.7042154185653304,0.9015876760377364,1,2,-0.4588524215023134,14.589853733333333,0.6981132075471698,4.516702423621983,9.439450868421044,0.0,6,2.3615888917752983,6.001925488888891,0.05660377358490566,1,0.9575422287763161,0.05505286715679826,0.011170978284585251,0.0454856120145953,0.5018435550547387,0.02564421337414253,0.023601454932616287,45.22,91.47
14,10.030754594526316,10.00885258,9.811146403,10.19650094,12,17,13,26.486684522105264,24.56152613,171.8057243,42.31103900000002,-1.5379767409389387,-0.7142750319808143,1.8280205456280472,34.76047272,41.62377608,0.0273655250104024,0.048254259858158836,11,36.84481036,0.9886369158317496,47.38209188,44.91340562,4.995360419999997,0.021981248254728306,57,1.0762458032752251,-10.502179903508772,1.8093470079479608,0.30754594526315815,1,1,-0.05024708639523257,14.537149533333338,0.7192982456140351,4.810580383231703,9.53625284210526,0.0,7,2.1969709240705546,5.807263422222222,0.07017543859649122,1,0.962148852030966,0.04469815939766971,0.010292611564924736,0.048254259858158836,0.5108636017538836,0.02691868320920578,0.021981248254728306,45.63,94.38
15,9.977746612571428,10.007134615,9.789206029999999,10.148407679999998,12,15,16,26.471950959107144,24.93503903,171.3676938,42.13841200000002,-1.521839006849933,-0.7390096848257007,1.9438674592498923,34.57879887,41.18277673,-0.07804011491734453,0.05113688603861625,11,36.904132735000005,1.0046427331788308,47.12981349,45.23514814,4.249935689999994,0.022267937138534526,56,1.2368075861562753,-10.573956302678571,1.9184714617873657,-0.22253387428571397,2,2,-0.10584543733153555,14.24512920000001,0.6607142857142857,5.115440682236558,9.003160868421052,0.0,8,2.2325394070640687,4.732918866666659,0.03571428571428571,1,0.9622065575071153,0.05021246668027668,0.011386710937326383,0.05113688603861625,0.5108978833105476,0.02749279469157268,0.022267937138534526,43.94,91.48
16,10.024514238142858,10.043265545,9.83441467675,10.210178492499999,13,17,15,26.468369589464285,24.45221932,171.4218896,42.143776599999995,-1.556491456530283,-0.7494368084654818,1.6609340974909477,34.86934447,41.18992343,0.015202977680292315,0.04372045974195393,11,36.892311925,0.9316154608346197,46.7578269,44.81452532,4.30521924,0.020795316786446236,56,0.9161988590827023,-10.556761664999998,1.6386262795443685,0.24514238142857106,1,1,-0.11936003975741216,14.281259733333323,0.7321428571428571,4.370879203923546,8.394535342105264,0.0,4,2.070256579632488,5.660871866666671,0.017857142857142856,1,0.9578899470893227,0.052826731255554614,0.010961872365817636,0.04372045974195393,0.5071735028982626,0.027202365971924145,0.020795316786446236,44.08,94.58
17,9.992703524678571,9.9998995075,9.838791834,10.182417967500001,14,14,15,26.44207061732143,24.86303469,171.1991382,42.37067099999999,-1.5337596274136358,-0.7300418226520847,1.807803814097719,34.9322474,41.35662584,0.2384400485930096,0.047704809281997336,10,36.875737525000005,0.8306960801478313,47.21341018,44.975572174999996,3.7505314,0.018452009864570573,56,1.0524937607007927,-10.579326250357143,1.8188453459021907,-0.07296475321428599,2,2,-0.21860144407008103,14.132758799999994,0.7142857142857143,4.757378458151892,8.83322589473684,0.0,5,1.8459912892174029,4.918689288888882,0.017857142857142856,1,0.9606482853530638,0.045434021231382474,0.010610560816893407,0.047704809281997336,0.551299968738425,0.021910769708185465,0.018452009864570573,45.79,94.17
18,9.991181579277779,10.007513209999999,9.713532078,10.19211538,16,15,14,26.489732947407404,25.04434038,171.6965288,42.73611110000002,-1.5905042945477559,-0.804799806239756,1.5491703325949566,34.62256288,41.02616784,-0.023700223881967304,0.04089047659288817,9,36.863420935,0.8931317311944066,47.45868437,44.96757056,4.207397409999999,0.019830315775264597,54,0.8982283920743994,-10.494800607222224,1.525558988883461,-0.08818420722222263,1,1,-0.03874359468902887,14.464352533333342,0.7222222222222222,4.076764033144622,8.88799242105264,0.0,3,1.9847371804320146,5.4637430444444455,0.018518518518518517,1,0.9622992567057223,0.0438443571506866,0.012178472250466898,0.04089047659288817,0.5547275005802026,0.020955726665409027,0.019830315775264597,45.11,96.24
19,9.959650693358489,9.926684429,9.782344509,10.18920396,15,16,14,26.480044699056606,24.92864758,171.1877284,41.86480320000001,-1.5540597733558807,-0.8053035020883728,1.7369743863283342,34.774729,41.18122321,-0.06686917868319711,0.0459685943732988,12,36.88606775,1.1574331267163018,47.47508491,44.9742503,4.716824520000003,0.02569686740849158,53,0.998590013972814,-10.52907728037736,1.7588794149379856,-0.4034930664150942,1,1,-0.0753030224279103,14.125152266666666,0.6981132075471698,4.570985227179826,8.487555263157894,0.0,9,2.572073614925115,5.500188688888888,0.07547169811320754,1,0.9615821378027511,0.0467221344751569,0.010577539962642253,0.0459685943732988,0.46477282888323146,0.032671430958532754,0.02569686740849158,44.95,91.86
20,9.915874644367346,9.876357394,9.76923142,10.03958967,15,13,15,26.485821191836735,24.77732148,170.5302237,41.9603175,-1.5650846677217256,-0.8968284365510205,1.5636695453840153,35.06430627,41.24397155,0.1432440570631924,0.04127897315767306,8,36.84613377,0.7776995619756664,46.50901538,45.00290062,2.714900120000003,0.01725976040760462,49,0.9094735948488625,-10.49234571755102,1.5731981471588272,-0.8412535563265321,1,1,-0.053504936465152586,14.286729200000007,0.6938775510204082,4.114919856273725,8.536767236842099,0.0,4,1.7282212488348139,3.3533675111111134,0.0,0,0.9607350728179644,0.05045344490833631,0.01186434693167335,0.04127897315767306,0.5715530093897652,0.020875491135442136,0.01725976040760462,43.75,96.62
21,10.041586341634614,10.038099155000001,9.8735921115,10.2026906375,12,11,13,26.56692325884615,24.6139717,170.9048402,41.25267650000001,-1.5732502135758217,-0.8097137382310254,1.7021985475695673,35.01403439,41.04815696,-0.06547689794671238,0.044689283002438934,9,36.847935435000004,1.0585025721786194,46.91528277,44.917039465,4.229446749999994,0.02353988179764996,52,0.9311836489276738,-10.451045407692307,1.7164645515788122,0.41586341634615387,1,1,0.2525405994194493,13.93656013333333,0.7115384615384616,4.4794698620251765,8.021465684210527,0.0,7,2.35222793817471,5.142586622222215,0.038461538461538464,1,0.9568254647020169,0.051889359092140465,0.01178905915160377,0.044689283002438934,0.49948669309925037,0.02726559706629843,0.02353988179764996,45.99,96.14
22,9.959057344607842,9.957375924,9.808866498,10.09758973,13,15,16,26.434996857058824,24.70115193,170.4049559,40.932839400000006,-1.4911016860391868,-0.8153143065791855,1.565645565856098,34.38732079,40.82756154,-0.33693718144021684,0.04133347018136391,8,36.900952325,0.9804826306176995,47.58719824,45.24733361,4.374564819999996,0.021723757913278005,51,0.8433739746640402,-10.561204855294116,1.5517426678523427,-0.4094265539215689,1,1,-0.2452948790233071,13.685255666666668,0.6666666666666666,4.120119910147626,9.507050552631586,0.0,7,2.1788502902615545,5.74932942222222,0.0392156862745098,1,0.9608692945178432,0.05179011234470301,0.010897570206372314,0.04133347018136391,0.5041242877101558,0.023838315146080872,0.021723757913278005,43.83,92.66
23,9.987055214458332,10.026590385,9.84047884775,10.1514261625,13,13,12,26.603293712916667,24.97570867,170.8251542,40.931136099999975,-1.6217889484051868,-0.9233816412451152,1.6155703837088107,34.89765536,40.903565,-0.007358469560806512,0.04234464823823567,8,36.869667495,1.0086589918193454,47.35506813,44.866917744999995,3.8307468799999995,0.022438858648556343,48,1.0524311094669556,-10.3872754925,1.6291270499388681,-0.12944785541666748,1,1,0.38978759591194967,13.883436133333324,0.75,4.2515010097600285,8.16406484210526,0.0,3,2.2414644262652117,5.233484733333332,0.041666666666666664,1,0.9645025311170996,0.04093254437849343,0.011671302607662477,0.04234464823823567,0.5175847149590406,0.02491244360619166,0.022438858648556343,45.02,97.41
24,10.117010640456522,10.12066943,9.961876665,10.280409577499999,12,12,11,26.616182499565213,25.17752366,171.6529328,42.937820200000004,-1.5955072738049132,-1.0005680210669132,1.5921879118595723,34.80567051,41.52892952,-0.03655760963982613,0.041909709890821066,11,36.844655832499996,0.9965501629419641,46.89918532,44.815559545,4.143108830000003,0.022218809229020902,46,0.9149975685578773,-10.366737861956523,1.570900980158998,1.1701064045652168,1,2,0.43842452666119813,14.435288533333335,0.717391304347826,4.189968189104137,9.286656631578943,0.0,4,2.214555917648809,4.986496688888893,0.043478260869565216,1,0.9643105309798498,0.04039368662737264,0.012180243479124152,0.041909709890821066,0.4976862612469032,0.02553948550605085,0.022218809229020902,45.83,93.93
25,9.981374131458333,10.008496444999999,9.7934641625,10.143998629999999,15,14,15,26.58333647541667,24.74488669,170.4861436,41.28055459999999,-1.6169966317057105,-0.9253347617238388,1.6666710250571755,35.2015866,40.70306046,0.048165161963590886,0.04396554778906116,7,36.921418285,0.8628755840530968,47.02195615,45.245329240000004,4.181522829999999,0.019117644525835687,48,1.0184957665946377,-10.448424954166667,1.6482504554898398,-0.18625868541666626,2,2,0.3144772657232706,13.862940666666665,0.7291666666666666,4.385976381729408,7.364245789473688,0.0,4,1.9175012978957706,4.799037066666661,0.0625,1,0.9624794706403641,0.04609097351570746,0.012897187796894052,0.04396554778906116,0.5454337420575491,0.02160048523513201,0.019117644525835687,45.15,90.56
