Batch_ID,Flour_kg_median,Flour_kg_skewness,Flour_kg_num_peaks,Sugar_kg_trend_r2,Sugar_kg_num_peaks,Sugar_kg_num_valleys,Yeast_kg_kurtosis,Salt_kg_std,Salt_kg_trend_slope,Water_Temp_C_trend_slope,Mixer_Speed_RPM_min,Mixer_Speed_RPM_trend_slope,Mixer_Speed_RPM_num_peaks,Mixing_Temp_C_std,Mixing_Temp_C_min,Mixing_Temp_C_range,Mixing_Temp_C_cv,Fermentation_Temp_C_std,Fermentation_Temp_C_q75,Fermentation_Temp_C_iqr,Fermentation_Temp_C_cv,time_steps,avg_time_step,time_consistency,time_regularity,Water_Temp_C_Mixing_Temp_C_diff_std,Mixing_Temp_C_Fermentation_Temp_C_diff_std,Yeast_kg_out_of_tolerance_ratio,Salt_kg_deviation_std,Mixer_Speed_RPM_critical_deviation_ratio,Mixer_Speed_RPM_max_consecutive_oot,Mixing_Temp_C_deviation_std,Mixing_Temp_C_max_deviation,Mixing_Temp_C_out_of_tolerance_ratio,Mixing_Temp_C_critical_deviation_ratio,Mixing_Temp_C_max_consecutive_oot,Fermentation_Temp_C_deviation_std,Fermentation_Temp_C_max_deviation,Fermentation_Temp_C_out_of_tolerance_ratio,Fermentation_Temp_C_max_consecutive_oot,Yeast_kg_mean_change_rate,Salt_kg_volatility,Mixer_Speed_RPM_stability,Mixer_Speed_RPM_mean_change_rate,Mixing_Temp_C_stability,Mixing_Temp_C_volatility,Fermentation_Temp_C_stability,Fermentation_Temp_C_volatility,Oven_Temp_C_stability,Oven_Temp_C_change_rate_std,Final_Weight,Quality_Score
11,9.947453064,0.3061914420437523,13,0.014692856975507623,13,14,-0.4370816118386607,0.0482060237745945,8.270671520722453e-05,0.05511769156668278,129.119715,-0.7824726501209484,6,1.7247775907716496,34.55486714,6.296437940000004,0.04574193200892346,0.18454698137501022,37.15147854,0.25524457999999584,0.004985126801980093,53,1.0754716981132075,0.29480210993761335,0.7723187908986202,0.962064495861189,1.7085499723858488,0.20754716981132076,4.8206023774594495,0.09433962264150944,20,4.538888396767499,9.06613910526316,0.2830188679245283,0.0,7,0.49877562533786546,1.1277955135135187,0.0,0,0.07131370965015887,0.048099337132436436,0.31038010734346666,0.01171197809694242,0.7103719403263227,0.04574193200892346,0.8522963541524898,0.004985126801980093,0.49938285461257026,0.00443993770545232,44.36,94.3
12,9.888080864,0.21521750155147112,14,0.03055329426072745,14,16,-0.952502956721391,0.04491304697162144,8.323809487734408e-05,0.053587982699855694,129.0440651,-0.7490301445093792,5,1.8009164088909368,34.48035613,6.553601830000005,0.04749862985641098,0.18390049535456454,37.150205165,0.2471858700000027,0.004966351955042887,55,1.0545454545454545,0.324998681014523,0.7547177324239459,1.0247483372660644,1.7873302619325797,0.2727272727272727,4.4913046971621435,0.05454545454545454,20,4.739253707607729,9.262220710526323,0.2909090909090909,0.0,7,0.49702836582314747,1.1525115945945987,0.0,0,0.062314222477449936,0.04505130633779518,0.313855751651174,0.010864461284455021,0.6620112850438694,0.04749862985641098,0.8593774324366432,0.004966351955042887,0.555748754594116,0.0038316678703751283,44.14,96.09
13,10.06108874,0.1105260517682731,14,0.039954201180413644,17,17,-0.2317488446374676,0.046390156856781925,-6.557151757780963e-05,0.05018123191501372,129.9263494,-0.7727531634333169,4,1.7163469209763536,34.41300867,6.672766709999998,0.0454856120145953,0.1839804915605426,37.12024736,0.230423370000004,0.004970329377431057,53,1.1132075471698113,0.5199425320998375,0.6579196113543029,1.0288976784054746,1.7042154185653304,0.11320754716981132,4.639015685678192,0.1509433962264151,20,4.516702423621983,9.439450868421044,0.3018867924528302,0.0,6,0.49724457178525033,1.2448281081080996,0.0,0,0.0523554177627518,0.04659006843474052,0.30138676924176666,0.011170978284585251,0.665052910837857,0.0454856120145953,0.8575299627238394,0.004970329377431057,0.5300433528240464,0.004644524053111278,44.31,95.2
14,10.00885258,0.4064197077758341,14,0.04021538069844351,16,18,-0.37472417187948626,0.04373136473220767,-9.293511725434328e-05,0.05180870572011927,129.4946853,-0.7142750319808143,7,1.8280205456280472,34.76047272,6.863303359999996,0.048254259858158836,0.20967890670469055,37.13302121,0.2882108500000058,0.005668703539854882,57,1.0175438596491229,0.18557687223952257,0.8434712446026609,1.0762458032752251,1.8093470079479608,0.07017543859649122,4.373136473220766,0.10526315789473684,21,4.810580383231703,9.53625284210526,0.3333333333333333,0.0,7,0.566699747850515,1.232915756756754,0.0,0,0.0353346182477648,0.043665717904110696,0.312255731657659,0.010292611564924736,0.703120621994729,0.048254259858158836,0.8343247963464946,0.005668703539854882,0.5185769355464317,0.004892415882624547,45.24,97.83
15,10.007134615,-0.07290776377173525,17,0.0021552240002490866,15,15,-0.9043633707033658,0.04336399639600656,0.0003635019242993845,0.04689434155126453,129.2292818,-0.7390096848257007,6,1.9438674592498923,34.57879887,6.6039778600000005,0.05113688603861625,0.20398175662175816,37.185555105,0.28142236999999426,0.005506188718238606,56,1.0357142857142858,0.29653648055091064,0.7712856637671239,1.2368075861562753,1.9184714617873657,0.07142857142857142,4.336399639600657,0.07142857142857142,19,5.115440682236558,9.003160868421052,0.39285714285714285,0.0,8,0.5513020449236706,1.3113976216216257,0.0,0,0.042574366835252196,0.04396759412831595,0.30504365914389003,0.011386710937326383,0.6760046836184893,0.05113688603861625,0.8405206674955475,0.005506188718238606,0.5563634640543201,0.003902641421157489,44.96,91.59
16,10.043265545,0.10830775758198434,15,0.03447822788186648,14,13,-1.0118180640813077,0.04922947514390717,0.0002517496902939163,0.05094944109603553,129.278113,-0.7494368084654818,6,1.6609340974909477,34.86934447,6.320578959999999,0.04372045974195393,0.2065307645802462,37.1652894675,0.2729775425000014,0.005578123765742056,56,1.0357142857142858,0.2965364805509107,0.7712856637671239,0.9161988590827023,1.6386262795443685,0.14285714285714285,4.922947514390716,0.16071428571428573,20,4.370879203923546,8.394535342105264,0.25,0.0,4,0.558191255622287,1.2899346756756853,0.0,0,0.056082163574107516,0.04925235164048946,0.307809255275189,0.010961872365817636,0.686293130592436,0.04372045974195393,0.8337951605574873,0.005578123765742056,0.5380819052523509,0.004352402619466116,44.97,97.82
17,9.9998995075,-0.36676305908391127,15,1.4102700205029548e-06,17,15,0.5062029565859718,0.045094464684173746,0.00021112311425153775,0.05370886872282978,128.8284672,-0.7300418226520847,6,1.807803814097719,34.9322474,6.424378439999998,0.047704809281997336,0.1660857602945182,37.158422935000004,0.28268540999999914,0.004486209985218546,56,1.0357142857142858,0.22709083630539628,0.8149355943451294,1.0524937607007927,1.8188453459021907,0.10714285714285714,4.509446468417375,0.07142857142857142,20,4.757378458151892,8.83322589473684,0.3392857142857143,0.0,5,0.4488804332284275,0.9773965945945989,0.0,0,0.04892032124577038,0.045476752667467396,0.31246077527732613,0.010610560816893407,0.6665271754621083,0.047704809281997336,0.8560341158832948,0.004486209985218546,0.5298726005794095,0.004382296388289453,45.07,95.57
18,10.007513209999999,-0.07498169955155998,17,0.0024805379689516733,16,16,-0.60335150895241,0.04464680443540211,0.0005017697534210017,0.05017483628892701,128.9604177,-0.804799806239756,6,1.5491703325949566,34.62256288,6.403604960000003,0.04089047659288817,0.1885883743632921,37.0875987975,0.2241778624999995,0.005099114582173365,54,1.037037037037037,0.23108393799841306,0.8122922971652717,0.8982283920743994,1.525558988883461,0.09259259259259259,4.46468044354021,0.09259259259259259,20,4.076764033144622,8.88799242105264,0.2037037037037037,0.0,3,0.5096983090899786,1.1686990270270314,0.0,0,0.056124360988376185,0.04519894529534326,0.3043625481662914,0.012178472250466898,0.664200040129267,0.04089047659288817,0.8459585324557276,0.005099114582173365,0.525111168060147,0.004026270714828827,45.38,92.27
19,9.926684429,0.042104519611898324,14,0.0028047035334956903,17,15,0.02793283563252924,0.04428298193714329,0.0007474704118690533,0.050723944349298514,129.3229252,-0.8053035020883728,5,1.7369743863283342,34.774729,6.406494209999998,0.0459685943732988,0.17793627925732022,37.12190056,0.235832809999998,0.004807903288173108,53,1.0566037735849056,0.2664693550105965,0.7895966815491031,0.998590013972814,1.7588794149379856,0.05660377358490566,4.42829819371433,0.09433962264150944,19,4.570985227179826,8.487555263157894,0.3018867924528302,0.0,9,0.48090886285762224,1.250811405405401,0.0,0,0.044360261099264976,0.04432551184257306,0.3140321902001117,0.010577539962642253,0.6818052059317877,0.0459685943732988,0.8509980508742632,0.004807903288173108,0.5572088912990704,0.0040403514771210555,44.78,95.88
20,9.876357394,0.23772909389382996,14,0.017228283029590608,14,13,-0.05427411443127372,0.04535275100759095,0.00029592197346938804,0.05453057676734696,128.5699062,-0.8968284365510205,4,1.5636695453840153,35.06430627,6.179665279999995,0.04127897315767306,0.19697619964294705,37.06130244,0.21516866999999706,0.005326824342743181,49,1.1224489795918366,0.40771637064126937,0.7103703706624235,0.9094735948488625,1.5731981471588272,0.08163265306122448,4.535275100759096,0.12244897959183673,18,4.114919856273725,8.536767236842099,0.22448979591836735,0.0,4,0.5323681071431001,1.301435054054058,0.0,0,0.045749443747459394,0.045495627941771054,0.27840684455230447,0.01186434693167335,0.6936019400497605,0.04127897315767306,0.8387907605255119,0.005326824342743181,0.5062892487824935,0.004398527074184207,43.54,98.24
21,10.038099155000001,0.050293968275694434,20,1.1322275107779335e-06,15,17,-0.953397772446146,0.046695526151325925,1.1650386877828251e-05,0.057852380553231456,129.6521637,-0.8097137382310254,6,1.7021985475695673,35.01403439,6.034122570000001,0.044689283002438934,0.2037567557135568,37.1342032525,0.2862678174999971,0.005504266253748764,52,1.1346153846153846,0.4590078396360636,0.6853972767202136,0.9311836489276738,1.7164645515788122,0.09615384615384616,4.669552615132592,0.07692307692307693,18,4.4794698620251765,8.021465684210527,0.3076923076923077,0.0,7,0.5506939343609644,1.328110513513517,0.0,0,0.04711433184881004,0.046294479872119494,0.29736739321756406,0.01178905915160377,0.6672255152858656,0.044689283002438934,0.83720465096114,0.005504266253748764,0.4763005024226772,0.004827252712319826,45.35,92.18
22,9.957375924,0.07366534750673884,16,0.0023601062925881757,12,13,-0.5652431906438786,0.04345541281400663,-2.7235135294117834e-05,0.055971318609954746,129.4721165,-0.8153143065791855,5,1.565645565856098,34.38732079,6.440240750000001,0.04133347018136391,0.1644808899272295,37.11427917,0.21332684500000454,0.004445885856231283,51,1.1176470588235294,0.4004996878900157,0.7140308624463843,0.8433739746640402,1.5517426678523427,0.09803921568627451,4.3455412814006635,0.09803921568627451,17,4.120119910147626,9.507050552631586,0.27450980392156865,0.0,7,0.44454294574926895,1.1553526756756776,0.0,0,0.04726807370237895,0.04338192304273823,0.30474219366627786,0.010897570206372314,0.6990639644763365,0.04133347018136391,0.8642237977451642,0.004445885856231283,0.5567328905294683,0.004372795631551285,44.18,94.74
23,10.026590385,-0.12065128166035304,13,2.4135416860069577e-05,13,15,0.3111589542008799,0.03794279786502353,-0.0002534220353886234,0.053092566114850186,129.8940181,-0.9233816412451152,5,1.6155703837088107,34.89765536,6.005909639999999,0.04234464823823567,0.19593402287504624,37.14177799,0.27211049499999973,0.005296864230095569,48,1.1875,0.5025962472773495,0.6655147727221894,1.0524311094669556,1.6291270499388681,0.0625,3.794279786502353,0.0625,19,4.2515010097600285,8.16406484210526,0.25,0.0,3,0.5295514131758006,1.195674702702697,0.0,0,0.04577303889943684,0.03791960121731182,0.2843199812929069,0.011671302607662477,0.6040983439166819,0.04234464823823567,0.8369501930109756,0.005296864230095569,0.4928011704675245,0.004528554228171507,45.39,91.73
24,10.12066943,0.08882851485022704,12,0.00010199681514221348,13,12,-0.38915532451872403,0.03978263171074141,-0.0002057886770891147,0.05783197591982734,128.7151126,-1.0005680210669132,7,1.5921879118595723,34.80567051,6.72325901,0.041909709890821066,0.17819233591187436,37.128628379999995,0.28397254749999945,0.004818233232259063,46,1.1956521739130435,0.628539361054709,0.6140471786646648,0.9149975685578773,1.570900980158998,0.06521739130434782,3.9782631710741416,0.043478260869565216,17,4.189968189104137,9.286656631578943,0.21739130434782608,0.0,4,0.4816009078699308,1.0610243243243185,0.0,0,0.04659209021379049,0.03974275188524094,0.28188296467450696,0.012180243479124152,0.6472947810869887,0.041909709890821066,0.8528097607899747,0.004818233232259063,0.49380358653609285,0.004467450944053567,44.66,94.14
25,10.008496444999999,0.054619542754540146,13,0.08382631031161007,12,14,-0.6452795651111485,0.04134227794419387,-0.00036381825086843276,0.051141122052757275,129.205589,-0.9253347617238388,4,1.6666710250571755,35.2015866,5.501473860000004,0.04396554778906116,0.15868096498476586,37.114049655,0.19263137000000086,0.004284996415482451,48,1.2083333333333333,0.554009215586874,0.6434968274125379,1.0184957665946377,1.6482504554898398,0.0625,4.134227794419386,0.08333333333333333,17,4.385976381729408,7.364245789473688,0.2916666666666667,0.0,4,0.42886747293179966,1.1506119999999953,0.0,0,0.05036429169417108,0.04120051999827775,0.2851329542921972,0.012897187796894052,0.6853491870984045,0.04396554778906116,0.8725635883673222,0.004284996415482451,0.5489937818676166,0.004105169189205141,42.88,94.87
