Batch_ID,Flour_kg_mean,Flour_kg_median,Flour_kg_q25,Flour_kg_q75,Flour_kg_trend_slope,Flour_kg_trend_r2,Flour_kg_num_peaks,Flour_kg_num_valleys,Sugar_kg_min,Sugar_kg_max,Sugar_kg_skewness,Sugar_kg_cv,Yeast_kg_iqr,Yeast_kg_skewness,Yeast_kg_kurtosis,Water_Temp_C_median,Mixer_Speed_RPM_iqr,Mixer_Speed_RPM_trend_slope,Mixer_Speed_RPM_trend_r2,Mixer_Speed_RPM_num_peaks,Mixing_Temp_C_mean,Mixing_Temp_C_median,Mixing_Temp_C_q25,Fermentation_Temp_C_std,Fermentation_Temp_C_range,Fermentation_Temp_C_q75,Fermentation_Temp_C_iqr,Fermentation_Temp_C_cv,Oven_Temp_C_num_peaks,Oven_Temp_C_num_valleys,Oven_Humidity_pct_median,avg_time_step,Mixing_Temp_C_Fermentation_Temp_C_diff_mean,Flour_kg_mean_deviation,Flour_kg_out_of_tolerance_ratio,Sugar_kg_deviation_std,Sugar_kg_out_of_tolerance_ratio,Mixer_Speed_RPM_critical_deviation_ratio,Mixing_Temp_C_mean_deviation,Mixing_Temp_C_max_consecutive_oot,Fermentation_Temp_C_deviation_std,Fermentation_Temp_C_max_deviation,Flour_kg_stability,Flour_kg_mean_change_rate,Sugar_kg_stability,Sugar_kg_volatility,Mixer_Speed_RPM_change_rate_std,Fermentation_Temp_C_stability,Fermentation_Temp_C_mean_change_rate,Fermentation_Temp_C_volatility,Final_Weight,Quality_Score
11,10.014961145833334,10.011391,9.864562,10.0933595,-0.0008944996200607888,0.002857439664683662,15,16,4.618057,5.388192,-0.09171746146148346,0.03528909444950738,0.1377762499999997,-0.1731547255424636,-0.9725701496755943,26.2077075,30.72297125,-0.8751171988710379,0.679001700096991,6,37.803612541666666,37.821406499999995,36.5182795,0.1861252080628413,0.9151930000000021,37.0972,0.21041499999999758,0.0050299030396721124,14,13,44.967842000000005,1.1666666666666667,0.7998757708333329,0.14961145833333336,0.020833333333333332,3.540098117014163,0.0625,0.08333333333333333,-0.5168091008771928,6,0.5030411028725441,1.2973540540540558,0.8140910317547683,0.030039099078167545,0.8549810544413274,0.03528909444950738,0.00947941014605797,0.8529518635172076,0.005898206748151905,0.0050299030396721124,43.86,91.17
12,9.945931163265307,9.961574,9.800862,10.038676,-0.0006450477551020432,0.0018214733254359077,13,10,4.689341,5.433595,-0.0027436746837137195,0.0313468328244906,0.12998399999999988,-0.1060879446328203,-0.6877875751708009,26.613598,29.515431000000007,-0.8842149142857144,0.7219670839508197,5,38.12473916326531,38.311896,36.719649,0.19801004572826034,0.8975679999999997,37.116529,0.24026099999999673,0.005350284227030787,12,14,45.131415,1.2040816326530612,1.115481836734693,-0.5406883673469375,0.04081632653061224,3.1782940582284196,0.10204081632653061,0.1836734693877551,0.32826095596133026,4,0.5351622857520549,1.3830837837837857,0.827913723864009,0.022945259056796345,0.863013203955202,0.0313468328244906,0.00927965552184487,0.8480788183123278,0.006492268118947414,0.005350284227030787,43.19,93.12
13,10.053351695652177,10.059717,9.93828525,10.20438525,0.004817874067221711,0.09624654403916234,15,13,4.619826,5.312284,-0.05827407836265529,0.03253611018688889,0.09855625000000012,-0.5058003927930601,0.5627757903479766,26.250539000000003,27.527562499999988,-0.852023327782917,0.663859707631868,6,37.99592063043478,37.927912,36.579327,0.20635655231762742,0.9034279999999981,37.1074675,0.31506499999999704,0.0055836722629821235,14,14,44.881291000000004,1.2826086956521738,1.0387815652173906,0.5335169565217381,0.021739130434782608,3.234681042959707,0.06521739130434782,0.08695652173913043,-0.01073518306636278,5,0.5577204116692633,1.3644864864864885,0.8405370978280687,0.023003488152480604,0.867747795236384,0.03253611018688889,0.010226551450119964,0.8335721693382846,0.005963668347569177,0.0055836722629821235,44.02,92.99
14,9.968440836734693,9.921982,9.73852,10.157986,0.0007230516326530627,0.0015530218590222842,16,15,4.645228,5.429086,0.1378841637045667,0.032569062724728766,0.12464300000000006,-0.18672918032778638,-0.179266936719773,26.459918,29.225490000000008,-0.8451454496938775,0.6721399766119054,2,37.994208040816325,38.10372,36.601081,0.17825901282810525,0.9294299999999964,37.137246,0.23676899999999534,0.004815468186556446,13,12,45.156206,1.163265306122449,0.9762056530612243,-0.31559163265306217,0.0,3.2558630122795815,0.08163265306122448,0.08163265306122448,-0.015241997851772182,7,0.4817811157516358,1.3833432432432429,0.7900153231809653,0.03411770105102844,0.8728139927217295,0.032569062724728766,0.009807823686587407,0.8443848133842184,0.0064985498160809495,0.004815468186556446,44.46,93.88
15,10.062714083333333,10.054854500000001,9.85726875,10.221791,0.004528070560138948,0.060385023792740286,15,14,4.75148,5.456631,0.4452150847864469,0.034849163836832085,0.1516575,-0.33234088987514837,-0.4892331898115807,26.392157,28.92294050000001,-0.9011529381241857,0.776322534038403,5,38.169947604166666,38.296959,36.81620325,0.1892312971882633,0.9523820000000001,37.044067749999996,0.18360049999999717,0.005120011787109969,16,15,44.710108500000004,1.1875,1.210794958333334,0.627140833333332,0.08333333333333333,3.5126403746048718,0.08333333333333333,0.125,0.44723053728070217,6,0.5114359383466575,1.3127081081081173,0.8181484223553609,0.028878597897992686,0.8559862940139606,0.034849163836832085,0.008327007300421164,0.8461666269266028,0.006019092016729357,0.005120011787109969,46.9,91.08
16,10.050998145833333,10.0312895,9.788686,10.28384575,0.003706823545375602,0.023972029927496336,14,15,4.561242,5.271762,-0.27001532100711556,0.029014062840059772,0.12352000000000007,0.06010699509749889,-0.7023278759191696,26.5222725,27.319793750000002,-0.8362339934324795,0.6806813521529012,3,38.20069470833334,38.3155085,36.70646575,0.1718078831834405,0.7152239999999992,37.156339,0.2369022500000071,0.004639825442907499,15,13,44.842438,1.2291666666666667,1.1717406458333333,0.5099814583333329,0.14583333333333334,2.8988166338271877,0.020833333333333332,0.0625,0.5281439692982454,4,0.4643456302255149,0.9861135135135196,0.7606731939432175,0.0403112048572058,0.8747410973938574,0.029014062840059772,0.009550669941243388,0.8507006053830108,0.005942875793159564,0.004639825442907499,44.22,95.14
17,9.977756818181819,9.927834,9.767945000000001,10.20344475,-0.006622629880197312,0.0777801903873812,10,11,4.695071,5.501706,0.6296689325215824,0.03633663096456001,0.08593474999999984,-0.3865629330854619,0.36830792443023785,26.4411885,28.81390675,-1.0431486467935165,0.793480025587016,4,38.07506574999999,38.2270015,36.79550225,0.15866281759311188,0.6975970000000018,37.058782,0.20078250000000253,0.00429148891398499,12,13,45.073614500000005,1.2727272727272727,1.1035575454545459,-0.22243181818181776,0.09090909090909091,3.6228674173298288,0.06818181818181818,0.13636363636363635,0.1975414473684203,5,0.42881842592732944,1.0190729729729748,0.7762929904911916,0.03387834078582096,0.8487438918126765,0.03633663096456001,0.007624192086567361,0.8621802575757824,0.004961645975780783,0.00429148891398499,45.87,92.88
18,9.945897808510637,9.92038,9.763501999999999,10.115625999999999,-0.001881462187789088,0.009633109539287954,12,14,4.640881,5.30257,-0.06352665572803863,0.034895224873023066,0.10164200000000023,0.5497182595762251,0.703122017203849,26.569014,32.02121699999998,-0.9912892497687329,0.76971850269781,2,38.107681659574475,38.057254,36.562718000000004,0.21284500721946756,0.9147269999999992,37.198346,0.2849120000000056,0.0057461922054816835,14,14,45.031147,1.2127659574468086,1.0666291489361703,-0.5410219148936168,0.0,3.4750329059557017,0.0851063829787234,0.2127659574468085,0.2833727883538635,6,0.5752567762688312,1.3239864864864808,0.8041843432501272,0.028192535288891655,0.8582047460373773,0.034895224873023066,0.009708463225757042,0.8393746514951989,0.005661385619663439,0.0057461922054816835,46.36,92.31
19,9.961191583333333,9.9894985,9.7722795,10.151266750000001,0.0027311109422492453,0.01850513102440686,13,14,4.694872,5.457489,0.6059256706624054,0.030657305727773646,0.12235025000000022,-0.06617074426266556,-0.6652025311401233,26.3042435,30.399569750000012,-0.8868227227529311,0.7170864701621561,4,37.81427204166666,37.866729,36.563088,0.16704058453220644,0.7207150000000055,37.13131325,0.2601922499999958,0.004515574256834265,15,15,45.0433955,1.2291666666666667,0.8221698125,-0.3880841666666672,0.125,3.0701334089655816,0.0625,0.08333333333333333,-0.48875778508771833,7,0.45146103927623366,1.0092513513513581,0.7950989240082001,0.03169491100100861,0.8834835272018294,0.030657305727773646,0.008534832579876469,0.867086426994552,0.00530055095558657,0.004515574256834265,44.95,89.99
20,9.978779808510637,9.969788,9.8048225,10.167499,0.0017576056891766988,0.006706965364248546,12,12,4.683275,5.305841,-0.45263957163517354,0.03353994149255264,0.11782649999999983,0.40494671277329686,-0.2777396713417093,26.52816,29.52176449999999,-0.9373944915587419,0.7632840073085246,6,37.696992212765956,37.963941,36.6426425,0.20607434823446125,0.9866150000000005,37.117708,0.22690750000000293,0.005569724533771678,14,12,45.219042,1.1914893617021276,0.6979724255319139,-0.21220191489361662,0.0851063829787234,3.357209502131473,0.06382978723404255,0.1276595744680851,-0.7973889137737985,5,0.5569576979309763,1.3479216216216199,0.7809922082652637,0.03417264741346298,0.8486411160033,0.03353994149255264,0.009170744576080884,0.8316444714830556,0.006592284000679686,0.005569724533771678,43.71,94.67
21,10.094241541666667,10.122174999999999,9.9411175,10.308595749999999,0.0014366959400781499,0.005041613627756479,15,15,4.581118,5.429179,0.08958053514550927,0.03855427471513065,0.13172950000000028,-0.3649408641440426,0.30523240600514745,26.292983999999997,28.622768250000007,-0.9278577799066435,0.7668097332350791,5,37.61555847916666,37.7421265,36.25290525,0.14007013397483678,0.5421460000000025,37.106134250000004,0.23508775000000526,0.00378883079743412,11,12,45.4033125,1.1458333333333333,0.646334604166666,0.9424154166666673,0.08333333333333333,3.8223344258756136,0.16666666666666666,0.08333333333333333,-1.011688212719299,5,0.37856792966172104,0.7809378378378387,0.7831313061227964,0.03628307328399727,0.8445909160016727,0.03855427471513065,0.00734919134662548,0.8866475219897048,0.003910528501720711,0.00378883079743412,44.99,90.4
22,10.02507385106383,9.987914,9.8562735,10.2102115,-9.347097594819362e-05,2.2044807523925865e-05,12,14,4.522653,5.333267,-0.3519530910330631,0.03693211788169059,0.08771800000000018,0.659858320416488,0.9270729445092254,26.294853,27.489179999999976,-0.8581619537465306,0.661533257462544,6,37.830357106382976,37.507387,36.5097195,0.15946066173460471,0.6801599999999937,37.111382,0.23817999999999984,0.004310304885563229,17,15,44.91431,1.2127659574468086,0.8351407659574464,0.25073851063829866,0.06382978723404255,3.6856306616104075,0.10638297872340426,0.10638297872340426,-0.4464286674132142,3,0.4309747614448775,0.9999324324324232,0.8072186067200344,0.028109365090824675,0.8515377821697735,0.03693211788169059,0.00862813425558723,0.8759420990893337,0.004651919347486343,0.004310304885563229,46.58,93.95
23,10.01077382352941,10.006898,9.867689,10.1592315,-0.0038991557466063324,0.04292907546209258,15,15,4.581081,5.364172,-0.2715543709457391,0.03537894732340814,0.08438049999999997,0.04221281322733774,0.7321927868127229,26.644681,27.02870199999998,-0.7956520036199095,0.7026591557453188,5,37.72196374509803,37.980077,36.468827000000005,0.17987822494135242,0.7304120000000012,37.0794165,0.26511099999999743,0.004869313711508919,16,18,45.020957,1.1372549019607843,0.7807774509803925,0.10773823529411723,0.058823529411764705,3.5322938148825123,0.09803921568627451,0.058823529411764705,-0.7316743550051595,7,0.48615736470635784,1.2982594594594605,0.7975746830702646,0.030498846319235617,0.8609718510057472,0.03537894732340814,0.00888398784521341,0.8480341559219634,0.006224218096683963,0.004869313711508919,43.82,91.93
24,10.000223739130433,10.0222185,9.8562935,10.220421,0.0008949255627505451,0.0016868676589119084,13,11,4.796905,5.443493,0.37967047593241765,0.0296518675002229,0.10138550000000013,0.1481442479669023,-0.04703071021632432,26.476879500000003,27.06402699999998,-0.8946024835029296,0.6972588677678602,4,37.64895047826088,37.668313999999995,36.16599875,0.21052862608142364,0.9306300000000007,37.0551795,0.24171675000000192,0.005696696184561474,11,12,45.077696,1.1956521739130435,0.6926833260869565,0.0022373913043454347,0.10869565217391304,2.9828834873389587,0.043478260869565216,0.13043478260869565,-0.9238145308924494,3,0.5689962867065503,1.2896810810810786,0.7753610221117774,0.03485215470101147,0.8896085082562037,0.0296518675002229,0.007667592631003006,0.8426273663647718,0.006229170239450091,0.005696696184561474,45.14,91.6
25,9.9853998,10.032602,9.777137,10.210054,0.0029858648221343883,0.016878969959396545,13,11,4.645867,5.318037,0.13663508601154414,0.0328133592041152,0.10188599999999992,-0.7852042571434199,0.12387452281075717,26.244496,26.978320000000025,-0.9734647859025033,0.7460423371270757,3,38.18208042222222,38.201714,36.735639,0.1818252430983237,0.9284859999999995,37.06373,0.22270400000000024,0.004918943591718252,12,11,44.864473,1.2222222222222223,1.217793333333333,-0.1460020000000005,0.13333333333333333,3.268959902600659,0.06666666666666667,0.06666666666666667,0.4791590058479529,6,0.4914195759414154,1.3836054054053961,0.7766790568566835,0.03517498609655573,0.8567824615927708,0.0328133592041152,0.008724624543861028,0.8514601283332498,0.005988919664163014,0.004918943591718252,44.27,91.77
26,10.03977584090909,10.0622325,9.8314925,10.1835205,-0.002094699718111354,0.010990589418008918,12,11,4.645683,5.362512,0.09475997611484535,0.0362268026924572,0.10364550000000028,0.32862698441428817,0.6984349143822204,26.506256999999998,26.093170000000015,-0.9140699690627204,0.6827847246113673,3,38.048711613636364,37.9348065,36.65915575,0.18044411951887715,0.7260380000000026,37.14836225,0.28045074999999997,0.004875640380106372,9,11,44.909399,1.2954545454545454,1.0393947954545455,0.3977584090909088,0.045454545454545456,3.603019884624152,0.13636363636363635,0.06818181818181818,0.12818845693779898,4,0.48768680951047866,1.139629729729736,0.7902432526139043,0.029528934688782062,0.8474155365553337,0.0362268026924572,0.010049921587895274,0.8538049260925171,0.0061770269348268144,0.004875640380106372,44.69,94.35
27,10.026530083333332,10.0658515,9.84189825,10.20598275,0.0010416960486322173,0.0037604773083197026,12,11,4.645197,5.383109,0.1619800168258964,0.03524138227560244,0.13299649999999996,-0.2604135491028143,-0.6130994987835323,26.436194,28.16545825000003,-0.8584438417281807,0.6811075646775546,4,38.05434195833333,37.688297500000004,37.07012425,0.18508333663140203,0.8442000000000007,37.09232575,0.23766849999999806,0.005007849636922366,12,15,44.9053765,1.2291666666666667,1.0956970208333328,0.2653008333333329,0.020833333333333332,3.5194787441509474,0.041666666666666664,0.041666666666666664,0.14300515350877094,6,0.5002252341389244,1.3820972972972931,0.8230230503545408,0.022173060772636217,0.86028192917001,0.03524138227560244,0.009101055467352445,0.8527182476297596,0.005619208641700729,0.005007849636922366,45.54,88.05
28,9.97395301923077,9.9805305,9.778359,10.15734275,0.0017394395543413276,0.011572335243102066,16,17,4.603483,5.361209,-0.2824486818536893,0.03265140687008446,0.14191199999999982,0.4146119112972708,-0.5553013075579467,26.378085499999997,29.760578750000036,-0.7749234891146589,0.636593335121817,3,38.13272505769231,38.621877,36.7479785,0.18926967582310988,0.7004579999999976,37.10015225,0.23557525000000368,0.005115336735404914,16,15,45.334402999999995,1.1346153846153846,1.1322917307692308,-0.260469807692308,0.019230769230769232,3.2882915768127083,0.057692307692307696,0.07692307692307693,0.3492764676113363,7,0.5115396643867834,0.999724324324322,0.8057474643396298,0.029597765116853726,0.8633205321147861,0.03265140687008446,0.008614336674026998,0.8509717778848216,0.0057054751726272925,0.005115336735404914,45.11,92.39
29,9.995222541666665,10.015381000000001,9.79753425,10.18134875,0.0037334414893616967,0.055468070919833044,12,12,4.690529,5.254046,-0.2172498327988261,0.027596166341103293,0.1491207499999998,0.3933013376571719,-0.8412824228147322,26.4770195,32.275289249999986,-0.9140993127985239,0.7178002157690077,4,38.2390876875,38.051236,37.0095305,0.16517004556142129,0.633351999999995,37.109953250000004,0.22403025000000554,0.004466684540446966,14,11,44.7647485,1.1875,1.2608672500000002,-0.047774583333332434,0.0,2.7640761515942462,0.020833333333333332,0.1875,0.6291781249999998,7,0.44640552854438187,0.856432432432426,0.8424561270279226,0.02286924041061209,0.881123349980709,0.027596166341103293,0.0077009895107012045,0.868578630733774,0.0048098406024973004,0.004466684540446966,43.16,92.34
30,10.041190829787237,10.095865,9.880132,10.1923225,0.004228853723404254,0.05123405061683552,15,13,4.70891,5.45797,0.10709244365924438,0.03379807320116698,0.11222349999999981,0.3524861339722016,0.5217658164438643,26.297154,28.335938999999996,-0.8739324439176689,0.681651567640636,4,37.797793978723405,37.77588,36.386579999999995,0.17700521087220047,0.8509329999999977,37.070293,0.21228599999999886,0.004788798301292125,14,13,45.230341,1.1914893617021276,0.835449829787235,0.4119082978723412,0.02127659574468085,3.414362311953824,0.0851063829787234,0.1276595744680851,-0.5321211086226191,5,0.4783924618167581,1.363459459459462,0.8036226346166208,0.028939118123783966,0.859557934740194,0.03379807320116698,0.009479717382095293,0.8619702791695223,0.0049042019011154596,0.004788798301292125,44.9,93.13
31,9.979113680000001,10.0309345,9.808384,10.137469000000001,0.0026685835294117657,0.022786809809302696,15,16,4.715449,5.419027,0.7917661320814601,0.03093711333897448,0.10871349999999946,-0.22932765938106345,0.03409145337100972,26.444277,29.615961000000027,-0.8647766525330133,0.7107244427028117,6,37.7423737,37.799347499999996,36.2652925,0.1805918580670736,0.7589790000000036,37.0982135,0.21174500000000052,0.004882873514396655,13,12,44.95852,1.18,0.7576233200000004,-0.20886319999999933,0.04,3.090297175943585,0.06,0.16,-0.6779639473684195,3,0.4880861028839827,1.352932432432435,0.7931811691822287,0.03300560523733661,0.8757243583372305,0.03093711333897448,0.009875884238573579,0.8556676267184623,0.0056985927076583405,0.004882873514396655,46.14,92.11
32,9.996354456521738,9.983908,9.807549250000001,10.1795075,-0.002879265309898237,0.020406529104190847,14,14,4.737296,5.355847,0.4256042620754827,0.03424387371375303,0.1187609999999999,-0.024364780373627704,-0.3360345929800368,26.567878,30.395663249999984,-1.0013212904717852,0.7939292596697551,7,37.972424195652174,37.9973995,36.639387,0.1917673926631865,0.853781000000005,37.153844,0.28996649999999846,0.005182569991694174,17,13,45.282967,1.1521739130434783,0.9700502826086957,-0.03645543478260911,0.06521739130434782,3.4294576086492055,0.06521739130434782,0.10869565217391304,-0.07256790617848975,3,0.5182902504410446,1.2337648648648698,0.7882694507605805,0.03328458472637364,0.8585698635781625,0.03424387371375303,0.00865664255680549,0.8365228839433173,0.006208718766052168,0.005182569991694174,44.53,93.05
