Batch_ID,Flour_kg_mean,Flour_kg_min,Flour_kg_median,Flour_kg_num_peaks,Sugar_kg_mean,Sugar_kg_median,Sugar_kg_trend_slope,Sugar_kg_num_valleys,Yeast_kg_min,Yeast_kg_skewness,Yeast_kg_trend_r2,Yeast_kg_trend_pvalue,Yeast_kg_num_valleys,Salt_kg_std,Salt_kg_q75,Salt_kg_iqr,Salt_kg_cv,Salt_kg_trend_pvalue,Water_Temp_C_max,Water_Temp_C_median,Water_Temp_C_skewness,Water_Temp_C_kurtosis,Water_Temp_C_trend_r2,Mixer_Speed_RPM_mean,Mixer_Speed_RPM_median,Mixer_Speed_RPM_skewness,Mixer_Speed_RPM_trend_pvalue,Mixing_Temp_C_min,Mixing_Temp_C_skewness,Oven_Temp_C_mean,Oven_Temp_C_median,Oven_Temp_C_q25,Oven_Humidity_pct_max,Oven_Humidity_pct_range,Water_Temp_C_Mixing_Temp_C_correlation,Water_Temp_C_Oven_Temp_C_diff_mean,Mixing_Temp_C_Oven_Temp_C_diff_mean,Fermentation_Temp_C_Oven_Temp_C_diff_mean,rpm_per_kg_flour,Flour_kg_mean_deviation,Sugar_kg_max_consecutive_oot,Salt_kg_deviation_std,Mixer_Speed_RPM_mean_deviation,Fermentation_Temp_C_max_deviation,Oven_Temp_C_mean_deviation,Oven_Humidity_pct_out_of_tolerance_ratio,Sugar_kg_change_rate_std,Yeast_kg_change_rate_std,Salt_kg_volatility,Mixer_Speed_RPM_mean_change_rate,Final_Weight,Quality_Score
11,9.97860111554717,9.310736047,9.947453064,13,5.030602396490566,5.00162294,0.0013783475250766031,14,1.777524665,-0.2320183598629372,0.0006573613993831554,0.855398916840681,17,0.0482060237745945,1.034972505,0.06832879000000003,0.048099337132436436,0.850619040477465,28.0618249,26.28623757,0.08740396943682537,-1.1108941190886041,0.8662279554612696,150.66867630188676,152.4395745,-0.09953680172358677,3.51966727275466e-13,34.55486714,0.052175263893789785,179.95792904339623,180.0538852,179.2500651,47.20967997,4.228142400000003,0.9090491747381076,-153.54240312207546,-142.25122285452827,-142.93841305,15.099178187124574,-0.21398884452830255,2,4.8206023774594495,0.4457842012578624,1.1277955135135187,-0.02337275366876295,0.03773584905660377,0.029708183277119812,0.053433572758378525,0.048099337132436436,0.01171197809694242,44.25,91.82
12,9.95018679530909,9.411345212,9.888080864,14,5.001211404890909,4.967798367,-0.0018738037663780615,16,1.826698621,-0.18765881730242254,0.017206573691192,0.3397800494686518,16,0.04491304697162144,1.031854196,0.0666416030000001,0.04505130633779518,0.8296200893433759,28.24361321,26.53298972,-0.0974399826621422,-0.9768985849237355,0.9127991743024149,150.51437248181816,152.3492341,-0.14179897162365954,3.714015104656742e-15,34.48035613,-0.19914122109866664,179.8389778218182,179.7467787,179.2561369,46.1972281,3.0614979399999953,0.9210979967912183,-153.3816883910909,-141.92385449436364,-142.80968609636363,15.126788630016128,-0.4981320469090908,1,4.4913046971621435,0.3429149878787873,1.1525115945945987,-0.08945676565656642,0.0,0.031337823413508985,0.0426066713374262,0.04505130633779518,0.010864461284455021,44.97,94.27
13,10.090158767603773,9.53542509,10.06108874,14,5.023115326207548,5.02535412,-0.002192248221174003,17,1.838373385,0.48779374149057947,0.00869935462901493,0.5065128833477999,15,0.046390156856781925,1.032840291,0.06456635700000013,0.04659006843474052,0.8767058906028216,27.86811467,26.30055035,-0.00423088840313668,-1.0462774590571715,0.8800987361757762,151.23148066226415,151.9122015,-0.07631156337099387,6.698840925533936e-14,34.41300867,-0.030872964492125128,180.119017190566,180.1041334,179.5768906,47.70086647,4.905039860000002,0.8989987286252257,-153.74061308226416,-142.38517466415092,-143.1032627828302,14.988017943564909,0.9015876760377364,1,4.639015685678192,0.8209871081761007,1.2448281081080996,0.06612066142557661,0.05660377358490566,0.02743456533201753,0.0404270487184163,0.04659006843474052,0.011170978284585251,45.2,92.98
14,10.030754594526316,9.526645328,10.00885258,14,4.96502966654386,4.962837557,-0.0019849350979388135,18,1.858864571,0.012404171557987188,0.0022568660978397603,0.7256496971697417,17,0.04373136473220767,1.030616244,0.04928402899999995,0.043665717904110696,0.7944861427195906,28.09000975,26.59368191,-0.09609700422750105,-1.0814948332989867,0.8849936175062103,150.1345388649123,151.597524,-0.06203609775898056,8.52165979856019e-15,34.76047272,0.0273655250104024,180.08131446666667,180.0377265,179.497065,47.38209188,4.995360419999997,0.8971457540453416,-153.5946299445614,-142.19822288052632,-143.09245004105262,14.967422186446393,0.30754594526315815,1,4.373136473220766,0.0896925766081879,1.232915756756754,0.04517470370370347,0.07017543859649122,0.0268591456139661,0.026870427971359086,0.043665717904110696,0.010292611564924736,46.1,93.48
15,9.977746612571428,9.275047818,10.007134615,17,5.006525149196428,5.0069944060000005,0.0005960368253930249,15,1.847680701,0.14571119943049882,0.006276350017067761,0.5616477474593002,15,0.04336399639600656,1.02076753425,0.06622200749999996,0.04396759412831595,0.3150226691101573,28.26693742,26.355640875,0.1671552618272818,-0.8572038508662319,0.8594750341595108,150.70177077142858,151.4394935,-0.06301297610126742,2.324596284302846e-15,34.57879887,-0.07804011491734453,180.0509127,180.0478877,179.46865945,47.12981349,4.249935689999994,0.9047172376652529,-153.57896174089288,-142.0378929439286,-143.00500543821428,15.103788122014684,-0.22253387428571397,2,4.336399639600657,0.46784718095238087,1.3113976216216257,0.02828483333333324,0.03571428571428571,0.03990903818942053,0.030429346008985916,0.04396759412831595,0.011386710937326383,44.03,97.43
16,10.024514238142858,9.463858424,10.043265545,15,5.016387561803572,5.0070108575,0.0018953572253930298,13,1.801673441,0.16529106542070107,0.0020214445513731974,0.7421319853046663,17,0.04922947514390717,1.0312195532500001,0.06808226700000009,0.04925235164048946,0.541117284213869,27.99660614,26.37204919,-0.10907716287758511,-0.9405733120353901,0.8777174394492872,149.53336985178572,150.8021297,0.028830178498920767,2.514748261893419e-14,34.86934447,0.015202977680292315,179.95825112321427,179.94685375,179.57167385,46.7578269,4.30521924,0.9132341957419992,-153.48988153374998,-141.96839220375,-142.93311986875,14.91676966079987,0.24514238142857106,1,4.922947514390716,-0.3110867654761918,1.2899346756756853,-0.023193820436508552,0.017857142857142856,0.027580275842367708,0.04100410294327762,0.04925235164048946,0.010961872365817636,44.93,92.05
17,9.992703524678571,9.213952844,9.9998995075,15,4.971325448285715,4.9721949615,1.2990220779218976e-05,15,1.766922722,-0.37686180616275605,0.0002604239164956859,0.9060303803556887,14,0.045094464684173746,1.01588588375,0.046423922000000006,0.045476752667467396,0.5759302004796871,28.24640638,26.53678427,0.023453926941346327,-1.0152690718143045,0.907903465311986,150.61576145714284,152.87204755,-0.0916773077420746,2.4173961643784825e-14,34.9322474,0.2384400485930096,180.26840838571428,180.11020765,179.706514525,47.21341018,3.7505314,0.8981674539111729,-153.82633776839285,-142.37277812732142,-143.2470115180357,15.07257381199925,-0.07296475321428599,2,4.509446468417375,0.4105076380952378,0.9773965945945989,0.14911576984127,0.017857142857142856,0.029141299323864174,0.037545532618479295,0.045476752667467396,0.010610560816893407,44.51,94.52
18,9.991181579277779,9.27426961,10.007513209999999,17,5.0026296182962975,4.990346228,-0.000590672362035447,16,1.777220044,-0.10909841510026085,0.06754160174128783,0.05771681746485725,15,0.04464680443540211,1.023642799,0.07108199925000014,0.04519894529534326,0.20090767345312147,28.02190101,26.552345265,0.14002866353700838,-1.086164010156581,0.8748758790408552,150.56457728333334,152.17268595000002,-0.06608198692116145,1.119857085859182e-15,34.62256288,-0.023700223881967304,179.95056815,179.85665905000002,179.4028732,47.45868437,4.207397409999999,0.8758362926299682,-153.4608352025926,-142.06472133,-142.96603459537033,15.069746865136748,-0.08818420722222263,1,4.46468044354021,0.3763848555555561,1.1686990270270314,-0.027462138888888068,0.018518518518518517,0.03276504777067916,0.045839791135402805,0.04519894529534326,0.012178472250466898,45.99,93.39
19,9.959650693358489,9.392489106,9.926684429,14,4.981978599226415,4.985896261,0.0006052358532494744,15,1.854556614,0.1262362448508087,0.014986910480052164,0.3825115597094064,16,0.04428298193714329,1.030664051,0.05658859100000002,0.04432551184257306,0.059397875023223544,28.07225742,26.39053323,-0.0027180080008810522,-1.0564720577562927,0.8754265370541299,150.44036781320756,151.9751302,-0.038576232583069525,2.7341983297768697e-14,34.774729,-0.06686917868319711,180.04430805660377,180.0385131,179.5601089,47.47508491,4.716824520000003,0.9288888594733048,-153.5642633575472,-142.25819756075472,-143.0351860771698,15.104984345839306,-0.4034930664150942,1,4.42829819371433,0.2935785421383648,1.250811405405401,0.02461558700209685,0.07547169811320754,0.030758332775172828,0.03358767475471617,0.04432551184257306,0.010577539962642253,45.1,92.35
20,9.915874644367346,9.366795746,9.876357394,14,5.008693670102041,5.034147422,0.001714806488367352,13,1.806789554,-0.20867207023355747,0.00015785355275039687,0.9317201866582704,13,0.04535275100759095,1.025117511,0.04807756299999988,0.045495627941771054,0.5240154663287337,28.02262982,26.5158805,-0.013622433145229837,-0.8140440056702278,0.8770015481901368,150.5120591979592,152.9645551,-0.11259254259563807,1.5172569077020053e-15,35.06430627,0.1432440570631924,179.908523555102,179.7835462,179.1055558,46.50901538,2.714900120000003,0.8812224214640119,-153.42270236326527,-142.0279895744898,-142.93035664571428,15.178898946998759,-0.8412535563265321,1,4.535275100759096,0.34137279863945724,1.301435054054058,-0.05082024716553342,0.0,0.03308139735256783,0.0431861177234628,0.045495627941771054,0.01186434693167335,43.71,94.35
21,10.041586341634614,9.417396326,10.038099155000001,20,4.996040047019231,5.0011960545,1.1002503671131353e-05,17,1.776335485,0.018815745047387696,0.0018163938327562306,0.7641797252429777,11,0.046695526151325925,1.0465683095,0.066906138,0.046294479872119494,0.9787764453114357,28.31111019,26.60073239,-0.11127109462596219,-0.7603350666091897,0.9094273392190302,150.1078118269231,151.34929699999998,0.007921567879812363,9.169447858847617e-16,35.01403439,-0.06547689794671238,179.96375335384616,179.97478495000001,179.183175175,46.91528277,4.229446749999994,0.9133284255691879,-153.39683009499998,-141.87411679653846,-142.94578468730768,14.948615360159108,0.41586341634615387,1,4.669552615132592,0.07187455128204973,1.328110513513517,-0.020137025641025617,0.038461538461538464,0.03140566297587678,0.03857953465500717,0.046294479872119494,0.01178905915160377,44.81,92.32
22,9.959057344607842,9.378319199,9.957375924,16,4.943853699313726,4.927942898,-0.0005873059352941161,13,1.835679723,0.24132837257221496,0.0003449631455352667,0.8970713188779191,15,0.04345541281400663,1.034187529,0.06304657749999998,0.04338192304273823,0.9482620743369824,27.94983161,26.49702565,-0.07817902600585183,-0.9829683183980205,0.9105855405149047,150.47597270588236,151.3958885,-0.08467399367422176,1.7708608276481156e-14,34.38732079,-0.33693718144021684,180.10092039803922,180.1356032,179.41199790000002,47.58719824,4.374564819999996,0.9105187350077562,-153.66592354098037,-142.22252405274511,-143.10471868568627,15.109459409564996,-0.4094265539215689,1,4.3455412814006635,0.31731513725490285,1.1553526756756776,0.05606688779956439,0.0392156862745098,0.030037618807839023,0.033059890877026536,0.04338192304273823,0.010897570206372314,45.68,94.44
23,9.987055214458332,9.389036817,10.026590385,13,4.996901696291666,4.9770320115,-5.115997416413287e-05,15,1.785229676,0.19264567901760993,0.008568149480425412,0.5314819675388384,13,0.03794279786502353,1.0271435805000002,0.05194589775000025,0.03791960121731182,0.5272924234082743,28.16249509,26.480008405,0.19268038087471914,-0.6865317639510904,0.8699424642333129,149.88740570208333,149.5602375,0.030593087030738177,2.5708567118228173e-15,34.89765536,-0.007358469560806512,179.96312618541666,179.83569305,179.166950575,47.35506813,3.8307468799999995,0.8209710902020719,-153.3598324725,-141.81024380416667,-142.97255698,15.008168322238797,-0.12944785541666748,1,3.794279786502353,-0.07506286527777878,1.195674702702697,-0.020485452546296357,0.041666666666666664,0.028409225667626103,0.04546001215191937,0.03791960121731182,0.011671302607662477,43.67,93.84
24,10.117010640456522,9.553436608,10.12066943,12,5.010812642913043,5.0399491655,-0.00014707093185322556,12,1.817694588,0.1174673352712903,0.05781039339347968,0.10749355777469116,12,0.03978263171074141,1.022346025,0.043747507000000074,0.03974275188524094,0.6465854513604159,28.04209263,26.63003418,-0.0254691245353895,-1.1597308220674818,0.9016235374072175,149.92824333913043,149.99464160000002,0.030820179690285505,1.693773022837739e-17,34.80567051,-0.03655760963982613,180.08326685434784,180.15566925000002,179.237811625,46.89918532,4.143108830000003,0.9017775222812713,-153.46708435478263,-142.0923593532609,-143.10034649282608,14.819421335743998,1.1701064045652168,1,3.9782631710741416,-0.04783777391304272,1.0610243243243185,0.04625936352656984,0.043478260869565216,0.03984177019898088,0.033391744970743015,0.03974275188524094,0.012180243479124152,45.17,92.78
25,9.981374131458333,9.390452933,10.008496444999999,13,5.007347880895833,4.9731445455,-0.0037631564759552753,14,1.792359754,-0.3908387078713095,0.04315942873522917,0.15651339449701968,14,0.04134227794419387,1.023438635,0.04648812775,0.04120051999827775,0.40413765657983247,28.02527651,26.69546869,-0.33472375732108134,-0.3734637549511901,0.8368205693794281,149.69498396666668,150.0826704,0.009628043127068248,6.529734818663066e-15,35.2015866,0.048165161963590886,179.75593805833333,179.78027029999998,179.134412075,47.02195615,4.181522829999999,0.8934590279817116,-153.17260158291666,-141.84736853354167,-142.72417662875,14.997432417133075,-0.18625868541666626,2,4.134227794419386,-0.20334402222222067,1.1506119999999953,-0.13558996759259198,0.0625,0.0306489913976499,0.04061899715696561,0.04120051999827775,0.012897187796894052,44.65,93.47
