Batch_ID,Flour_kg_mean,Flour_kg_q25,Sugar_kg_mean,Sugar_kg_q75,Yeast_kg_std,Yeast_kg_min,Yeast_kg_q75,Yeast_kg_iqr,Yeast_kg_skewness,Yeast_kg_kurtosis,Yeast_kg_cv,Salt_kg_std,Salt_kg_cv,Salt_kg_num_peaks,Water_Temp_C_min,Water_Temp_C_range,Water_Temp_C_num_peaks,Mixer_Speed_RPM_q25,Mixer_Speed_RPM_cv,Mixer_Speed_RPM_trend_pvalue,Mixer_Speed_RPM_num_peaks,Mixing_Temp_C_num_valleys,Fermentation_Temp_C_iqr,Fermentation_Temp_C_trend_r2,Oven_Humidity_pct_trend_r2,Oven_Humidity_pct_trend_pvalue,Water_Temp_C_Mixing_Temp_C_diff_mean,Mixing_Temp_C_Fermentation_Temp_C_correlation,Mixing_Temp_C_Oven_Temp_C_diff_mean,Flour_kg_mean_deviation,Sugar_kg_mean_deviation,Sugar_kg_out_of_tolerance_ratio,Sugar_kg_max_consecutive_oot,Yeast_kg_deviation_std,Salt_kg_deviation_std,Salt_kg_out_of_tolerance_ratio,Salt_kg_max_consecutive_oot,Water_Temp_C_max_deviation,Water_Temp_C_out_of_tolerance_ratio,Mixer_Speed_RPM_max_consecutive_oot,Oven_Temp_C_max_consecutive_oot,Yeast_kg_stability,Yeast_kg_mean_change_rate,Yeast_kg_change_rate_std,Yeast_kg_volatility,Salt_kg_volatility,Mixer_Speed_RPM_volatility,Fermentation_Temp_C_stability,Oven_Temp_C_mean_change_rate,Oven_Temp_C_change_rate_std,Final_Weight,Quality_Score
11,9.97860111554717,9.77472989,5.030602396490566,5.170565303,0.1138279287532835,1.777524665,2.105257964,0.1311788180000002,-0.2320183598629372,-0.4370816118386607,0.05607249922569148,0.0482060237745945,0.048099337132436436,16,24.62697071,3.434854190000003,9,134.9513562,0.09956960838857858,3.51966727275466e-13,6,9,0.25524457999999584,0.0028301915077184213,0.0037257858008822413,0.6641568081222615,-11.29118026754717,0.05283488584228371,-142.25122285452827,-0.21398884452830255,0.6120479298113207,0.07547169811320754,2,5.691396437664175,4.8206023774594495,0.1509433962264151,2,7.06803505660378,0.07547169811320754,20,1,0.9010938400678762,0.07131370965015887,0.053433572758378525,0.05607249922569148,0.048099337132436436,0.09956960838857858,0.8522963541524898,0.0067421616226390445,0.00443993770545232,44.4,95.63
12,9.95018679530909,9.767019186999999,5.001211404890909,5.128657855,0.11178421538660968,1.826698621,2.1242622349999998,0.16282924349999983,-0.18765881730242254,-0.952502956721391,0.054949804093462014,0.04491304697162144,0.04505130633779518,18,24.73981028,3.503802929999999,9,136.00684719999998,0.09585792383589654,3.714015104656742e-15,5,9,0.2471858700000027,2.928609599104152e-08,0.007768489352081214,0.5222441143303469,-11.457833896727271,0.03534460034443359,-141.92385449436364,-0.4981320469090908,0.024228097818181984,0.07272727272727272,1,5.589210769330484,4.4913046971621435,0.03636363636363636,1,6.642225358490565,0.10909090909090909,20,1,0.9034116188387543,0.062314222477449936,0.0426066713374262,0.054949804093462014,0.04505130633779518,0.09585792383589654,0.8593774324366432,0.005015286493600562,0.0038316678703751283,44.86,96.09
13,10.090158767603773,9.949910073,5.023115326207548,5.125787822,0.09593596922866693,1.838373385,2.061942457,0.12565205999999973,0.48779374149057947,-0.2317488446374676,0.04794924029234251,0.046390156856781925,0.04659006843474052,16,24.97175938,2.896355289999999,8,137.1239733,0.09635297721025811,6.698840925533936e-14,4,9,0.230423370000004,0.005227247490708336,0.01465424496845809,0.38788532419554755,-11.355438418113206,0.03086459240053444,-142.38517466415092,0.9015876760377364,0.4623065241509434,0.11320754716981132,1,4.7967984614333465,4.639015685678192,0.09433962264150944,2,5.76694573584905,0.03773584905660377,20,1,0.9214643677622251,0.0523554177627518,0.0404270487184163,0.04794924029234251,0.04659006843474052,0.09635297721025811,0.8575299627238394,0.005785086350038747,0.004644524053111278,44.94,94.26
14,10.030754594526316,9.811146403,4.96502966654386,5.084328782,0.07679427066976661,1.858864571,2.082491898,0.11751268699999984,0.012404171557987188,-0.37472417187948626,0.03779142524471488,0.04373136473220767,0.043665717904110696,13,24.56152613,3.5284836199999994,13,135.6488388,0.09658907198505241,8.52165979856019e-15,7,12,0.2882108500000058,0.013610369408571282,0.0335697385756873,0.172498885844407,-11.396407064035088,0.06969547533554285,-142.19822288052632,0.30754594526315815,-0.699406669122807,0.03508771929824561,1,3.83971353348833,4.373136473220766,0.07017543859649122,1,7.314995735849054,0.07017543859649122,21,1,0.9368888829189648,0.0353346182477648,0.026870427971359086,0.03779142524471488,0.043665717904110696,0.09658907198505241,0.8343247963464946,0.0059451270972739004,0.004892415882624547,45.12,95.41
15,9.977746612571428,9.789206029999999,5.006525149196428,5.1229760532499995,0.0885942529904785,1.847680701,2.05908411525,0.12287919175000006,0.14571119943049882,-0.9043633707033658,0.04427280526247762,0.04336399639600656,0.04396759412831595,16,24.93503903,3.3318983900000028,10,137.29543725000002,0.09626197735129817,2.324596284302846e-15,6,11,0.28142236999999426,0.03670503486682548,0.01138003306089433,0.4339025864526703,-11.541068796964284,0.09177207004690192,-142.0378929439286,-0.22253387428571397,0.1305029839285716,0.14285714285714285,2,4.429712649523926,4.336399639600657,0.07142857142857142,2,6.6676883773584965,0.05357142857142857,19,0,0.9307022268763095,0.042574366835252196,0.030429346008985916,0.04427280526247762,0.04396759412831595,0.09626197735129817,0.8405206674955475,0.005679775027131029,0.003902641421157489,44.84,91.46
16,10.024514238142858,9.83441467675,5.016387561803572,5.1272903275,0.10128110594798416,1.801673441,2.077134884,0.15843839324999998,0.16529106542070107,-1.0118180640813077,0.050748704321658206,0.04922947514390717,0.04925235164048946,15,24.45221932,3.5443868199999997,11,135.324849275,0.10046428278205242,2.514748261893419e-14,6,12,0.2729775425000014,0.0018259370751065802,0.0011678101069300746,0.8025608456356204,-11.52148933,0.09830078397612103,-141.96839220375,0.24514238142857106,0.32775123607143,0.07142857142857142,1,5.064055297399208,4.922947514390716,0.07142857142857142,1,7.727474264150939,0.03571428571428571,20,1,0.9128631350978,0.056082163574107516,0.04100410294327762,0.050748704321658206,0.04925235164048946,0.10046428278205242,0.8337951605574873,0.005573150343697529,0.004352402619466116,44.88,93.86
17,9.992703524678571,9.838791834,4.971325448285715,5.1226991985,0.0880014468610274,1.766922722,2.052670895,0.10843319824999997,-0.37686180616275605,0.5062029565859718,0.04399718888806047,0.045094464684173746,0.045476752667467396,15,24.86303469,3.3833716900000006,10,135.27261075,0.09712512557360199,2.4173961643784825e-14,6,12,0.28268540999999914,0.008012625478272415,0.004076402025810848,0.6401519743084059,-11.45355964107143,-0.12091295598172186,-142.37277812732142,-0.07296475321428599,-0.5734910342857136,0.08928571428571429,2,4.40007234305137,4.509446468417375,0.125,2,6.59021275471698,0.10714285714285714,20,2,0.9233241842562387,0.04892032124577038,0.037545532618479295,0.04399718888806047,0.045476752667467396,0.09712512557360199,0.8560341158832948,0.005597280132030634,0.004382296388289453,45.16,94.33
18,9.991181579277779,9.713532078,5.0026296182962975,5.12072174375,0.09394570168292442,1.777220044,2.0594708455,0.13755301949999987,-0.10909841510026085,-0.60335150895241,0.04700750258956915,0.04464680443540211,0.04519894529534326,14,25.04434038,2.9775606299999993,13,134.526053725,0.0996449085289826,1.119857085859182e-15,6,9,0.2241778624999995,0.017680195507381667,0.018793495603114576,0.3229068017265777,-11.396113872592593,0.10996228284332463,-142.06472133,-0.08818420722222263,0.05259236592592603,0.1111111111111111,1,4.697285084146221,4.46468044354021,0.05555555555555555,1,5.743022679245286,0.018518518518518517,20,1,0.9167407600706093,0.056124360988376185,0.045839791135402805,0.04700750258956915,0.04519894529534326,0.0996449085289826,0.8459585324557276,0.006218133384204869,0.004026270714828827,43.12,96.17
19,9.959650693358489,9.782344509,4.981978599226415,5.09694035,0.0728320011841427,1.854556614,2.059277155,0.09213087700000022,0.1262362448508087,0.02793283563252924,0.03621069754525122,0.04428298193714329,0.04432551184257306,14,24.92864758,3.14360984,11,134.0459934,0.10010208135486723,2.7341983297768697e-14,5,8,0.235832809999998,0.044175948587662696,0.0029475842187378924,0.6994156360915028,-11.306065796792456,-0.168907693118884,-142.25819756075472,-0.4034930664150942,-0.360428015471698,0.07547169811320754,1,3.641600059207135,4.42829819371433,0.05660377358490566,1,5.933046867924527,0.05660377358490566,19,1,0.9341673142103624,0.044360261099264976,0.03358767475471617,0.03621069754525122,0.04432551184257306,0.10010208135486723,0.8509980508742632,0.0053144370875024705,0.0040403514771210555,43.96,89.9
20,9.915874644367346,9.76923142,5.008693670102041,5.134032057,0.08608323432081359,1.806789554,2.068439352,0.11700789600000006,-0.20867207023355747,-0.05427411443127372,0.04293390393601306,0.04535275100759095,0.045495627941771054,15,24.77732148,3.2453083399999976,10,134.7658633,0.09864451629900173,1.5172569077020053e-15,4,11,0.21516866999999706,0.00032852242665397103,0.037014331078050425,0.18537598814034778,-11.39471278877551,-0.06923873571647957,-142.0279895744898,-0.8412535563265321,0.17387340204081636,0.08163265306122448,1,4.30416171604068,4.535275100759096,0.08163265306122448,1,6.500673660377354,0.04081632653061224,18,1,0.9313676321086566,0.045749443747459394,0.0431861177234628,0.04293390393601306,0.045495627941771054,0.09864451629900173,0.8387907605255119,0.007558629006738531,0.004398527074184207,45.39,90.56
21,10.041586341634614,9.8735921115,4.996040047019231,5.0802118345,0.0988104371355246,1.776335485,2.0576305982500003,0.15685208200000034,0.018815745047387696,-0.953397772446146,0.0498170142160624,0.046695526151325925,0.046294479872119494,13,24.6139717,3.6971384900000004,10,135.153290625,0.09578067320334707,9.169447858847617e-16,6,11,0.2862678174999971,0.019371981799410288,1.365805855016926e-05,0.9792556051638804,-11.522713298461541,-0.09373847387417425,-141.87411679653846,0.41586341634615387,-0.07919905961538329,0.038461538461538464,1,4.940521856776231,4.669552615132592,0.07692307692307693,1,7.117087924528301,0.1346153846153846,18,1,0.9251045505283879,0.04711433184881004,0.03857953465500717,0.0498170142160624,0.046294479872119494,0.09578067320334707,0.83720465096114,0.007602553681056663,0.004827252712319826,45.23,92.65
22,9.959057344607842,9.808866498,4.943853699313726,5.048520213,0.08223360470135146,1.835679723,2.058401999,0.11429300999999992,0.24132837257221496,-0.5652431906438786,0.041061332399079824,0.04345541281400663,0.04338192304273823,16,24.70115193,3.2486796799999986,9,135.76107115,0.0961396301377647,1.7708608276481156e-14,5,8,0.21332684500000454,0.001968641935788046,0.001100561380340351,0.8172332512517576,-11.443399488235293,0.04317469196777566,-142.22252405274511,-0.4094265539215689,-1.1229260137254884,0.09803921568627451,1,4.111680235067573,4.3455412814006635,0.058823529411764705,1,6.7881059245282955,0.058823529411764705,17,1,0.9293416881943385,0.04726807370237895,0.033059890877026536,0.041061332399079824,0.04338192304273823,0.0961396301377647,0.8642237977451642,0.006140041404246539,0.004372795631551285,44.89,96.38
23,9.987055214458332,9.84047884775,4.996901696291666,5.07088241075,0.08373233799178394,1.785229676,2.0443797742500003,0.10939157425000023,0.19264567901760993,0.3111589542008799,0.0421802572851154,0.03794279786502353,0.03791960121731182,12,24.97570867,3.1867864200000007,6,134.26316805,0.09980570832522259,2.5708567118228173e-15,5,9,0.27211049499999973,0.02600416393056473,0.043915410405096965,0.1528513870985628,-11.549588668333334,-0.09803717141380987,-141.81024380416667,-0.12944785541666748,-0.061966074166665365,0.0625,1,4.186616899589197,3.794279786502353,0.020833333333333332,1,6.273566377358492,0.08333333333333333,19,1,0.930282019580576,0.04577303889943684,0.04546001215191937,0.0421802572851154,0.03791960121731182,0.09980570832522259,0.8369501930109756,0.00655351757379345,0.004528554228171507,44.55,94.66
24,10.117010640456522,9.961876665,5.010812642913043,5.185452364,0.08204582490979398,1.817694588,2.04236247125,0.10362693825000013,0.1174673352712903,-0.38915532451872403,0.041042435804934926,0.03978263171074141,0.03974275188524094,11,25.17752366,2.8645689700000005,9,134.784062425,0.09950050246823391,1.693773022837739e-17,7,11,0.28397254749999945,0.03533627552295295,0.012230269000150569,0.46437105579822224,-11.374725001521737,0.07797687335070654,-142.0923593532609,1.1701064045652168,0.21625285826086738,0.13043478260869565,1,4.102291245489699,3.9782631710741416,0.08695652173913043,2,5.81921747169811,0.021739130434782608,17,0,0.9262631070502788,0.04659209021379049,0.033391744970743015,0.041042435804934926,0.03974275188524094,0.09950050246823391,0.8528097607899747,0.006983540699021657,0.004467450944053567,45.38,91.96
25,9.981374131458333,9.7934641625,5.007347880895833,5.11755684,0.08689260400525883,1.792359754,2.05423728225,0.13674856174999972,-0.3908387078713095,-0.6452795651111485,0.04369894461321048,0.04134227794419387,0.04120051999827775,15,24.74488669,3.28038982,9,132.97413202500002,0.10084998381474655,6.529734818663066e-15,4,9,0.19263137000000086,0.00027738866818453217,0.01630768831823709,0.3870552931169581,-11.325233049375,0.05376743078568767,-141.84736853354167,-0.18625868541666626,0.14695761791666614,0.125,2,4.344630200262942,4.134227794419386,0.08333333333333333,2,6.623069094339618,0.08333333333333333,17,0,0.9220248749102944,0.05036429169417108,0.04061899715696561,0.04369894461321048,0.04120051999827775,0.10084998381474655,0.8725635883673222,0.005460569181571393,0.004105169189205141,44.24,89.4
