Batch_ID,Yeast_kg_skewness,Yeast_kg_num_valleys,Salt_kg_trend_r2,Salt_kg_trend_pvalue,Salt_kg_num_peaks,Salt_kg_num_valleys,Water_Temp_C_std,Water_Temp_C_cv,Water_Temp_C_trend_r2,Mixer_Speed_RPM_std,Mixer_Speed_RPM_q25,Mixer_Speed_RPM_q75,Mixer_Speed_RPM_iqr,Mixer_Speed_RPM_cv,Mixer_Speed_RPM_trend_slope,Mixer_Speed_RPM_num_peaks,Mixer_Speed_RPM_num_valleys,Mixing_Temp_C_median,Mixing_Temp_C_range,Mixing_Temp_C_trend_slope,Fermentation_Temp_C_std,Fermentation_Temp_C_q75,Fermentation_Temp_C_iqr,Fermentation_Temp_C_cv,Fermentation_Temp_C_trend_r2,Fermentation_Temp_C_trend_pvalue,Fermentation_Temp_C_num_peaks,Fermentation_Temp_C_num_valleys,Oven_Temp_C_min,Oven_Temp_C_skewness,Oven_Temp_C_trend_slope,Oven_Temp_C_num_peaks,time_steps,avg_time_step,Water_Temp_C_Fermentation_Temp_C_diff_std,Water_Temp_C_Oven_Temp_C_diff_std,Water_Temp_C_Oven_Temp_C_correlation,Mixing_Temp_C_Oven_Temp_C_correlation,Yeast_kg_max_consecutive_oot,Water_Temp_C_deviation_std,Water_Temp_C_max_deviation,Mixer_Speed_RPM_deviation_std,Fermentation_Temp_C_deviation_std,Water_Temp_C_volatility,Mixer_Speed_RPM_stability,Mixer_Speed_RPM_mean_change_rate,Mixer_Speed_RPM_volatility,Fermentation_Temp_C_stability,Fermentation_Temp_C_mean_change_rate,Fermentation_Temp_C_volatility,Final_Weight,Quality_Score
11,-0.2320183598629372,17,0.0007020488098804553,0.850619040477465,16,18,0.9145745544899974,0.03462261388298982,0.8662279554612696,15.002021095804375,134.9513562,164.9137297,29.962373500000012,0.09956960838857858,-0.7824726501209484,6,7,37.64086185,6.296437940000004,0.10894660345347529,0.18454698137501022,37.15147854,0.25524457999999584,0.004985126801980093,0.0028301915077184213,0.7051844162992134,15,15,178.0968568,0.3582334867516279,-0.011335864787937478,17,53,1.0754716981132075,0.9167484058488784,1.3989785867340256,-0.08898447983188415,-0.12749755524671436,3,3.451224733924518,7.06803505660378,10.001347397202917,0.49877562533786546,0.03462261388298982,0.31038010734346666,0.01171197809694242,0.09956960838857858,0.8522963541524898,0.005764254172107069,0.004985126801980093,45.54,95.44
12,-0.18765881730242254,16,0.0008815941410426126,0.8296200893433759,18,17,0.8985960897847094,0.03396402689464808,0.9127991743024149,14.427995253569888,136.00684719999998,164.4388084,28.431961200000018,0.09585792383589654,-0.7490301445093792,5,5,38.07462865,6.553601830000005,0.1072398930750361,0.18390049535456454,37.150205165,0.2471858700000027,0.004966351955042887,2.928609599104152e-08,0.9990106266872825,15,15,177.8588643,0.22430827672338016,0.00836553287878797,14,55,1.0545454545454545,0.9113970550813477,1.105798346964474,0.15646082277797482,0.15913154423403061,3,3.3909286406970174,6.642225358490565,9.618663502379922,0.49702836582314747,0.03396402689464808,0.313855751651174,0.010864461284455021,0.09585792383589654,0.8593774324366432,0.00556742330401331,0.004966351955042887,45.63,96.34
13,0.48779374149057947,15,0.0004765046811555821,0.8767058906028216,16,15,0.8260756328507428,0.0313163612726199,0.8800987361757762,14.571603409724727,137.1239733,164.9753018,27.851328500000022,0.09635297721025811,-0.7727531634333169,4,3,37.79287585,6.672766709999998,0.10629113265763587,0.1839804915605426,37.12024736,0.230423370000004,0.004970329377431057,0.005227247490708336,0.606921337921094,14,16,178.0846321,0.28654812639070215,-0.02236171355426544,14,53,1.1132075471698113,0.8195723223222533,1.4575275172064062,-0.2780038281726298,-0.37649329522705505,1,3.1172665390594068,5.76694573584905,9.714402273149817,0.49724457178525033,0.0313163612726199,0.30138676924176666,0.011170978284585251,0.09635297721025811,0.8575299627238394,0.005715900338917353,0.004970329377431057,45.49,93.12
14,0.012404171557987188,17,0.0012442144599606243,0.7944861427195906,13,17,0.9140995080358352,0.03451166216265934,0.8849936175062103,14.501355781865662,135.6488388,163.5379261,27.8890873,0.09658907198505241,-0.7142750319808143,7,5,37.91433327,6.863303359999996,0.10698140312807881,0.20967890670469055,37.13302121,0.2882108500000058,0.005668703539854882,0.013610369408571282,0.3874599626019405,18,18,177.7826911,0.2349352561577807,-0.009327704213118973,16,57,1.0175438596491229,0.9092326403859832,1.3653704172288497,-0.12143076216643059,-0.16419542852700397,1,3.449432105795604,7.314995735849054,9.667570521243775,0.566699747850515,0.03451166216265934,0.312255731657659,0.010292611564924736,0.09658907198505241,0.8343247963464946,0.006616178358920449,0.005668703539854882,45.97,92.42
15,0.14571119943049882,15,0.018691169067851156,0.3150226691101573,16,18,0.8249822938427486,0.031164393403310155,0.8594750341595108,14.506850444799786,137.29543725000002,165.96131689999999,28.665879649999965,0.09626197735129817,-0.7390096848257007,6,5,38.216068985,6.6039778600000005,0.11560974355639098,0.20398175662175816,37.185555105,0.28142236999999426,0.005506188718238606,0.03670503486682548,0.15721506301271232,14,15,178.0745337,-0.19697166486551557,0.000498898933697755,16,56,1.0357142857142858,0.8068412293231851,1.1954131413307945,-0.08437766317213388,0.028513387089517773,1,3.1131407314820705,6.6676883773584965,9.671233629866524,0.5513020449236706,0.031164393403310155,0.30504365914389003,0.011386710937326383,0.09626197735129817,0.8405206674955475,0.00585952784289247,0.005506188718238606,45.38,92.97
16,0.16529106542070107,17,0.006956152833784737,0.541117284213869,15,16,0.8869576397373092,0.033510097278162614,0.8777174394492872,15.022762754143034,135.324849275,163.54978525,28.224935975000022,0.10046428278205242,-0.7494368084654818,6,7,37.883453040000006,6.320578959999999,0.09825864683151062,0.2065307645802462,37.1652894675,0.2729775425000014,0.005578123765742056,0.0018259370751065802,0.7545085392088677,16,13,177.4397832,0.015006193107931883,-0.018146377159945222,13,56,1.0357142857142858,0.8897837943943966,1.5087148463191271,-0.30707645730193434,-0.28136525299055704,2,3.3470099612728648,7.727474264150939,10.015175169428689,0.558191255622287,0.033510097278162614,0.307809255275189,0.010961872365817636,0.10046428278205242,0.8337951605574873,0.00601838223807049,0.005578123765742056,45.32,94.16
17,-0.37686180616275605,14,0.005830512516849222,0.5759302004796871,15,13,0.9193205883302518,0.034767344873817545,0.907903465311986,14.628574744888681,135.27261075,164.543123775,29.270513024999985,0.09712512557360199,-0.7300418226520847,6,5,37.67724383,6.424378439999998,0.10544855659295964,0.1660857602945182,37.158422935000004,0.28268540999999914,0.004486209985218546,0.008012625478272415,0.5117811724889747,18,17,178.1484437,0.21940739020155758,0.002733760328092988,14,56,1.0357142857142858,0.9341176618414805,1.2692869371312008,0.04035415502861938,0.00815051073464025,1,3.4691342955858553,6.59021275471698,9.752383163259122,0.4488804332284275,0.034767344873817545,0.31246077527732613,0.010610560816893407,0.09712512557360199,0.8560341158832948,0.0056929145458158095,0.004486209985218546,45.04,92.63
18,-0.10909841510026085,15,0.031261038437128484,0.20090767345312147,14,12,0.8439181831366173,0.031858312230331975,0.8748758790408552,15.002993531102682,134.526053725,164.94337935,30.41732562499999,0.0996449085289826,-0.804799806239756,6,6,37.907264145,6.403604960000003,0.09296232572593861,0.1885883743632921,37.0875987975,0.2241778624999995,0.005099114582173365,0.017680195507381667,0.3378081444880102,14,17,177.9044136,-0.06484586384736421,0.0039821213836477845,15,54,1.037037037037037,0.8396279249106706,1.253836335890178,0.010374440985442962,0.04179054733364582,2,3.1845969174966697,5.743022679245286,10.001995687401788,0.5096983090899786,0.031858312230331975,0.3043625481662914,0.012178472250466898,0.0996449085289826,0.8459585324557276,0.005888897237499508,0.005099114582173365,44.11,94.6
19,0.1262362448508087,16,0.06795206825894502,0.059397875023223544,14,14,0.8372349614294191,0.03161758112361672,0.8754265370541299,15.059393937893853,134.0459934,165.349695,31.30370160000001,0.10010208135486723,-0.8053035020883728,5,3,37.97698446,6.406494209999998,0.10853156958151913,0.17793627925732022,37.12190056,0.235832809999998,0.004807903288173108,0.044175948587662696,0.130894893559548,17,16,177.6019652,0.13752948685516547,0.001330558151910902,17,53,1.0566037735849056,0.8780337378677933,1.1802151698322956,-0.04529124733169996,-0.007547394163387417,1,3.159377212941204,5.933046867924527,10.039595958595902,0.48090886285762224,0.03161758112361672,0.3140321902001117,0.010577539962642253,0.10010208135486723,0.8509980508742632,0.006152075593359603,0.004807903288173108,43.65,95.77
20,-0.20867207023355747,13,0.008692245747309028,0.5240154663287337,15,15,0.832017249738845,0.031413685220954495,0.8770015481901368,14.847189276749399,134.7658633,165.326143,30.560279699999995,0.09864451629900173,-0.8968284365510205,4,3,37.74100668,6.179665279999995,0.1046580974642857,0.19697619964294705,37.06130244,0.21516866999999706,0.005326824342743181,0.00032852242665397103,0.901623247610451,11,12,177.7106449,-0.0016059383778724006,0.0200292303163266,15,49,1.1224489795918366,0.8416774767782166,1.1339766619457594,0.270426174613885,0.37597779622338307,1,3.1396877348635663,6.500673660377354,9.898126184499601,0.5323681071431001,0.031413685220954495,0.27840684455230447,0.01186434693167335,0.09864451629900173,0.8387907605255119,0.005561732386808293,0.005326824342743181,44.45,93.94
21,0.018815745047387696,11,1.429644689346934e-05,0.9787764453114357,13,15,0.9193612927878946,0.034605486071171955,0.9094273392190302,14.377427269864038,135.153290625,164.3567713,29.20348067499998,0.09578067320334707,-0.8097137382310254,6,7,38.18782335,6.034122570000001,0.10755358655254846,0.2037567557135568,37.1342032525,0.2862678174999971,0.005504266253748764,0.019371981799410288,0.3250824928915358,14,19,177.5537418,-0.09826159100698918,0.005017463254503683,15,52,1.1346153846153846,0.9602890030273752,1.3838840291372962,0.06526990077568072,0.033503817156901095,2,3.4692878973128094,7.117087924528301,9.584951513242693,0.5506939343609644,0.034605486071171955,0.29736739321756406,0.01178905915160377,0.09578067320334707,0.83720465096114,0.006535787424166595,0.005504266253748764,44.95,90.37
22,0.24132837257221496,15,8.680876702683098e-05,0.9482620743369824,16,16,0.8719695122248968,0.03298542144490774,0.9105855405149047,14.466704360563906,135.76107115,164.1544289,28.393357750000007,0.0961396301377647,-0.8153143065791855,5,5,38.27487968,6.440240750000001,0.09985278629592763,0.1644808899272295,37.11427917,0.21332684500000454,0.004445885856231283,0.001968641935788046,0.7572015748480141,15,14,178.5128222,0.46173712914836224,0.004217947728506779,16,51,1.1176470588235294,0.8785722733009798,1.1982230309159758,0.07587081029924846,0.15810163461586854,2,3.2904509895279124,6.7881059245282955,9.644469573709271,0.44454294574926895,0.03298542144490774,0.30474219366627786,0.010897570206372314,0.0961396301377647,0.8642237977451642,0.005031544476906477,0.004445885856231283,46.61,88.83
23,0.19264567901760993,13,0.008743516145841795,0.5272924234082743,12,13,0.7969232308617602,0.02995581071507815,0.8699424642333129,14.959618695126434,134.26316805,163.71202547500002,29.44885742500003,0.09980570832522259,-0.9233816412451152,5,6,38.193136339999995,6.005909639999999,0.10622242453430306,0.19593402287504624,37.14177799,0.27211049499999973,0.005296864230095569,0.02600416393056473,0.27353230482682334,14,11,177.9684542,-0.09561036143626957,0.008240594447459785,12,48,1.1875,0.8501860748138755,1.1979452390842924,0.1371772007279808,0.11066809292329012,1,3.0072574749500385,6.273566377358492,9.973079130084288,0.5295514131758006,0.02995581071507815,0.2843199812929069,0.011671302607662477,0.09980570832522259,0.8369501930109756,0.006382060007382572,0.005296864230095569,44.41,94.53
24,0.1174673352712903,12,0.004820925005282897,0.6465854513604159,11,12,0.8175091690639819,0.03071474164551345,0.9016235374072175,14.917935546423122,134.784062425,165.31014725,30.526084824999998,0.09950050246823391,-1.0005680210669132,7,1,38.074317415,6.72325901,0.11068968226888684,0.17819233591187436,37.128628379999995,0.28397254749999945,0.004818233232259063,0.03533627552295295,0.2109199452477918,13,14,178.2367491,-0.1589167547902595,-0.008599127086031472,15,46,1.1956521739130435,0.7910682450838258,1.378225671855259,-0.11275356504451832,-0.05967308673292165,1,3.0849402606187994,5.81921747169811,9.945290364282082,0.4816009078699308,0.03071474164551345,0.28188296467450696,0.012180243479124152,0.09950050246823391,0.8528097607899747,0.005694007740673511,0.004818233232259063,44.79,94.96
25,-0.3908387078713095,14,0.015178757746287339,0.40413765657983247,15,13,0.7826761763202111,0.029442360519493196,0.8368205693794281,15.09673671018708,132.97413202500002,164.7686299,31.79449787499999,0.10084998381474655,-0.9253347617238388,4,5,37.84863408,5.501473860000004,0.11459452155178029,0.15868096498476586,37.114049655,0.19263137000000086,0.004284996415482451,0.00027738866818453217,0.9105417423652545,14,13,178.1356751,0.09603347420830012,-0.005644462559704744,14,48,1.2083333333333333,0.7702129662355887,1.1978618610534624,-0.13102841649135924,-0.012013799854041949,1,2.953495004981929,6.623069094339618,10.06449114012472,0.42886747293179966,0.029442360519493196,0.2851329542921972,0.012897187796894052,0.10084998381474655,0.8725635883673222,0.004642013673813171,0.004284996415482451,43.72,96.5
