Batch_ID,Flour_kg_trend_r2,Flour_kg_trend_pvalue,Flour_kg_num_valleys,Sugar_kg_mean,Sugar_kg_max,Sugar_kg_median,Sugar_kg_range,Sugar_kg_q25,Sugar_kg_kurtosis,Sugar_kg_trend_r2,Sugar_kg_trend_pvalue,Yeast_kg_mean,Yeast_kg_median,Yeast_kg_q25,Yeast_kg_q75,Salt_kg_max,Water_Temp_C_median,Mixer_Speed_RPM_mean,Mixer_Speed_RPM_q75,Mixer_Speed_RPM_trend_pvalue,Mixing_Temp_C_max,Mixing_Temp_C_trend_slope,Fermentation_Temp_C_kurtosis,Fermentation_Temp_C_trend_slope,Fermentation_Temp_C_num_peaks,Fermentation_Temp_C_num_valleys,Oven_Temp_C_mean,Oven_Temp_C_max,Oven_Temp_C_median,Oven_Temp_C_range,Oven_Temp_C_skewness,Oven_Temp_C_kurtosis,Water_Temp_C_Mixing_Temp_C_correlation,Water_Temp_C_Fermentation_Temp_C_correlation,Fermentation_Temp_C_Oven_Temp_C_diff_mean,rpm_per_kg_flour,Sugar_kg_mean_deviation,Sugar_kg_max_deviation,Yeast_kg_mean_deviation,Yeast_kg_max_consecutive_oot,Mixer_Speed_RPM_mean_deviation,Oven_Temp_C_mean_deviation,Oven_Temp_C_max_deviation,Oven_Temp_C_out_of_tolerance_ratio,Oven_Temp_C_max_consecutive_oot,Mixer_Speed_RPM_stability,Mixer_Speed_RPM_mean_change_rate,Fermentation_Temp_C_mean_change_rate,Oven_Humidity_pct_stability,Oven_Humidity_pct_mean_change_rate,Final_Weight,Quality_Score
11,0.04936569329402928,0.10981815298923396,14,5.030602396490566,5.410301893,5.00162294,0.7693494080000001,4.884322576,-0.759334614585534,0.014692856975507623,0.3872562023552779,2.030013470509434,2.025987835,1.974079146,2.105257964,1.106384283,26.28623757,150.66867630188676,164.9137297,3.51966727275466e-13,40.85130508,0.10894660345347529,-0.3892936720772493,0.0006357270133849255,15,15,179.95792904339623,182.3112879,180.0538852,4.2144310999999846,0.3582334867516279,-0.34875530983300207,0.9090491747381076,0.04122032159613279,-142.93841305,15.099178187124574,0.6120479298113207,8.206037859999995,1.5006735254716976,3,0.4457842012578624,-0.02337275366876295,1.2840488333333313,0.05660377358490566,1,0.31038010734346666,0.01171197809694242,0.005764254172107069,0.5040985815161881,0.02977522946026343,45.66,95.34
12,0.0007144182662450619,0.8464059494167352,15,5.001211404890909,5.375644477,4.967798367,0.7256399839999998,4.8658488735,-0.7858782050174966,0.03055329426072745,0.20181688396138944,2.0342968865999995,2.0396091,1.9614329915,2.1242622349999998,1.072341142,26.53298972,150.51437248181816,164.4388084,3.714015104656742e-15,41.03395796,0.1072398930750361,-0.5837759235159217,-1.964395382428651e-06,15,15,179.8389778218182,181.9098749,179.7467787,4.051010600000012,0.22430827672338016,-0.1017210621674578,0.9210979967912183,-0.014319242379970227,-142.80968609636363,15.126788630016128,0.024228097818181984,7.512889539999996,1.7148443300000002,3,0.3429149878787873,-0.08945676565656642,1.189519833333337,0.01818181818181818,1,0.313855751651174,0.010864461284455021,0.00556742330401331,0.5727616491214025,0.019270090791286585,44.61,93.74
13,0.0006383000311444355,0.857488724953863,14,5.023115326207548,5.455190937,5.02535412,0.8399095079999999,4.923780818,0.22280728509475756,0.039954201180413644,0.15128245761056866,2.0007818402075475,1.997131834,1.936290397,2.061942457,1.092383,26.30055035,151.23148066226415,164.9753018,6.698840925533936e-14,41.08577538,0.10629113265763587,-0.07301173183761422,0.0008613191727140808,14,16,180.119017190566,182.6980405,180.1041334,4.613408399999997,0.28654812639070215,-0.0011829243956520408,0.8989987286252257,0.10407067256717485,-143.1032627828302,14.988017943564909,0.4623065241509434,9.103818740000005,0.0390920103773584,1,0.8209871081761007,0.06612066142557661,1.4989113888888836,0.03773584905660377,1,0.30138676924176666,0.011170978284585251,0.005715900338917353,0.5018435550547387,0.02564421337414253,43.57,92.78
14,0.011739675523745836,0.4223992064602372,16,4.96502966654386,5.408608449,4.962837557,0.8798249250000003,4.876352715,0.10229056491776412,0.04021538069844351,0.13472546776440406,2.0320554245438593,2.043609819,1.964979211,2.082491898,1.090756131,26.59368191,150.1345388649123,163.5379261,8.52165979856019e-15,41.62377608,0.10698140312807881,-0.6516955467079932,0.0014737672394347825,18,18,180.08131446666667,182.6348778,180.0377265,4.852186700000004,0.2349352561577807,0.22489653123015252,0.8971457540453416,0.09932985923812139,-143.09245004105262,14.967422186446393,-0.699406669122807,9.424329520000008,1.6027712271929826,1,0.0896925766081879,0.04517470370370347,1.463820999999999,0.05263157894736842,1,0.312255731657659,0.010292611564924736,0.006616178358920449,0.5108636017538836,0.02691868320920578,45.2,93.64
15,0.0036950597278576523,0.6562904864957304,19,5.006525149196428,5.476396474,5.0069944060000005,0.8321528200000001,4.833759168249999,-0.2511861076045001,0.0021552240002490866,0.7340402737851949,2.001098698517857,1.985456749,1.9362049235,2.05908411525,1.101802142,26.355640875,150.70177077142858,165.96131689999999,2.324596284302846e-15,41.18277673,0.11560974355639098,-0.5565396620226655,0.002396146292549574,14,15,180.0509127,181.5513777,180.0478877,3.476844,-0.19697166486551557,-0.48473840932845036,0.9047172376652529,0.17641689082173734,-143.00500543821428,15.103788122014684,0.1305029839285716,9.527929480000008,0.05493492589285687,1,0.46784718095238087,0.02828483333333324,1.069703500000006,0.0,0,0.30504365914389003,0.011386710937326383,0.00585952784289247,0.5108978833105476,0.02749279469157268,43.93,95.01
16,0.023202597877184775,0.26240111580080305,15,5.016387561803572,5.427673448,5.0070108575,0.7278257450000005,4.88377356975,-0.3498717313394981,0.03447822788186648,0.17064500466896676,1.9957377691071427,1.973731626,1.91869649075,2.077134884,1.105379657,26.37204919,149.53336985178572,163.54978525,2.514748261893419e-14,41.18992343,0.09825864683151062,-0.43119645909897253,0.0005411115922761831,16,13,179.95825112321427,182.6646737,179.94685375,5.224890500000015,0.015006193107931883,0.895098285827165,0.9132341957419992,0.06343016802328248,-142.93311986875,14.91676966079987,0.32775123607143,8.553468960000004,-0.21311154464285703,2,-0.3110867654761918,-0.023193820436508552,1.4803742777777826,0.10714285714285714,1,0.307809255275189,0.010961872365817636,0.00601838223807049,0.5071735028982626,0.027202365971924145,45.97,92.3
17,0.052405515118628426,0.08968167871675539,16,4.971325448285715,5.339482445,4.9721949615,0.7418787179999997,4.83941747575,-0.7730901639944516,1.4102700205029548e-06,0.9930693772075563,2.0001606712857143,2.0092700745,1.94423769675,2.052670895,1.115905113,26.53678427,150.61576145714284,164.543123775,2.4173961643784825e-14,41.35662584,0.10544855659295964,-0.9930661271311876,-0.0009115468663704639,18,17,180.26840838571428,182.5167918,180.11020765,4.3683480999999915,0.21940739020155758,-0.23127388380187908,0.8981674539111729,-0.05143232145016622,-143.2470115180357,15.07257381199925,-0.5734910342857136,8.047925459999998,0.00803356428571446,1,0.4105076380952378,0.14911576984127,1.3982176666666628,0.05357142857142857,2,0.31246077527732613,0.010610560816893407,0.0056929145458158095,0.551299968738425,0.021910769708185465,46.29,94.28
18,0.0035141403363877595,0.6702532577705385,17,5.0026296182962975,5.463470753,4.990346228,0.9496572820000004,4.91250674725,0.5979489629611838,0.0024805379689516733,0.7206061229864917,1.9985256928703703,2.0030745715,1.921917826,2.0594708455,1.11773557,26.552345265,150.56457728333334,164.94337935,1.119857085859182e-15,41.02616784,0.09296232572593861,-0.22785513897830656,0.0015939358799314054,14,17,179.95056815,181.9466985,179.85665905000002,4.0422848999999985,-0.06484586384736421,-0.47870729867904593,0.8758362926299682,0.09263720156881593,-142.96603459537033,15.069746865136748,0.05259236592592603,9.723730580000005,-0.07371535648148048,2,0.3763848555555561,-0.027462138888888068,1.1642146666666677,0.018518518518518517,1,0.3043625481662914,0.012178472250466898,0.005888897237499508,0.5547275005802026,0.020955726665409027,45.32,92.29
19,0.007359499425012192,0.5413466399827884,14,4.981978599226415,5.379410669,4.985896261,0.7327331270000004,4.848877038,-0.6708989969284795,0.0028047035334956903,0.7064548571790157,2.0113393588490567,2.014701175,1.967146278,2.059277155,1.114660288,26.39053323,150.44036781320756,165.349695,2.7341983297768697e-14,41.18122321,0.10853156958151913,-0.1470106963825737,-0.00242166048459923,17,16,180.04430805660377,182.425763,180.0385131,4.823797799999994,0.13752948685516547,1.3428543077197288,0.9288888594733048,-0.1783707468744204,-143.0351860771698,15.104984345839306,-0.360428015471698,7.588213380000005,0.5669679424528293,1,0.2935785421383648,0.02461558700209685,1.347646111111105,0.03773584905660377,1,0.3140321902001117,0.010577539962642253,0.006152075593359603,0.46477282888323146,0.032671430958532754,45.68,89.21
20,0.0006829842576016819,0.8585301436365895,15,5.008693670102041,5.401701147,5.034147422,0.8706956009999995,4.889084596,-0.2899092638443701,0.017228283029590608,0.3686660914979456,2.005017630102041,2.008081318,1.951431456,2.068439352,1.087605222,26.5158805,150.5120591979592,165.326143,1.5172569077020053e-15,41.24397155,0.1046580974642857,0.28705564505282677,-0.0002498640908163336,11,12,179.908523555102,181.8983007,179.7835462,4.1876557999999875,-0.0016059383778724006,-0.9748959010933032,0.8812224214640119,0.024018235850866206,-142.93035664571428,15.178898946998759,0.17387340204081636,9.379889079999995,0.2508815051020402,1,0.34137279863945724,-0.05082024716553342,1.2718639444444413,0.02040816326530612,1,0.27840684455230447,0.01186434693167335,0.005561732386808293,0.5715530093897652,0.020875491135442136,43.0,95.44
21,0.0195166145037411,0.32326517868449345,19,4.996040047019231,5.288329237,5.0011960545,0.6339607010000003,4.89296161625,-0.5051535296111926,1.1322275107779335e-06,0.9940266679987579,1.9834676704423078,1.9963559265000002,1.90077851625,2.0576305982500003,1.101694646,26.60073239,150.1078118269231,164.3567713,9.169447858847617e-16,41.04815696,0.10755358655254846,-0.44169061642397,-0.0018713286194826382,14,19,179.96375335384616,182.5224141,179.97478495000001,4.96867229999998,-0.09826159100698918,-0.38304622075756933,0.9133284255691879,-0.14278427958624315,-142.94578468730768,14.948615360159108,-0.07919905961538329,6.912629280000004,-0.826616477884615,2,0.07187455128204973,-0.020137025641025617,1.4013411666666622,0.07692307692307693,1,0.29736739321756406,0.01178905915160377,0.006535787424166595,0.49948669309925037,0.02726559706629843,45.42,97.85
22,0.013304274612138256,0.42024496014825174,16,4.943853699313726,5.317516183,4.927942898,0.7542421630000007,4.8156231995,-0.5793350275166178,0.0023601062925881757,0.734959146051865,2.0027018096274514,1.994357257,1.944108989,2.058401999,1.110466418,26.49702565,150.47597270588236,164.1544289,1.7708608276481156e-14,40.82756154,0.09985278629592763,0.10983758266620658,0.0004909109013574587,15,14,180.10092039803922,182.3683935,180.1356032,3.8555713000000083,0.46173712914836224,-0.07175755767342196,0.9105187350077562,0.00020139542755142945,-143.10471868568627,15.109459409564996,-1.1229260137254884,8.734519600000006,0.13509048137254917,2,0.31731513725490285,0.05606688779956439,1.3157741666666647,0.0392156862745098,1,0.30474219366627786,0.010897570206372314,0.005031544476906477,0.5041242877101558,0.023838315146080872,46.4,92.98
23,0.004324719076451293,0.6569789776035739,13,4.996901696291666,5.429506627,4.9770320115,0.7670583670000006,4.906876406,0.8308068230131345,2.4135416860069577e-05,0.973563168260345,1.98510733175,1.9827321345,1.9349882,2.0443797742500003,1.090673193,26.480008405,149.88740570208333,163.71202547500002,2.5708567118228173e-15,40.903565,0.10622242453430306,-0.510994072463054,-0.002256852974381249,14,11,179.96312618541666,182.1264418,179.83569305,4.157987600000013,-0.09561036143626957,-0.8230093200010749,0.8209710902020719,-0.20723979431391937,-142.97255698,15.008168322238797,-0.061966074166665365,8.590132540000006,-0.7446334125000003,1,-0.07506286527777878,-0.020485452546296357,1.1813565555555607,0.041666666666666664,1,0.2843199812929069,0.011671302607662477,0.006382060007382572,0.5175847149590406,0.02491244360619166,44.27,92.39
24,0.001916050950932071,0.7726968187497838,15,5.010812642913043,5.39427013,5.0399491655,0.821254508,4.8806712705,-0.5580895807854831,0.00010199681514221348,0.946889261807036,1.9990486261521745,2.0006367355,1.938735533,2.04236247125,1.083283954,26.63003418,149.92824333913043,165.31014725,1.693773022837739e-17,41.52892952,0.11068968226888684,-0.845299275695226,0.002495526497070613,13,14,180.08326685434784,181.8091602,180.15566925000002,3.5724111000000107,-0.1589167547902595,-1.1570616589630878,0.9017775222812713,0.20723813000272787,-143.10034649282608,14.819421335743998,0.21625285826086738,8.539687560000004,-0.047568692391304596,1,-0.04783777391304272,0.04625936352656984,1.0050890000000046,0.0,0,0.28188296467450696,0.012180243479124152,0.005694007740673511,0.4976862612469032,0.02553948550605085,45.15,92.48
25,0.03770877508141885,0.18598957054765725,12,5.007347880895833,5.393047745,4.9731445455,0.8124305809999992,4.90184355,-0.12229749412494861,0.08382631031161007,0.0459328997360126,1.9884371298749999,1.999193712,1.9174887205000002,2.05423728225,1.1233294,26.69546869,149.69498396666668,164.7686299,6.529734818663066e-15,40.70306046,0.11459452155178029,0.07558541314542211,0.00018877355514544268,14,13,179.75593805833333,181.299486,179.78027029999998,3.1638109000000156,0.09603347420830012,-0.9517493896497116,0.8934590279817116,0.12847357494165354,-142.72417662875,14.997432417133075,0.14695761791666614,8.387656719999992,-0.5781435062500009,1,-0.20334402222222067,-0.13558996759259198,1.0357360555555633,0.0,0,0.2851329542921972,0.012897187796894052,0.004642013673813171,0.5454337420575491,0.02160048523513201,44.15,91.74
