Batch_ID,Flour_kg_iqr,Sugar_kg_std,Sugar_kg_cv,Yeast_kg_median,Yeast_kg_trend_slope,Yeast_kg_num_peaks,Yeast_kg_num_valleys,Water_Temp_C_mean,Water_Temp_C_median,Water_Temp_C_q25,Mixer_Speed_RPM_min,Mixer_Speed_RPM_trend_slope,Mixer_Speed_RPM_trend_r2,Mixing_Temp_C_mean,Mixing_Temp_C_trend_pvalue,Fermentation_Temp_C_trend_pvalue,Oven_Temp_C_std,Oven_Temp_C_cv,Oven_Temp_C_num_peaks,Oven_Temp_C_num_valleys,Oven_Humidity_pct_mean,Oven_Humidity_pct_median,Oven_Humidity_pct_q25,Oven_Humidity_pct_q75,Oven_Humidity_pct_skewness,Oven_Humidity_pct_num_peaks,time_steps,avg_time_step,time_consistency,time_regularity,Water_Temp_C_Fermentation_Temp_C_diff_mean,Water_Temp_C_Oven_Temp_C_correlation,Mixing_Temp_C_Fermentation_Temp_C_diff_mean,Mixing_Temp_C_Oven_Temp_C_diff_mean,Fermentation_Temp_C_Oven_Temp_C_diff_std,Sugar_kg_deviation_std,Sugar_kg_out_of_tolerance_ratio,Water_Temp_C_mean_deviation,Mixer_Speed_RPM_out_of_tolerance_ratio,Mixing_Temp_C_mean_deviation,Mixing_Temp_C_max_consecutive_oot,Oven_Temp_C_deviation_std,Oven_Humidity_pct_mean_deviation,Sugar_kg_stability,Sugar_kg_mean_change_rate,Sugar_kg_volatility,Mixer_Speed_RPM_stability,Mixer_Speed_RPM_change_rate_std,Oven_Temp_C_stability,Oven_Temp_C_volatility,Final_Weight,Quality_Score
11,0.38400129999999955,0.17561022402621168,0.03490838873466136,2.025987835,-0.00018897603862280159,17,17,26.415525921320754,26.28623757,25.62468498,129.119715,-0.7824726501209484,0.6488243984633312,37.70670618886792,3.329502881375975e-35,0.7051844162992134,0.9979478618994835,0.00554545091291216,17,16,44.872341386981134,44.70448371,44.09157094,45.60959246,0.3842239024913866,16,53,1.0754716981132075,0.29480210993761335,0.7723187908986202,-10.603990072075472,-0.08898447983188415,0.6871901954716982,-142.25122285452827,0.9842172232328777,3.5122044805242343,0.07547169811320754,-0.31877010822356705,0.7358490566037735,-0.7718258187686194,7,0.5544154788330463,-0.28368580670859517,0.851317482693347,0.040241846197012016,0.03490838873466136,0.31038010734346666,0.00798264008723632,0.49938285461257026,0.00554545091291216,44.77,91.89
12,0.4316194280000012,0.171743307074668,0.03434034140342728,2.0396091,-0.0009152567637806653,15,16,26.45728943072727,26.53298972,25.713166395000002,129.0440651,-0.7490301445093792,0.6917610117042564,37.915123327454545,2.140199389498601e-29,0.9990106266872825,0.8171498027425501,0.004543785850207456,14,14,45.05222227563637,45.16561513,44.39958946,45.75163857,-0.4775999005975892,15,55,1.0545454545454545,0.324998681014523,0.7547177324239459,-10.572002294727268,0.15646082277797482,0.8858316019999998,-141.92385449436364,0.8305895910671878,3.4348661414933606,0.07272727272727272,-0.1611719595197246,0.6909090909090909,-0.22335966459330217,7,0.45397211263475007,0.11604950141414139,0.8518305312627755,0.042889452305663094,0.03434034140342728,0.313855751651174,0.008214573395517441,0.555748754594116,0.004543785850207456,43.94,95.52
13,0.37687339700000067,0.169376319683718,0.03371937705670738,1.997131834,-0.0005794030719238833,12,15,26.378404108301886,26.30055035,25.73788827,129.9263494,-0.7727531634333169,0.6707416598055118,37.733842526415096,6.391056618363389e-29,0.606921337921094,1.009532715443121,0.005604809148914215,14,14,45.02752073264151,44.93246857,44.20023587,45.76012081,0.307227421110284,14,53,1.1132075471698113,0.5199425320998375,0.6579196113543029,-10.637350299433962,-0.2780038281726298,0.7180881186792452,-142.38517466415092,0.9961022206450969,3.3875263936743596,0.11320754716981132,-0.4588524215023134,0.6981132075471698,-0.7004144041708041,6,0.5608515085795116,0.06115718364779871,0.8595049200154672,0.03898442604698666,0.03371937705670738,0.30138676924176666,0.007473080459532192,0.5300433528240464,0.005604809148914215,44.88,90.87
14,0.38535453699999955,0.1642899587265314,0.03308942136510799,2.043609819,-0.00021979657207674326,12,17,26.486684522105264,26.59368191,25.72038894,129.4946853,-0.7142750319808143,0.6683982838369819,37.88309158614035,5.100221005653806e-36,0.3874599626019405,0.9254698602517983,0.005139177615360556,16,16,44.97637733649123,44.91340562,44.33777441,45.69285787,-0.18492532873178796,17,57,1.0175438596491229,0.18557687223952257,0.8434712446026609,-10.502179903508772,-0.12143076216643059,0.894227160526316,-142.19822288052632,0.902728637498784,3.285799174530628,0.03508771929824561,-0.05024708639523257,0.7192982456140351,-0.3076537206832868,7,0.5141499223621101,-0.05249480779727093,0.8677245554917635,0.0387288333103894,0.03308942136510799,0.312255731657659,0.008516065463147638,0.5185769355464317,0.005139177615360556,45.56,92.9
15,0.35920164999999926,0.20939567340087747,0.04182455239129009,1.985456749,-0.00043034653434723173,12,15,26.471950959107144,26.355640875,25.9121628675,129.2292818,-0.7390096848257007,0.6902964323881188,38.01301975607142,7.621294248127303e-35,0.15721506301271232,0.8131381324027034,0.004516156681513469,16,17,45.116111426428574,45.23514814,44.3124953625,45.8617403725,-0.29888176897277,17,56,1.0357142857142858,0.29653648055091064,0.7712856637671239,-10.573956302678571,-0.08437766317213388,0.9671124942857137,-142.0378929439286,0.8414407172853522,4.187913468017549,0.14285714285714285,-0.10584543733153555,0.6607142857142857,0.03426251597744228,8,0.4517434068903907,0.2580253920634919,0.8324595934786219,0.049913099371832616,0.04182455239129009,0.30504365914389003,0.007688802422819264,0.5563634640543201,0.004516156681513469,43.69,91.93
16,0.3757638157499983,0.16647898739495526,0.03318702658912982,1.973731626,-0.00027920200533151023,13,17,26.468369589464285,26.37204919,25.7260335225,129.278113,-0.7494368084654818,0.6619909591974185,37.98985891946428,5.117028559464891e-33,0.7545085392088677,0.9945594336424328,0.0055266120193704004,13,16,44.79929160982143,44.81452532,44.08915364,45.4626782325,-0.06553467879222051,17,56,1.0357142857142858,0.2965364805509107,0.7712856637671239,-10.556761664999998,-0.30707645730193434,0.9647276650000005,-141.96839220375,0.9284366976404262,3.3295797478991056,0.07142857142857142,-0.11936003975741216,0.7321428571428571,-0.026687054041352472,4,0.5525330186902404,-0.4460186448412712,0.8670790338619405,0.035958690828276386,0.03318702658912982,0.307809255275189,0.009295423030268597,0.5380819052523509,0.0055266120193704004,43.73,95.22
17,0.3436261335000008,0.1784046680566687,0.03588674085262086,2.0092700745,-8.707418680792789e-05,14,14,26.44207061732143,26.53678427,25.6161079575,128.8284672,-0.7300418226520847,0.6624804824064439,37.89563025839286,2.8190947034241646e-29,0.5117811724889747,0.9296272899984487,0.005156906295025117,14,16,45.019273577499995,44.975572174999996,44.406492755,45.59043763,0.31507284276373965,15,56,1.0357142857142858,0.22709083630539628,0.8149355943451294,-10.579326250357143,0.04035415502861938,0.8742333907142855,-142.37277812732142,0.9226041995451789,3.568093361133374,0.08928571428571429,-0.21860144407008103,0.7142857142857143,-0.2746572147556388,5,0.5164596055546937,0.04283017222222122,0.8578197088968622,0.041904603772244135,0.03588674085262086,0.31246077527732613,0.007324717351338492,0.5298726005794095,0.005156906295025117,45.08,94.04
18,0.47858330200000054,0.18657837767430166,0.03729606065416513,2.0030745715,-0.0015519402282065955,16,15,26.489732947407404,26.552345265,25.78322919,128.9604177,-0.804799806239756,0.7121887113632853,37.88584682,1.0348992230815145e-26,0.3378081444880102,0.9519660145350499,0.005290152869878838,15,17,45.03870444203703,44.96757056,44.5028425375,45.6182442075,0.2586205928823971,12,54,1.037037037037037,0.23108393799841306,0.8122922971652717,-10.494800607222224,0.010374440985442962,0.9013132653703699,-142.06472133,0.9917352293250684,3.731567553486033,0.1111111111111111,-0.03874359468902887,0.7222222222222222,-0.30040310526315867,3,0.5288700080750277,0.08600987119341587,0.854221805229863,0.04232483988011815,0.03729606065416513,0.3043625481662914,0.006864285089394092,0.525111168060147,0.005290152869878838,43.77,91.67
19,0.40685945100000076,0.17649213548158538,0.03542611273139361,2.014701175,-0.0005773432704402529,15,16,26.480044699056606,26.39053323,25.7232763,129.3229252,-0.8053035020883728,0.6820128707557186,37.786110495849066,2.6884946878982893e-31,0.130894893559548,0.8107089116000636,0.004502829999741989,17,19,45.04179860981132,44.9742503,44.25725443,45.91250796,0.1842226591720007,16,53,1.0566037735849056,0.2664693550105965,0.7895966815491031,-10.52907728037736,-0.04529124733169996,0.7769885164150937,-142.25819756075472,0.7927937855629722,3.5298427096317075,0.07547169811320754,-0.0753030224279103,0.6981132075471698,-0.5628671161866935,9,0.4503938397778132,0.09288579958071318,0.8572927983649764,0.04343350595405847,0.03542611273139361,0.3140321902001117,0.007283181330231682,0.5572088912990704,0.004502829999741989,43.63,92.92
20,0.27035824999999925,0.18667516262465095,0.037270229508934584,2.008081318,-7.569258499999885e-05,15,13,26.485821191836735,26.5158805,25.8746871,128.5699062,-0.8968284365510205,0.7449293554753461,37.88053398061225,9.311980027546047e-27,0.901623247610451,1.0441846131389543,0.005803975223103555,15,16,45.058537523673465,45.00290062,44.41265238,45.69390177,0.1709732129178487,14,49,1.1224489795918366,0.40771637064126937,0.7103703706624235,-10.49234571755102,0.270426174613885,0.9023670712244894,-142.0279895744898,1.0410776351259456,3.7335032524930183,0.08163265306122448,-0.053504936465152586,0.6938775510204082,-0.31438426154672516,4,0.5801025628549746,0.13008338594104307,0.843849666242868,0.04289261534285016,0.037270229508934584,0.27840684455230447,0.010692326141454532,0.5062892487824935,0.005803975223103555,44.6,92.15
21,0.3290985259999992,0.15670168057850523,0.03136517704096419,1.9963559265000002,0.00027788099568855183,12,11,26.56692325884615,26.60073239,25.89602778,129.6521637,-0.8097137382310254,0.7284481158781062,38.08963655730769,1.1400239361419512e-28,0.3250824928915358,1.114076011193394,0.006190557767501598,15,15,44.96635035288462,44.917039465,44.2490121275,45.8349598725,-0.09778904073171919,15,52,1.1346153846153846,0.4590078396360636,0.6853972767202136,-10.451045407692307,0.06526990077568072,1.0716678907692305,-141.87411679653846,1.123185809619644,3.1340336115701044,0.038461538461538464,0.2525405994194493,0.7115384615384616,0.23588567712550693,7,0.6189311173296633,-0.07477699358974339,0.8692838716407348,0.03591048171502344,0.03136517704096419,0.29736739321756406,0.008475049517579802,0.4763005024226772,0.006190557767501598,46.23,97.22
22,0.28872323199999883,0.1797193111317068,0.036352069066415596,1.994357257,0.0001027399951131242,13,15,26.434996857058824,26.49702565,25.76159229,129.4721165,-0.8153143065791855,0.701945165259636,37.878396345294114,4.898744532129184e-26,0.7572015748480141,0.9078809331206188,0.0050409566542698415,16,14,45.134116966862734,45.24733361,44.563875734999996,45.576468070000004,0.09754931210029677,12,51,1.1176470588235294,0.4004996878900157,0.7140308624463843,-10.561204855294116,0.07587081029924846,0.8821946329411766,-142.22252405274511,0.8986485065835218,3.5943862226341357,0.09803921568627451,-0.2452948790233071,0.6666666666666666,-0.32000961764705976,7,0.5043782961781216,0.2980377041394337,0.8520068340787086,0.03871483380223788,0.036352069066415596,0.30474219366627786,0.008394284578458743,0.5567328905294683,0.0050409566542698415,44.36,95.42
23,0.3109473147500008,0.14579107895479215,0.02917629519567847,1.9827321345,-0.0005536160845636127,13,13,26.603293712916667,26.480008405,26.045821822500002,129.8940181,-0.9233816412451152,0.7467538918187123,38.15288238125,2.1425239760295456e-20,0.27353230482682334,1.0271815721833915,0.0057077335449545515,12,13,44.95143926958334,44.866917744999995,44.129196035,45.535839625,0.5126216823171471,13,48,1.1875,0.5025962472773495,0.6655147727221894,-10.3872754925,0.1371772007279808,1.1623131758333336,-141.81024380416667,1.0722543346734192,2.9158215790958435,0.0625,0.38978759591194967,0.75,0.40232205592105297,3,0.570656428990773,-0.10791273425926003,0.8795434336972341,0.03215459192519993,0.02917629519567847,0.2843199812929069,0.011370539909859565,0.4928011704675245,0.0057077335449545515,46.21,95.0
24,0.3185329124999985,0.19546579057986838,0.039008800469984055,2.0006367355,-0.0014696781126734516,12,12,26.616182499565213,26.63003418,25.870185012500002,128.7151126,-1.0005680210669132,0.8104947899819503,37.99090750108696,3.604955661367561e-21,0.2109199452477918,1.0400298947346125,0.005775272255449438,15,14,44.851645858695655,44.815559545,44.042332880000004,45.651850839999994,-0.03101182761970403,13,46,1.1956521739130435,0.628539361054709,0.6140471786646648,-10.366737861956523,-0.11275356504451832,1.0079871395652176,-142.0923593532609,1.0875488579962531,3.9093158115973665,0.13043478260869565,0.43842452666119813,0.717391304347826,-0.023927628718535893,4,0.5777943859636736,-0.3296758695652172,0.8345744876531606,0.04690682551121477,0.039008800469984055,0.28188296467450696,0.009022228898101265,0.49380358653609285,0.005775272255449438,45.09,96.02
25,0.3505344674999993,0.18196595347328645,0.03633978660989939,1.999193712,-0.001289414710269214,15,14,26.58333647541667,26.69546869,26.0857326875,129.205589,-0.9253347617238388,0.7363557193822378,37.908569524791666,9.941666243246842e-28,0.9105417423652545,0.8266066580449344,0.0045984943083031225,14,14,45.135036530625,45.245329240000004,44.7244648375,45.6620304375,-0.6981448263986384,14,48,1.2083333333333333,0.554009215586874,0.6434968274125379,-10.448424954166667,-0.13102841649135924,0.8768080952083341,-141.84736853354167,0.86070399787836,3.6393190694657283,0.125,0.3144772657232706,0.7291666666666666,-0.2406065137061393,4,0.45922592113607463,0.30008117916666605,0.856312129846973,0.03762996617757951,0.03633978660989939,0.2851329542921972,0.008731232645829198,0.5489937818676166,0.0045984943083031225,44.5,93.94
