Batch_ID,Flour_kg_mean,Flour_kg_max,Flour_kg_median,Flour_kg_q25,Flour_kg_kurtosis,Sugar_kg_mean,Sugar_kg_median,Yeast_kg_q25,Salt_kg_iqr,Salt_kg_trend_slope,Salt_kg_trend_r2,Water_Temp_C_trend_pvalue,Mixer_Speed_RPM_mean,Mixer_Speed_RPM_std,Mixer_Speed_RPM_median,Mixer_Speed_RPM_iqr,Mixer_Speed_RPM_skewness,Mixer_Speed_RPM_cv,Mixing_Temp_C_max,Mixing_Temp_C_num_valleys,Fermentation_Temp_C_mean,Fermentation_Temp_C_std,Fermentation_Temp_C_q75,Fermentation_Temp_C_iqr,Fermentation_Temp_C_kurtosis,Fermentation_Temp_C_cv,Fermentation_Temp_C_trend_slope,Fermentation_Temp_C_trend_r2,Fermentation_Temp_C_trend_pvalue,Oven_Humidity_pct_skewness,Water_Temp_C_Fermentation_Temp_C_correlation,Mixing_Temp_C_Fermentation_Temp_C_correlation,rpm_per_kg_flour,Flour_kg_mean_deviation,Flour_kg_max_deviation,Sugar_kg_mean_deviation,Mixer_Speed_RPM_mean_deviation,Mixer_Speed_RPM_deviation_std,Mixer_Speed_RPM_max_deviation,Mixer_Speed_RPM_out_of_tolerance_ratio,Mixer_Speed_RPM_max_consecutive_oot,Fermentation_Temp_C_mean_deviation,Fermentation_Temp_C_deviation_std,Yeast_kg_mean_change_rate,Yeast_kg_change_rate_std,Water_Temp_C_stability,Water_Temp_C_mean_change_rate,Mixer_Speed_RPM_volatility,Mixing_Temp_C_mean_change_rate,Fermentation_Temp_C_volatility,Final_Weight,Quality_Score
11,9.97860111554717,10.68330668,9.947453064,9.77472989,0.03954710232285841,5.030602396490566,5.00162294,1.974079146,0.06832879000000003,8.270671520722453e-05,0.0007020488098804553,6.284492033146387e-24,150.66867630188676,15.002021095804375,152.4395745,29.962373500000012,-0.09953680172358677,0.09956960838857858,40.85130508,9,37.019515993396226,0.18454698137501022,37.15147854,0.25524457999999584,-0.3892936720772493,0.004985126801980093,0.0006357270133849255,0.0028301915077184213,0.7051844162992134,0.3842239024913866,0.04122032159613279,0.05283488584228371,15.099178187124574,-0.21398884452830255,6.892639529999993,0.6120479298113207,0.4457842012578624,10.001347397202917,13.920189999999991,0.7358490566037735,20,0.05274592809790928,0.49877562533786546,0.07131370965015887,0.053433572758378525,0.7539289473215354,0.013424149431243235,0.09956960838857858,0.011496533477787164,0.004985126801980093,44.16,92.07
12,9.95018679530909,10.54776753,9.888080864,9.767019186999999,-0.8193658280757847,5.001211404890909,4.967798367,1.9614329915,0.0666416030000001,8.323809487734408e-05,0.0008815941410426126,9.563363655506575e-30,150.51437248181816,14.427995253569888,152.3492341,28.431961200000018,-0.14179897162365954,0.09585792383589654,41.03395796,9,37.02929172545454,0.18390049535456454,37.150205165,0.2471858700000027,-0.5837759235159217,0.004966351955042887,-1.964395382428651e-06,2.928609599104152e-08,0.9990106266872825,-0.4775999005975892,-0.014319242379970227,0.03534460034443359,15.126788630016128,-0.4981320469090908,5.886547879999995,0.024228097818181984,0.3429149878787873,9.618663502379922,13.97062326666666,0.6909090909090909,20,0.07916682555282571,0.49702836582314747,0.062314222477449936,0.0426066713374262,0.7943172513058735,0.0108505202949321,0.09585792383589654,0.01575383053001429,0.004966351955042887,44.27,95.9
13,10.090158767603773,10.65604195,10.06108874,9.949910073,-0.5422807974604815,5.023115326207548,5.02535412,1.936290397,0.06456635700000013,-6.557151757780963e-05,0.0004765046811555821,3.825223792342691e-25,151.23148066226415,14.571603409724727,151.9122015,27.851328500000022,-0.07631156337099387,0.09635297721025811,41.08577538,9,37.01575440773585,0.1839804915605426,37.12024736,0.230423370000004,-0.07301173183761422,0.004970329377431057,0.0008613191727140808,0.005227247490708336,0.606921337921094,0.307227421110284,0.10407067256717485,0.03086459240053444,14.988017943564909,0.9015876760377364,6.560419500000006,0.4623065241509434,0.8209871081761007,9.714402273149817,14.589853733333333,0.6981132075471698,20,0.04257948036716007,0.49724457178525033,0.0523554177627518,0.0404270487184163,0.7779630240799003,0.011596728332149435,0.09635297721025811,0.016040630287063602,0.004970329377431057,44.94,93.0
14,10.030754594526316,10.78461807,10.00885258,9.811146403,-0.10224820897676556,4.96502966654386,4.962837557,1.964979211,0.04928402899999995,-9.293511725434328e-05,0.0012442144599606243,1.6795129362053916e-27,150.1345388649123,14.501355781865662,151.597524,27.8890873,-0.06203609775898056,0.09658907198505241,41.62377608,12,36.988864425614025,0.20967890670469055,37.13302121,0.2882108500000058,-0.6516955467079932,0.005668703539854882,0.0014737672394347825,0.013610369408571282,0.3874599626019405,-0.18492532873178796,0.09932985923812139,0.06969547533554285,14.967422186446393,0.30754594526315815,7.846180700000005,-0.699406669122807,0.0896925766081879,9.667570521243775,14.537149533333338,0.7192982456140351,21,-0.030096146989094474,0.566699747850515,0.0353346182477648,0.026870427971359086,0.7550310872870141,0.015484085858117341,0.09658907198505241,0.013309681227837105,0.005668703539854882,45.83,93.83
15,9.977746612571428,10.72762378,10.007134615,9.789206029999999,0.4200871865371507,5.006525149196428,5.0069944060000005,1.9362049235,0.06622200749999996,0.0003635019242993845,0.018691169067851156,1.134229638464146e-24,150.70177077142858,14.506850444799786,151.4394935,28.665879649999965,-0.06301297610126742,0.09626197735129817,41.18277673,11,37.045907261785715,0.20398175662175816,37.185555105,0.28142236999999426,-0.5565396620226655,0.005506188718238606,0.002396146292549574,0.03670503486682548,0.15721506301271232,-0.29888176897277,0.17641689082173734,0.09177207004690192,15.103788122014684,-0.22253387428571397,7.2762378000000005,0.1305029839285716,0.46784718095238087,9.671233629866524,14.24512920000001,0.6607142857142857,19,0.12407368050193097,0.5513020449236706,0.042574366835252196,0.030429346008985916,0.7844155559579149,0.011863177338092354,0.09626197735129817,0.01566172631306027,0.005506188718238606,46.16,97.14
16,10.024514238142858,10.71642351,10.043265545,9.83441467675,-0.24720564526960542,5.016387561803572,5.0070108575,1.91869649075,0.06808226700000009,0.0002517496902939163,0.006956152833784737,2.629198509660824e-26,149.53336985178572,15.022762754143034,150.8021297,28.224935975000022,0.028830178498920767,0.10046428278205242,41.18992343,12,37.025131254464284,0.2065307645802462,37.1652894675,0.2729775425000014,-0.43119645909897253,0.005578123765742056,0.0005411115922761831,0.0018259370751065802,0.7545085392088677,-0.06553467879222051,0.06343016802328248,0.09830078397612103,14.91676966079987,0.24514238142857106,7.164235100000002,0.32775123607143,-0.3110867654761918,10.015175169428689,14.281259733333323,0.7321428571428571,20,0.06792230936293403,0.558191255622287,0.056082163574107516,0.04100410294327762,0.7699681290476049,0.014613172871587065,0.10046428278205242,0.014495365266981121,0.005578123765742056,45.08,91.38
17,9.992703524678571,10.62188245,9.9998995075,9.838791834,0.36703206689077783,4.971325448285715,4.9721949615,1.94423769675,0.046423922000000006,0.00021112311425153775,0.005830512516849222,1.2260222522598489e-29,150.61576145714284,14.628574744888681,152.87204755,29.270513024999985,-0.0916773077420746,0.09712512557360199,41.35662584,12,37.02139686767857,0.1660857602945182,37.158422935000004,0.28268540999999914,-0.9930661271311876,0.004486209985218546,-0.0009115468663704639,0.008012625478272415,0.5117811724889747,0.31507284276373965,-0.05143232145016622,-0.12091295598172186,15.07257381199925,-0.07296475321428599,7.860471560000004,-0.5734910342857136,0.4105076380952378,9.752383163259122,14.132758799999994,0.7142857142857143,20,0.05782937210424791,0.4488804332284275,0.04892032124577038,0.037545532618479295,0.7950070089344865,0.010926920869502635,0.09712512557360199,0.01520146131604462,0.004486209985218546,44.92,94.09
18,9.991181579277779,10.71910718,10.007513209999999,9.713532078,-0.40872393412023555,5.0026296182962975,4.990346228,1.921917826,0.07108199925000014,0.0005017697534210017,0.031261038437128484,3.9865878567790914e-25,150.56457728333334,15.002993531102682,152.17268595000002,30.41732562499999,-0.06608198692116145,0.0996449085289826,41.02616784,9,36.984533554629635,0.1885883743632921,37.0875987975,0.2241778624999995,-0.22785513897830656,0.005099114582173365,0.0015939358799314054,0.017680195507381667,0.3378081444880102,0.2586205928823971,0.09263720156881593,0.10996228284332463,15.069746865136748,-0.08818420722222263,7.257303900000007,0.05259236592592603,0.3763848555555561,10.001995687401788,14.464352533333342,0.7222222222222222,20,-0.04180120370370331,0.5096983090899786,0.056124360988376185,0.045839791135402805,0.7795470715099613,0.013415892741313626,0.0996449085289826,0.015012908512489589,0.005099114582173365,43.56,89.14
19,9.959650693358489,10.51546049,9.926684429,9.782344509,-0.8602945296859521,4.981978599226415,4.985896261,1.967146278,0.05658859100000002,0.0007474704118690533,0.06795206825894502,1.016503588910874e-24,150.44036781320756,15.059393937893853,151.9751302,31.30370160000001,-0.038576232583069525,0.10010208135486723,41.18122321,8,37.009121979433964,0.17793627925732022,37.12190056,0.235832809999998,-0.1470106963825737,0.004807903288173108,-0.00242166048459923,0.044175948587662696,0.130894893559548,0.1842226591720007,-0.1783707468744204,-0.168907693118884,15.104984345839306,-0.4034930664150942,6.075108940000007,-0.360428015471698,0.2935785421383648,10.039595958595902,14.125152266666666,0.6981132075471698,19,0.024653998470169483,0.48090886285762224,0.044360261099264976,0.03358767475471617,0.7706678095659742,0.013415161590404652,0.10010208135486723,0.01464428460910048,0.004807903288173108,43.91,94.38
20,9.915874644367346,10.524185,9.876357394,9.76923142,0.0034478136811531,5.008693670102041,5.034147422,1.951431456,0.04807756299999988,0.00029592197346938804,0.008692245747309028,5.052287174458857e-23,150.5120591979592,14.847189276749399,152.9645551,30.560279699999995,-0.11259254259563807,0.09864451629900173,41.24397155,11,36.97816690938775,0.19697619964294705,37.06130244,0.21516866999999706,0.28705564505282677,0.005326824342743181,-0.0002498640908163336,0.00032852242665397103,0.901623247610451,0.1709732129178487,0.024018235850866206,-0.06923873571647957,15.178898946998759,-0.8412535563265321,6.332042540000008,0.17387340204081636,0.34137279863945724,9.898126184499601,14.286729200000007,0.6938775510204082,18,-0.05900835300606759,0.5323681071431001,0.045749443747459394,0.0431861177234628,0.7748182993388358,0.013051604392961219,0.09864451629900173,0.014542146097655603,0.005326824342743181,44.86,92.97
21,10.041586341634614,10.64637447,10.038099155000001,9.8735921115,-0.36498305659846064,4.996040047019231,5.0011960545,1.90077851625,0.066906138,1.1650386877828251e-05,1.429644689346934e-05,9.885528143788297e-28,150.1078118269231,14.377427269864038,151.34929699999998,29.20348067499998,0.007921567879812363,0.09578067320334707,41.04815696,11,37.017968666538465,0.2037567557135568,37.1342032525,0.2862678174999971,-0.44169061642397,0.005504266253748764,-0.0018713286194826382,0.019371981799410288,0.3250824928915358,-0.09778904073171919,-0.14278427958624315,-0.09373847387417425,14.948615360159108,0.41586341634615387,6.463744699999996,-0.07919905961538329,0.07187455128204973,9.584951513242693,13.93656013333333,0.7115384615384616,18,0.04856396361746505,0.5506939343609644,0.04711433184881004,0.03857953465500717,0.7799899256398486,0.011063067010685063,0.09578067320334707,0.017596060545132308,0.005504266253748764,45.56,94.7
22,9.959057344607842,10.55930468,9.957375924,9.808866498,-0.3845580317573738,4.943853699313726,4.927942898,1.944108989,0.06304657749999998,-2.7235135294117834e-05,8.680876702683098e-05,2.418931946842799e-27,150.47597270588236,14.466704360563906,151.3958885,28.393357750000007,-0.08467399367422176,0.0961396301377647,40.82756154,8,36.99620171235294,0.1644808899272295,37.11427917,0.21332684500000454,0.10983758266620658,0.004445885856231283,0.0004909109013574587,0.001968641935788046,0.7572015748480141,0.09754931210029677,0.00020139542755142945,0.04317469196777566,15.109459409564996,-0.4094265539215689,6.216808010000001,-1.1229260137254884,0.31731513725490285,9.644469573709271,13.685255666666668,0.6666666666666666,17,-0.010265642289349496,0.44454294574926895,0.04726807370237895,0.033059890877026536,0.7817385860796111,0.012022571952497492,0.0961396301377647,0.013188283506103418,0.004445885856231283,43.69,92.64
23,9.987055214458332,10.73551379,10.026590385,9.84047884775,0.0863064385652903,4.996901696291666,4.9770320115,1.9349882,0.05194589775000025,-0.0002534220353886234,0.008743516145841795,5.275091352400052e-22,149.88740570208333,14.959618695126434,149.5602375,29.44885742500003,0.030593087030738177,0.09980570832522259,40.903565,9,36.99056920541667,0.19593402287504624,37.14177799,0.27211049499999973,-0.510994072463054,0.005296864230095569,-0.002256852974381249,0.02600416393056473,0.27353230482682334,0.5126216823171471,-0.20723979431391937,-0.09803717141380987,15.008168322238797,-0.12944785541666748,7.355137900000005,-0.061966074166665365,-0.07506286527777878,9.973079130084288,13.883436133333324,0.75,19,-0.025488634009009192,0.5295514131758006,0.04577303889943684,0.04546001215191937,0.7925738202840779,0.010806688544562987,0.09980570832522259,0.019689964119327007,0.005296864230095569,44.48,96.4
24,10.117010640456522,10.77649879,10.12066943,9.961876665,-0.2169946266950511,5.010812642913043,5.0399491655,1.938735533,0.043747507000000074,-0.0002057886770891147,0.004820925005282897,8.766289172248907e-24,149.92824333913043,14.917935546423122,149.99464160000002,30.526084824999998,0.030820179690285505,0.09950050246823391,41.52892952,11,36.982920361521735,0.17819233591187436,37.128628379999995,0.28397254749999945,-0.845299275695226,0.004818233232259063,0.002495526497070613,0.03533627552295295,0.2109199452477918,-0.03101182761970403,0.20723813000272787,0.07797687335070654,14.819421335743998,1.1701064045652168,7.764987899999998,0.21625285826086738,-0.04783777391304272,9.945290364282082,14.435288533333335,0.717391304347826,17,-0.046161185076381256,0.4816009078699308,0.04659209021379049,0.033391744970743015,0.787176800269458,0.011875323075127479,0.09950050246823391,0.018645553712359306,0.004818233232259063,46.05,93.94
25,9.981374131458333,10.52368238,10.008496444999999,9.7934641625,0.014537283376317323,5.007347880895833,4.9731445455,1.9174887205000002,0.04648812775,-0.00036381825086843276,0.015178757746287339,9.91840434121073e-20,149.69498396666668,15.09673671018708,150.0826704,31.79449787499999,0.009628043127068248,0.10084998381474655,40.70306046,9,37.031761429583334,0.15868096498476586,37.114049655,0.19263137000000086,0.07558541314542211,0.004284996415482451,0.00018877355514544268,0.00027738866818453217,0.9105417423652545,-0.6981448263986384,0.12847357494165354,0.05376743078568767,14.997432417133075,-0.18625868541666626,6.095470669999994,0.14695761791666614,-0.20334402222222067,10.06449114012472,13.862940666666665,0.7291666666666666,17,0.08584170157657563,0.42886747293179966,0.05036429169417108,0.04061899715696561,0.766622679703146,0.01245200938414706,0.10084998381474655,0.013306839566355982,0.004284996415482451,45.14,97.86
